iter	MAE
163	45.41001335
164	45.08755201
165	44.45106106
166	43.93227077
167	43.65343633
168	43.44552659
169	43.15863473
170	42.90183437
171	42.07541383
172	41.66265209
173	41.43713339
174	40.92667352
175	40.72877752
176	40.52552804
177	40.26158048
178	40.01496732
179	39.25482597
180	38.85400282
181	38.53846327
182	38.05945129
183	37.636292
184	37.40327799
185	37.19967904
186	36.52396783
187	36.16243786
188	35.88608665
189	35.58476739
190	35.43976824
191	35.02559542
192	34.76740356
193	34.56123828
194	34.41705414
195	34.16044891
196	33.88613399
197	33.68489464
198	33.187009
199	32.53922344
200	32.29710976
201	31.93748768
202	31.41684134
203	31.26336018
204	30.66140544
205	30.50844282
206	30.32772421
207	30.09479037
208	29.78678965
209	29.69856976
210	29.3365124
211	29.19059468
212	29.03962799
213	28.70965576
214	28.48202252
215	28.30863052
216	27.89938923
217	27.54759025
218	27.44381302
219	27.36155203
220	27.15393678
221	26.76119643
222	26.66474427
223	26.4715092
224	26.15950763
225	25.76200886
226	25.2762482
227	25.09722754
228	24.9782674
229	24.69973896
230	24.60117087
231	24.47259919
232	24.26555693
233	24.14765569
234	24.08854141
235	23.89629771
236	23.6686528
237	23.57975278
238	23.38017319
239	23.30269433
240	23.17477401
241	22.94052351
242	22.85069341
243	22.6523136
244	22.55560943
245	22.23398489
246	22.12399276
247	22.02149717
248	21.66337554
249	21.51395777
250	21.47811967
251	21.43975481
252	21.33308213
253	21.13448245
254	21.07258068
255	20.85154098
256	20.55665568
257	20.39513675
258	20.3020443
259	20.23971923
260	20.14724331
261	20.10886833
262	20.0312846
263	19.87351672
264	19.7594408
265	19.66074131
266	19.53203638
267	19.41752636
268	19.33766648
269	19.29434909
270	19.04211285
271	18.65455803
272	18.54122215
273	18.2437943
274	18.14058926
275	18.04175082
276	18.00808197
277	17.90198335
278	17.86138762
279	17.78734142
280	17.73750155
281	17.69143664
282	17.48397747
283	17.27941811
284	17.11296786
285	16.85131956
286	16.60085494
287	16.36651598
288	16.32462594
289	16.29166988
290	16.18696019
291	16.02195181
292	15.93950215
293	15.85952599
294	15.78233167
295	15.76449685
296	15.57313349
297	15.38317063
298	15.3259699
299	15.29457949
300	15.24291529
301	15.19264298
302	15.1161411
303	14.87353963
304	14.82662033
305	14.71907064
306	14.50875764
307	14.35050794
308	14.21467096
309	14.19729975
310	13.96704253
311	13.75359387
312	13.72554591
313	13.46108154
314	13.30081799
315	13.03532242
316	13.00793527
317	12.97890168
318	12.82658678
319	12.74887863
320	12.72778583
321	12.58163405
322	12.38956751
323	12.26576573
324	12.07982523
325	12.02427041
326	11.87016943
327	11.70266079
328	11.55764904
329	11.41763458
330	11.37940245
331	11.34768887
332	11.23602055
333	11.21257424
334	11.10742271
335	11.08943328
336	11.05534764
337	10.99022477
338	10.91136484
339	10.80715985
340	10.78212321
341	10.6928954
342	10.60634443
343	10.52238998
344	10.44095417
345	10.42319146
346	10.41862194
347	10.33018833
348	10.21056786
349	10.19431808
350	10.18251491
351	10.16922193
352	10.05510661
353	10.00443367
354	9.997234555
355	9.936478579
356	9.877719636
357	9.855458643
358	9.701056225
359	9.690463523
360	9.681188563
361	9.564651203
362	9.550021323
363	9.354965718
364	9.34864681
365	9.33413866
366	9.319478623
367	9.301256238
368	9.295848011
369	9.248346737
370	9.233603391
371	9.218389158
372	9.115127065
373	9.01642189
374	9.000589823
375	8.965496794
376	8.945829751
377	8.824493236
378	8.726713246
379	8.696511708
380	8.670563693
381	8.637230533
382	8.543732966
383	8.523202041
384	8.431282285
385	8.403017024
386	8.358138011
387	8.335681475
388	8.272583578
389	8.270382426
390	8.190255978
391	8.11255768
392	8.052555417
393	7.982869018
394	7.921381906
395	7.833557233
396	7.749032166
397	7.666881331
398	7.588035102
399	7.574358321
400	7.528263682
401	7.450895437
402	7.440558374
403	7.396301916
404	7.353410808
405	7.316514351
406	7.31205029
407	7.274501685
408	7.235433427
409	7.232376656
410	7.188857172
411	7.145591936
412	7.131209896
413	7.085996363
414	7.042765711
415	6.984633699
416	6.982480583
417	6.980412978
418	6.890280103
419	6.802929165
420	6.739137743
421	6.677554974
422	6.660579005
423	6.649748484
424	6.506769592
425	6.494224933
426	6.482056614
427	6.470689327
428	6.409289293
429	6.404243054
430	6.393507607
431	6.334217904
432	6.326403097
433	6.318822734
434	6.311444506
435	6.220943393
436	6.133914697
437	6.073658169
438	6.068849365
439	6.064988866
440	6.038696938
441	5.996463954
442	5.955525803
443	5.940693042
444	5.932058911
445	5.915679743
446	5.903898206
447	5.892329979
448	5.8811088
449	5.870361422
450	5.860288455
451	5.854567209
452	5.714615148
453	5.704940579
454	5.653863532
455	5.652943134
456	5.581204993
457	5.549314267
458	5.485245488
459	5.412735397
460	5.38348536
461	5.375681229
462	5.316081735
463	5.308527217
464	5.193604072
465	5.147644991
466	5.102008277
467	5.09393468
468	5.08510312
469	5.077896417
470	5.052079042
471	5.047557232
472	5.040426146
473	4.986749109
474	4.98460743
475	4.982961285
476	4.979988002
477	4.903498103
478	4.892292592
479	4.88499241
480	4.874628907
481	4.862823032
482	4.851372568
483	4.847616173
484	4.836575794
485	4.832669284
486	4.829944964
487	4.72424749
488	4.708015697
489	4.596219333
490	4.593580159
491	4.531579334
492	4.471549957
493	4.45555743
494	4.359986662
495	4.358266357
496	4.35601138
497	4.299603002
498	4.28705667
499	4.2660691
500	4.259542388
501	4.232306395
502	4.206604438
503	4.204963606
504	4.166595229
505	4.164368578
506	4.163437145
507	4.157199656
508	4.136246585
509	4.134184087
510	4.109902301
511	3.994428413
512	3.882418745
513	3.773819946
514	3.734279328
515	3.702881519
516	3.623735192
517	3.546963257
518	3.47249448
519	3.400259764
520	3.330192088
521	3.262226445
522	3.19629977
523	3.132350895
524	3.070352512
525	3.026890067
526	2.985096223
527	2.971313239
528	2.968915513
529	2.957325568
530	2.933573909
531	2.910570081
532	2.890287022
533	2.888648895
534	2.872799221
535	2.870275525
536	2.863642499
537	2.827439333
538	2.783839709
539	2.781829475
540	2.751172486
541	2.750013062
542	2.741981381
543	2.718029244
544	2.715267731
545	2.708189939
546	2.663732603
547	2.661813613
548	2.655596926
549	2.651690952
550	2.618181835
551	2.614100728
552	2.61327163
553	2.61258146
554	2.611077018
555	2.540747014
556	2.53854506
557	2.536409165
558	2.53434286
559	2.533661452
560	2.533118226
561	2.527762551
562	2.527226305
563	2.524343413
564	2.509233175
565	2.477011424
566	2.449566338
567	2.447100244
568	2.393069486
569	2.392009598
570	2.377597351
571	2.330163343
572	2.329205195
573	2.328490964
574	2.298856734
575	2.271022202
576	2.252049368
577	2.249218638
578	2.247107323
579	2.245269921
580	2.239355871
581	2.211222201
582	2.172107902
583	2.171666522
584	2.171254565
585	2.170786928
586	2.170339691
587	2.162651705
588	2.120615255
589	2.119916054
590	2.118623709
591	2.094111103
592	2.035615118
593	2.019140492
594	2.011991402
595	2.00426344
596	1.998026735
597	1.993023238
598	1.965696887
599	1.942580048
600	1.940925741
601	1.917977398
602	1.896098591
603	1.875515206
604	1.855633411
605	1.836488191
606	1.817866531
607	1.79980352
608	1.780960775
609	1.778058974
610	1.776002929
611	1.775536747
612	1.773553676
613	1.757617063
614	1.742161462
615	1.726771155
616	1.726137929
617	1.711399606
618	1.710592377
619	1.710032568
620	1.696315605
621	1.666496314
622	1.653491252
623	1.623977577
624	1.61022358
625	1.596882202
626	1.583953759
627	1.571727328
628	1.571203506
629	1.541034423
630	1.514350123
631	1.512459762
632	1.49729134
633	1.482579375
634	1.482393367
635	1.47149126
636	1.456973372
637	1.455971986
638	1.455591661
639	1.448466839
640	1.43515346
641	1.434606332
642	1.433325656
643	1.418912637
644	1.393868773
645	1.392894092
646	1.370937391
647	1.360689698
648	1.359448355
649	1.348355058
650	1.335542263
651	1.321721558
652	1.308315474
653	1.295311572
654	1.282697788
655	1.270465861
656	1.26844903
657	1.256546586
658	1.245001215
659	1.233805795
660	1.229459809
661	1.227832719
662	1.21417002
663	1.213322166
664	1.212853409
665	1.211603693
666	1.211334289
667	1.210932438
668	1.201663925
669	1.182408775
670	1.171119822
671	1.170918929
672	1.161970662
673	1.160999595
674	1.151830242
675	1.142935971
676	1.134329427
677	1.133542391
678	1.132784022
679	1.132185622
680	1.131487837
681	1.122554439
682	1.120648845
683	1.112322946
684	1.097689039
685	1.089415199
686	1.081202578
687	1.069119
688	1.061284824
689	1.061001095
690	1.051858352
691	1.033409889
692	1.022192712
693	1.011309504
694	1.010118268
695	1.002206194
696	0.991452241
697	0.990857576
698	0.9893407107
699	0.9866349102
700	0.9749686688
701	0.9640551601
702	0.9537229322
703	0.9448020369
704	0.9415147367
705	0.9379993515
706	0.9378833543
707	0.9256076167
708	0.9250338478
709	0.9244061936
710	0.9165531898
711	0.9137619527
712	0.8991681362
713	0.8990169464
714	0.8920650206
715	0.8916316331
716	0.8912241076
717	0.8907842423
718	0.8808095952
719	0.8711350858
720	0.8710487069
721	0.8690895346
722	0.8521032891
723	0.8417035934
724	0.8238411525
725	0.8235145777
726	0.8233100783
727	0.8163803898
728	0.8020729484
729	0.7990515208
730	0.7923433611
731	0.7892405671
732	0.7806701144
733	0.7770434114
734	0.7709574989
735	0.7585602778
736	0.7577460661
737	0.7453747781
738	0.7329656703
739	0.7324380411
740	0.7317669359
741	0.7306225242
742	0.72469578
743	0.7237609534
744	0.7213239676
745	0.716026489
746	0.7084323286
747	0.7007567581
748	0.6995579105
749	0.6988063383
750	0.6939505369
751	0.6914784423
752	0.6854237564
753	0.6795507126
754	0.67793393
755	0.6749216637
756	0.6665672232
757	0.6603739984
758	0.6599694382
759	0.6592007112
760	0.6588501053
761	0.658426413
762	0.6527385985
763	0.6472214185
764	0.6418697536
765	0.6366786387
766	0.6316432573
767	0.6267589373
768	0.6220444735
769	0.6154298776
770	0.6090498249
771	0.6050346781
772	0.6047339819
773	0.6038164581
774	0.5944330385
775	0.5939030544
776	0.5818530758
777	0.5815002713
778	0.5721792914
779	0.5689787871
780	0.5682661453
781	0.5680243688
782	0.5600829891
783	0.559415292
784	0.5564946147
785	0.5558688877
786	0.5501672908
787	0.5500472275
788	0.5497066243
789	0.5441092282
790	0.5438773319
791	0.543711708
792	0.5424707746
793	0.5395185428
794	0.5393181788
795	0.5390678758
796	0.5336564328
797	0.5334872887
798	0.5333016497
799	0.5330738694
800	0.5318491357
801	0.5316991379
802	0.5315735752
803	0.5311468262
804	0.5310228037
805	0.5256412059
806	0.5203887131
807	0.5200015383
808	0.5172175914
809	0.5121961891
810	0.5120237943
811	0.5118744649
812	0.511772638
813	0.5069256294
814	0.5067397586
815	0.4991250982
816	0.4917388776
817	0.4845742437
818	0.4776245488
819	0.4708833446
820	0.4683286275
821	0.4618630846
822	0.4555915079
823	0.4495080785
824	0.4436124229
825	0.4435265203
826	0.4388730166
827	0.4387965903
828	0.4383555308
829	0.4379415482
830	0.4313385477
831	0.4312198233
832	0.4310440555
833	0.4290107186
834	0.4251994049
835	0.4215040424
836	0.417957363
837	0.4089013218
838	0.4078680265
839	0.4033029328
840	0.4016186141
841	0.400714546
842	0.4005003635
843	0.3988016865
844	0.3978719763
845	0.3955341272
846	0.3954209853
847	0.3952941984
848	0.3952301674
849	0.395149389
850	0.3917997602
851	0.3885522623
852	0.3850196385
853	0.3849852932
854	0.3827937405
855	0.3826857232
856	0.3825806369
857	0.3818906812
858	0.38179077
859	0.3816651365
860	0.3816219611
861	0.3815192606
862	0.3808417282
863	0.3808031534
864	0.3807642871
865	0.3800375444
866	0.377507055
867	0.377468857
868	0.3742367888
869	0.37281363
870	0.3693505712
871	0.3693439845
872	0.3691889616
873	0.3691581571
874	0.3690846085
875	0.3638162893
876	0.363707325
877	0.3633673613
878	0.3633540054
879	0.3633396099
880	0.3612312499
881	0.3551485665
882	0.3538149183
883	0.3505522304
884	0.3473522022
885	0.3431291885
886	0.3429949068
887	0.342924184
888	0.3390849805
889	0.3389668471
890	0.3383533003
891	0.3349479064
892	0.3347987605
893	0.3318956944
894	0.3291019061
895	0.3228625257
896	0.3211868415
897	0.3169150648
898	0.3131251209
899	0.3127741362
900	0.3126529681
901	0.3088033848
902	0.305069289
903	0.301447216
904	0.2979338053
905	0.2945257969
906	0.2912206359
907	0.2895771218
908	0.2873114462
909	0.2839900483
910	0.2839525762
911	0.281811897
912	0.2817636638
913	0.279690728
914	0.2796304114
915	0.2793783362
916	0.2793496735
917	0.279341133
918	0.2790911617
919	0.2786930632
920	0.2767306094
921	0.2767098602
922	0.2744181263
923	0.274398527
924	0.2743597654
925	0.2732683391
926	0.2698438374
927	0.2698102008
928	0.2670358408
929	0.2670014417
930	0.2644729506
931	0.2620212116
932	0.2619948131
933	0.2619647802
934	0.2619402022
935	0.2617591597
936	0.2617410904
937	0.2614833442
938	0.2614570354
939	0.2613688924
940	0.2613461202
941	0.2612913325
942	0.2612383191
943	0.2612245658
944	0.2582392885
945	0.2553517137
946	0.2535925495
947	0.2508272167
948	0.2507727029
949	0.2484278758
950	0.2484017153
951	0.2483720763
952	0.2467248548
953	0.2467119245
954	0.2466334015
955	0.2440180844
956	0.2423018701
957	0.2405911462
958	0.2405558585
959	0.2378459003
960	0.2378131849
961	0.2377823415
962	0.2377514805
963	0.2377224836
964	0.2362767975
965	0.2361620105
966	0.2340250515
967	0.2318942038
968	0.2301163076
969	0.2249174741
970	0.2198746784
971	0.2149830939
972	0.2102405603
973	0.2101760374
974	0.2101040131
975	0.2093203653
976	0.20631332
977	0.2033964861
978	0.2005671758
979	0.1990823487
980	0.1977612583
981	0.1963600927
982	0.1951165753
983	0.1950308583
984	0.1949633063
985	0.1928584109
986	0.192834601
987	0.1927659602
988	0.1927365085
989	0.1926961006
990	0.1926601375
991	0.1926060031
992	0.1925743029
993	0.1925410959
994	0.192316499
995	0.1912647336
996	0.1911272541
997	0.191079087
998	0.1897839777
999	0.1892969746
