iter	MAE
293	15.13274665
294	15.10807083
295	15.01771145
296	14.95190322
297	14.81496782
298	14.69809789
299	14.59827292
300	14.52423211
301	14.30851335
302	14.26960847
303	14.24708267
304	14.2227746
305	14.15944954
306	14.14642227
307	14.08160667
308	14.06536772
309	13.97617247
310	13.91146358
311	13.84808796
312	13.78165685
313	13.76075956
314	13.54327172
315	13.46532385
316	13.21708538
317	13.12618021
318	13.04103378
319	12.91545399
320	12.82611994
321	12.64946498
322	12.35768586
323	12.12161416
324	11.89607515
325	11.70486884
326	11.61170892
327	11.58733486
328	11.28192057
329	11.14192743
330	11.07860249
331	10.89031989
332	10.85205981
333	10.78856739
334	10.75869025
335	10.69545191
336	10.652498
337	10.48777444
338	10.31589785
339	10.23267698
340	10.21583257
341	10.12688007
342	9.98188144
343	9.934069071
344	9.783903315
345	9.638242534
346	9.497426438
347	9.452941177
348	9.409828984
349	9.390874657
350	9.370489958
351	9.35617142
352	9.332108655
353	9.186508465
354	9.131794803
355	9.117108049
356	9.093286934
357	9.074655116
358	9.05133061
359	9.042388974
360	9.017927108
361	8.960775256
362	8.824348837
363	8.809737682
364	8.786430702
365	8.742310221
366	8.614448796
367	8.579866733
368	8.487693682
369	8.398472442
370	8.388597008
371	8.320185474
372	8.254382834
373	8.238915706
374	8.234075024
375	8.221426357
376	7.992148688
377	7.869465158
378	7.855075232
379	7.836884282
380	7.693666371
381	7.691524729
382	7.662999721
383	7.639324968
384	7.636678343
385	7.58403932
386	7.580916019
387	7.529782273
388	7.477907612
389	7.471293576
390	7.405093236
391	7.387705796
392	7.299594951
393	7.245219748
394	7.137214023
395	7.129275436
396	7.121591496
397	6.985538816
398	6.969810803
399	6.926038917
400	6.908529994
401	6.889120459
402	6.855250099
403	6.793130441
404	6.683071698
405	6.648185923
406	6.614412027
407	6.506717566
408	6.480481312
409	6.44754182
410	6.439999586
411	6.309212029
412	6.272230187
413	6.162011338
414	6.055009394
415	5.895742395
416	5.886265856
417	5.881479682
418	5.871041504
419	5.747190398
420	5.706556665
421	5.674735587
422	5.627111181
423	5.603976526
424	5.580177083
425	5.557093229
426	5.440059098
427	5.423864248
428	5.406292485
429	5.259910676
430	5.226420755
431	5.210879044
432	5.206311363
433	5.15144511
434	5.096089522
435	5.094394099
436	5.093802321
437	5.093233191
438	5.016646826
439	5.014808046
440	4.99595954
441	4.989009057
442	4.97760718
443	4.975730641
444	4.96867799
445	4.961836918
446	4.955201079
447	4.948764315
448	4.943429973
449	4.934348541
450	4.924902917
451	4.885589276
452	4.837202065
453	4.758473512
454	4.747639007
455	4.739032829
456	4.681311478
457	4.67661251
458	4.670020856
459	4.665418831
460	4.65247973
461	4.645537365
462	4.610431114
463	4.605654738
464	4.601179648
465	4.596971398
466	4.587608315
467	4.530837513
468	4.49402367
469	4.447463425
470	4.40981842
471	4.405177893
472	4.373502167
473	4.342147914
474	4.311734288
475	4.28223307
476	4.25361689
477	4.225895836
478	4.219815128
479	4.21413245
480	4.211118648
481	4.209942142
482	4.137981598
483	4.107587498
484	4.09915926
485	3.986725966
486	3.984401456
487	3.938989305
488	3.9377631
489	3.936685467
490	3.934638519
491	3.93277692
492	3.914403748
493	3.896613129
494	3.893902641
495	3.876712185
496	3.847146127
497	3.841799398
498	3.830758645
499	3.820057699
500	3.818205116
501	3.8079146
502	3.803137476
503	3.798504702
504	3.793064571
505	3.787135185
506	3.785914492
507	3.78001944
508	3.770841883
509	3.743607402
510	3.735773968
511	3.73467084
512	3.709158681
513	3.705350726
514	3.699626667
515	3.697119004
516	3.693970745
517	3.688207878
518	3.685394887
519	3.684040984
520	3.658164384
521	3.621240123
522	3.620382528
523	3.619548374
524	3.619038777
525	3.617050397
526	3.60039673
527	3.589851974
528	3.588336123
529	3.585712703
530	3.583789686
531	3.567939773
532	3.563633928
533	3.560930721
534	3.523234759
535	3.50114914
536	3.495589105
537	3.430947269
538	3.429697974
539	3.423226135
540	3.421716459
541	3.420273227
542	3.32531386
543	3.304041272
544	3.298680057
545	3.293293738
546	3.20076581
547	3.197186372
548	3.195205759
549	3.183027321
550	3.101739888
551	3.098089544
552	3.027481244
553	3.008320309
554	3.006945888
555	3.005578524
556	3.004133533
557	2.993418275
558	2.992516016
559	2.992136268
560	2.991374789
561	2.990578591
562	2.989793516
563	2.98607149
564	2.985540929
565	2.926854825
566	2.926011713
567	2.924105952
568	2.923741821
569	2.870318214
570	2.869006535
571	2.868473728
572	2.866890589
573	2.866754379
574	2.865696648
575	2.865370685
576	2.862128299
577	2.810154667
578	2.809694218
579	2.757358334
580	2.755345203
581	2.755092504
582	2.751787694
583	2.751172761
584	2.747818184
585	2.747683909
586	2.73725605
587	2.737023804
588	2.735538739
589	2.735119745
590	2.705013952
591	2.675811332
592	2.64748479
593	2.620008045
594	2.593357848
595	2.593016018
596	2.592385947
597	2.574818956
598	2.559086371
599	2.542429583
600	2.522928433
601	2.520240884
602	2.519694319
603	2.509131254
604	2.486590718
605	2.483106016
606	2.47973976
607	2.479134012
608	2.476382548
609	2.474829031
610	2.473843806
611	2.471563208
612	2.468671036
613	2.467604337
614	2.443919267
615	2.386820375
616	2.366297897
617	2.362575511
618	2.354198374
619	2.353706956
620	2.341566914
621	2.339883792
622	2.32824323
623	2.274273459
624	2.221944958
625	2.219575888
626	2.216074302
627	2.213690228
628	2.210536822
629	2.208882909
630	2.208046639
631	2.207232571
632	2.206049652
633	2.204743301
634	2.203711692
635	2.188340917
636	2.186818084
637	2.185160051
638	2.176378759
639	2.175512222
640	2.174490584
641	2.173848531
642	2.173468254
643	2.172902251
644	2.172294361
645	2.161327017
646	2.153501932
647	2.152791595
648	2.142261445
649	2.125739862
650	2.081209741
651	2.068384368
652	2.065251983
653	2.064264819
654	2.056513535
655	2.055871739
656	2.052702451
657	2.051439966
658	2.041191242
659	2.025059283
660	1.967625939
661	1.91137044
662	1.910744049
663	1.901968801
664	1.855868739
665	1.850436593
666	1.845167412
667	1.844576036
668	1.839516002
669	1.800204279
670	1.799530312
671	1.798243178
672	1.796160104
673	1.795955719
674	1.758168365
675	1.756222944
676	1.755590099
677	1.74683535
678	1.745964496
679	1.733241124
680	1.732859206
681	1.731690372
682	1.72972151
683	1.721316682
684	1.672942324
685	1.671805409
686	1.670596471
687	1.623457992
688	1.577755935
689	1.576909867
690	1.569484775
691	1.568942899
692	1.568583666
693	1.566854888
694	1.561860141
695	1.561346762
696	1.561113548
697	1.560276566
698	1.559663711
699	1.559069242
700	1.558492606
701	1.557933787
702	1.55050194
703	1.543298056
704	1.536623313
705	1.536044081
706	1.525377447
707	1.515704537
708	1.515171476
709	1.481447058
710	1.474955362
711	1.468914928
712	1.4629817
713	1.457385223
714	1.455880306
715	1.455240647
716	1.454941371
717	1.454504125
718	1.454284932
719	1.444845499
720	1.442268408
721	1.437072727
722	1.431899746
723	1.426807284
724	1.421878333
725	1.415431663
726	1.412964996
727	1.412726113
728	1.412247962
729	1.37996213
730	1.379812726
731	1.379477708
732	1.379221017
733	1.375802713
734	1.375339205
735	1.37380956
736	1.372329203
737	1.341018651
738	1.310669716
739	1.310384736
740	1.310166435
741	1.309997561
742	1.308576392
743	1.307505704
744	1.306467137
745	1.305459727
746	1.304482539
747	1.303534666
748	1.30261545
749	1.298949602
750	1.298797129
751	1.298535164
752	1.294605054
753	1.260979078
754	1.260796335
755	1.260575385
756	1.260508627
757	1.257497027
758	1.256261365
759	1.256129153
760	1.256005372
761	1.254838573
762	1.253688851
763	1.250574692
764	1.246783444
765	1.246559363
766	1.243713854
767	1.208247898
768	1.173846957
769	1.173415157
770	1.170604379
771	1.163006867
772	1.16038756
773	1.159634194
774	1.155705161
775	1.155346043
776	1.15515544
777	1.154805664
778	1.15031219
779	1.149974569
780	1.149844374
781	1.149635455
782	1.148134191
783	1.147849074
784	1.120325389
785	1.119347576
786	1.09327646
787	1.09202395
788	1.091665401
789	1.08789091
790	1.087698407
791	1.084078278
792	1.082821322
793	1.082460063
794	1.082302818
795	1.082103652
796	1.078511656
797	1.075023299
798	1.049639776
799	1.048844623
800	1.048073325
801	1.047325191
802	1.047224659
803	1.04393249
804	1.043601812
805	1.042995426
806	1.015939321
807	0.9896949007
808	0.9642398528
809	0.9641189572
810	0.9631262575
811	0.9630047719
812	0.9627719075
813	0.9343868497
814	0.906877631
815	0.906371056
816	0.9062633853
817	0.8994403537
818	0.8780681873
819	0.8779340366
820	0.8777262181
821	0.8728425262
822	0.8698656476
823	0.8494139301
824	0.8462528919
825	0.8431889446
826	0.8391195326
827	0.8168296997
828	0.8163078793
829	0.8144538214
830	0.8118938347
831	0.8099604358
832	0.8057128188
833	0.8036839013
834	0.8035835749
835	0.7844753241
836	0.7828360718
837	0.781858773
838	0.7806626655
839	0.7802847282
840	0.7801839341
841	0.7777326974
842	0.7775777664
843	0.7773593265
844	0.7772151387
845	0.7748152307
846	0.7744625328
847	0.7743101898
848	0.7720084428
849	0.7711368169
850	0.7710355944
851	0.770935774
852	0.7708485239
853	0.7702831273
854	0.7699445541
855	0.7688933565
856	0.7666282872
857	0.7665410319
858	0.7664602153
859	0.7643647579
860	0.764250341
861	0.7621966985
862	0.7621006163
863	0.7620333889
864	0.7612519154
865	0.7604938861
866	0.7597585977
867	0.7590453679
868	0.7583537084
869	0.7583096822
870	0.7582302443
871	0.7397563055
872	0.7218524645
873	0.7044857383
874	0.6876239311
875	0.6875669019
876	0.6875198766
877	0.6840020536
878	0.683923232
879	0.6819453376
880	0.6818815309
881	0.6808152384
882	0.6792619204
883	0.6785831192
884	0.6784727432
885	0.6783949512
886	0.6620818675
887	0.6446017872
888	0.6431277758
889	0.6412775941
890	0.6394820795
891	0.6377194979
892	0.637636311
893	0.6222299205
894	0.6221592362
895	0.6072407505
896	0.6054800093
897	0.5880900599
898	0.5740615047
899	0.5726866959
900	0.5698287273
901	0.5670565179
902	0.5655563326
903	0.5518807369
904	0.538616972
905	0.5257689175
906	0.5256810856
907	0.5242278724
908	0.5241701913
909	0.5241144838
910	0.5238994025
911	0.5238280981
912	0.5237743919
913	0.5237319195
914	0.5233720516
915	0.5231710393
916	0.5229551015
917	0.5228902132
918	0.5228200496
919	0.5214123316
920	0.5213122248
921	0.5212676361
922	0.5211955702
923	0.5211618683
924	0.5211137265
925	0.521068357
926	0.5196927716
927	0.5177958405
928	0.5171979486
929	0.5158965156
930	0.5146372253
931	0.5010457319
932	0.50044293
933	0.5003829777
934	0.4997984812
935	0.4996162753
936	0.499421152
937	0.4873905665
938	0.4873286663
939	0.4872654199
940	0.4756148863
941	0.4731026804
942	0.4730439554
943	0.4729869921
944	0.4729317378
945	0.4728781411
946	0.4728363596
947	0.4722835207
948	0.4722527655
949	0.4720840677
950	0.472060956
951	0.470285848
952	0.4702060798
953	0.4690399014
954	0.4688810942
955	0.4553158296
956	0.4540924205
957	0.4529078454
958	0.4527734144
959	0.4408269669
960	0.4407933276
961	0.4291663523
962	0.4188983828
963	0.4188622566
964	0.4188171584
965	0.4178230248
966	0.4168587229
967	0.4167962177
968	0.4068288718
969	0.4058047353
970	0.3960100706
971	0.3949476779
972	0.393917157
973	0.3929165431
974	0.3919459477
975	0.3910044701
976	0.3900921573
977	0.3892072713
978	0.3891608885
979	0.3891173283
980	0.3885650427
981	0.3885086824
982	0.3791405358
983	0.3774041604
984	0.3765773632
985	0.3764990886
986	0.3764161013
987	0.3763689136
988	0.3763234358
989	0.3762619487
990	0.3754240272
991	0.3738004196
992	0.3737741524
993	0.3731069883
994	0.3726042326
995	0.371598795
996	0.3710704884
997	0.3705580549
998	0.3698980685
999	0.3698655011
