지번주소;도로명주소;건물명;폐지여부
충청남도 금산군 금산읍 상리 312;충청남도 금산군 금산읍 비단로 338;금산상리주공2단지아파트;존재
경상북도 김천시 덕곡동 767;경상북도 김천시 무실7길 38;덕곡주공아파트;존재
경상남도 김해시 율하동 1291;경상남도 김해시 율하1로 7;율곡마을주공2단지아파트;존재
경상남도 김해시 부곡동 805-4;경상남도 김해시 월산로 81-14;월산마을주공14단지아파트;존재
경상남도 김해시 부곡동 805-1;경상남도 김해시 월산로 103;월산마을11단지 주공아파트;존재
경상남도 김해시 진영읍 여래리 981;경상남도 김해시 진영읍 김해대로 462;진영휴먼시아아파트;존재
경기도 남양주시 진접읍 장현리 703;경기도 남양주시 진접읍 금강로 1554-20;휴먼시아;존재
경기도 남양주시 진접읍 금곡리 1093;경기도 남양주시 진접읍 해밀예당3로 67;휴먼시아16단지아파트;존재
경기도 남양주시 진접읍 금곡리 1098;경기도 남양주시 진접읍 해밀예당3로 37;휴먼시아17단지아파트;존재
경기도 남양주시 퇴계원읍 퇴계원리 367;경기도 남양주시 퇴계원읍 퇴계원로 120-11;주공아파트;존재
경기도 남양주시 퇴계원읍 퇴계원리 366;경기도 남양주시 퇴계원읍 도제원로 116;주공아파트;존재
경기도 남양주시 호평동 624;경기도 남양주시 늘을1로 31;호평마을주공아파트;존재
대전광역시 유성구 반석동 623;대전광역시 유성구 반석동로 82;반석마을8단지;존재
대구광역시 달성군 가창면 용계리 34-2;대구광역시 달성군 가창면 가창로216길 25;주공아파트;존재
대구광역시 달성군 다사읍 서재리 486;대구광역시 달성군 다사읍 서재로14길 2;서재휴먼시아;존재
대구광역시 달서구 장기동 515;대구광역시 달서구 용산로 88;장기주공아파트;존재
대전광역시 동구 낭월동 611;대전광역시 동구 산내로1257번길 40;석천들주공아파트;존재
대전광역시 동구 대동 528;대전광역시 동구 계족로 135;새들뫼휴먼시아(2)단지;존재
대전광역시 유성구 봉산동 298;대전광역시 유성구 와룡로136번길 75;봉산휴먼시아2단지아파트;존재
경기도 동두천시 송내동 664-6;경기도 동두천시 중앙로 41;송내주공아파트;존재
강원도 동해시 묵호진동 110;강원도 동해시 해맞이길 215;묵호주공아파트;존재
강원도 동해시 천곡동 1101;강원도 동해시 평릉1길 37;천곡6주공아파트;존재
전라남도 목포시 옥암동 1150;전라남도 목포시 당가두로38번길 11;주공아파트;존재
전라남도 목포시 용해동 1032;전라남도 목포시 관해로5번길 29;포미타운주공3단지;존재
충청남도 보령시 죽정동 781;충청남도 보령시 지장골길 37;죽정 주공아파트;존재
부산광역시 기장군 기장읍 내리 768;부산광역시 기장군 기장읍 소정안길 68;내리휴먼시아;존재
전라북도 부안군 부안읍 서외리 630;전라북도 부안군 부안읍 부풍로 122;부안서외주공아파트;존재
경기도 부천시 여월동 320;경기도 부천시 여월로 65;여월휴먼시아2단지아파트;존재
경상남도 사천시 용강동 920;경상남도 사천시 용강길 37;용강2주공아파트;존재
경상남도 사천시 사남면 월성리 450;경상남도 사천시 사남면 조동길 60;진사주공아파트;존재
서울특별시 관악구 신림동 1735-2;서울특별시 관악구 난곡로 63;관악산휴먼시아아파트;존재
충청남도 서천군 서천읍 사곡리 387;충청남도 서천군 서천읍 사곡로 17;휴먼시아아파트;존재
경기도 성남시 중원구 도촌동 701;경기도 성남시 중원구 도촌남로 24;휴먼시아섬마을2단지아파트;존재
경기도 성남시 중원구 도촌동 703;경기도 성남시 중원구 도촌남로 69;휴먼시아섬마을4단지아파트;존재
경기도 성남시 중원구 도촌동 707;경기도 성남시 중원구 도촌남로 134;휴먼시아섬마을8단지아파트;존재
경기도 성남시 중원구 도촌동 708;경기도 성남시 중원구 도촌남로 148;휴먼시아섬마을9단지아파트;존재
경기도 성남시 분당구 삼평동 726;경기도 성남시 분당구 대왕판교로644번길 65;봇들마을5단지아파트;존재
부산광역시 해운대구 송정동 934;부산광역시 해운대구 해운대로 1188;송정2휴먼시아;존재
전라북도 순창군 순창읍 교성리 700;전라북도 순창군 순창읍 경천1로 102;순창경천주공아파트;존재
전라남도 순천시 가곡동 1032-2;전라남도 순천시 고지1길 57;참샘마을휴먼시아;존재
전라남도 순천시 서면 선평리 202-1;전라남도 순천시 서면 강청길 80;주공아파트;존재
전라남도 순천시 연향동 1660-1;전라남도 순천시 팔마1길 26;연향주공아파트;존재
경상북도 안동시 옥동 926;경상북도 안동시 옥서1길 46;옥동6주공아파트;존재
경기도 안산시 단원구 신길동 1509;경기도 안산시 단원구 삼일로 13;휴먼시아;존재
경기도 안산시 단원구 신길동 1561;경기도 안산시 단원구 신길로 94;휴먼시아;존재
경기도 안산시 단원구 신길동 1574;경기도 안산시 단원구 신길로 50;휴먼시아;존재
경기도 안산시 단원구 신길동 1684;경기도 안산시 단원구 도일로 26;휴먼시아;존재
경기도 안산시 상록구 팔곡일동 681;경기도 안산시 상록구 정동1길 7;팔곡마을주공아파트;존재
경상남도 양산시 남부동 605-1;경상남도 양산시 양주로 58;양산물금7단지휴먼시아아파트;존재
경기도 양주시 광적면 석우리 708-1;경기도 양주시 광적면 삼일로65번길 156;양주가납 주공아파트;존재
경기도 양주시 고읍동 452;경기도 양주시 고읍로 64;산내들마을휴먼시아;존재
경기도 양주시 만송동 701;경기도 양주시 고읍북로 78;은빛마을 휴먼시아;존재
경기도 양주시 만송동 700;경기도 양주시 고읍북로 120;은빛마을 휴먼시아;존재
경기도 양주시 고암동 584;경기도 양주시 고암길 172-14;행복한마을;존재
경기도 양주시 백석읍 방성리 888;경기도 양주시 백석읍 고릉말로46번길 12;휴먼시아;존재
전라남도 여수시 화장동 882;전라남도 여수시 덕양로 157;주공3단지아파트;존재
전라남도 영광군 영광읍 도동리 360;전라남도 영광군 영광읍 물무로 227;도동휴먼시아;존재
경상북도 예천군 예천읍 대심리 430;경상북도 예천군 예천읍 봉덕로 52;주공아파트;존재
경기도 용인시 기흥구 청덕동 506;경기도 용인시 기흥구 구성3로 37;휴먼시아물푸레마을2단지아파트;존재
경기도 용인시 기흥구 청덕동 503;경기도 용인시 기흥구 구성3로 38;휴먼시아물푸레마을5단지아파트;존재
경기도 용인시 기흥구 동백동 581;경기도 용인시 기흥구 동백8로 103;백현마을주공7단지아파트;존재
경기도 용인시 기흥구 중동 1041;경기도 용인시 기흥구 동백중앙로 41;초당마을주공아파트;존재
경기도 용인시 기흥구 동백동 602;경기도 용인시 기흥구 동백8로 64;호수마을주공3단지아파트;존재
경기도 용인시 기흥구 보라동 606;경기도 용인시 기흥구 한보라1로43번길 23;한보라마을휴먼시아4단지아파트;존재
경기도 용인시 기흥구 공세동 674;경기도 용인시 기흥구 한보라2로 168;한보라마을휴먼시아7단지아파트;존재
경기도 용인시 기흥구 신갈동 707;경기도 용인시 기흥구 새천년로16번길 16;녹원마을새천년그린빌3단지아파트;존재
경기도 용인시 수지구 죽전동 1226;경기도 용인시 수지구 대지로 158;내대지마을;존재
경기도 용인시 수지구 죽전동 1367;경기도 용인시 수지구 디지털벨리로 21;내대지마을주공아파트;존재
경기도 용인시 기흥구 영덕동 980;경기도 용인시 기흥구 흥덕1로79번길 7;휴먼시아 흥덕마을1단지;존재
경기도 용인시 기흥구 영덕동 1022;경기도 용인시 기흥구 흥덕2로 80;휴먼시아 흥덕마을3단지;존재
경기도 용인시 기흥구 영덕동 1021;경기도 용인시 기흥구 흥덕2로 46;휴먼시아 흥덕마을4단지;존재
울산광역시 울주군 범서읍 구영리 855-2;울산광역시 울주군 범서읍 점촌3길 23;구영2주공아파트;존재
울산광역시 북구 매곡동 857;울산광역시 북구 신천로 60;매곡휴먼시아;존재
경상북도 울진군 울진읍 읍내리 370;경상북도 울진군 울진읍 월변2길 56-21;휴먼시아;존재
강원도 원주시 개운동 581-2;강원도 원주시 개운로 20;원주개운2단지엘에이치아파트;존재
강원도 원주시 개운동 586;강원도 원주시 남원로606번길 22;원주개운3단지엘에이치아파트;존재
강원도 원주시 무실동 1716-1;강원도 원주시 시청로 40;원주무실7주공아파트;존재
강원도 원주시 단계동 1096;강원도 원주시 백간길 16;원주봉화산주공아파트;존재
대구광역시 동구 율하동 1099;대구광역시 동구 금호강변로3길 9;율하휴먼시아15단지;존재
대구광역시 동구 율하동 1461;대구광역시 동구 안심로16길 45;율하 휴먼시아6단지;존재
대구광역시 동구 율하동 1464;대구광역시 동구 안심로22길 55;율하 휴먼시아7단지;존재
경상남도 김해시 율하동 1404;경상남도 김해시 율하2로 178;율현마을주공12단지아파트;존재
충청북도 음성군 금왕읍 무극리 93;충청북도 음성군 금왕읍 무극로324번길 15;금왕3단지주공아파트;존재
경상남도 의령군 의령읍 서동리 238;경상남도 의령군 의령읍 의병로9길 25-6;의령서동 주공아파트;존재
경기도 의왕시 삼동 556;경기도 의왕시 신장승길 12;장안마을주공아파트;존재
경기도 의왕시 청계동 972;경기도 의왕시 청계1로 28;휴먼시아 청계마을;존재
경기도 의왕시 청계동 980;경기도 의왕시 청계1로 9;휴먼시아 청계마을;존재
경기도 이천시 갈산동 778;경기도 이천시 영창로314번길 51;주공아파트;존재
경기도 이천시 갈산동 785;경기도 이천시 영창로 315;휴먼시아;존재
전라북도 익산시 부송동 1205;전라북도 익산시 부송1로 123;익산부송송백마을;존재
전라북도 임실군 임실읍 이도리 958;전라북도 임실군 임실읍 운수로 33-17;임실이도주공아파트;존재
전라남도 장성군 장성읍 영천리 1654;전라남도 장성군 장성읍 문화로 23;영천주공아파트;존재
전라북도 장수군 장수읍 장수리 727;전라북도 장수군 장수읍 관두길 16;장수북동주공아파트;존재
충청남도 서천군 장항읍 원수리 907;충청남도 서천군 장항읍 장항로 285;휴먼시아아파트;존재
전라북도 전주시 완산구 효자동2가 1316-1;전라북도 전주시 완산구 호암로 87;효자휴먼시아5단지아파트;존재
전라북도 전주시 완산구 효자동2가 1320-1;전라북도 전주시 완산구 호암로 88;효자휴먼시아6단지아파트;존재
제주특별자치도 제주시 노형동 2582-2;제주특별자치도 제주시 정존11길 68;정든마을3단지;존재
강원도 정선군 고한읍 고한리 65-10;강원도 정선군 고한읍 고한10길 30;고한주공아파트;존재
강원도 정선군 정선읍 봉양리 89-1;강원도 정선군 정선읍 녹송로 23-34;봉양주공1차아파트;존재
전라북도 정읍시 농소동 1520;전라북도 정읍시 서부산업도로 409;농소주공아파트;존재
전라북도 정읍시 신태인읍 신태인리 736-1;전라북도 정읍시 신태인읍 호남철로 32-13;정읍신태인주공아파트;존재
제주특별자치도 제주시 도련일동 1618;제주특별자치도 제주시 도련2길 14;도련LH아파트;존재
제주특별자치도 제주시 한림읍 대림리 1885;제주특별자치도 제주시 한림읍 대림4길 20;한림주공아파트;존재
충청북도 제천시 영천동 2227;충청북도 제천시 청풍호로7길 20;제천강저휴먼시아1단지;존재
충청북도 제천시 장락동 1040;충청북도 제천시 장락로 130;제천장락3주공아파트;존재
대구광역시 달성군 다사읍 매곡리 1539;대구광역시 달성군 다사읍 대실역북로1길 6;죽곡휴먼시아1단지;존재
충청북도 증평군 증평읍 송산리 717;충청북도 증평군 증평읍 송산로 53;송산휴먼시아 2단지;존재
충청북도 증평군 증평읍 장동리 925;충청북도 증평군 증평읍 증평로 31-11;장동주공아파트;존재
경상남도 진주시 가좌동 464;경상남도 진주시 진주대로568번길 12;주공3차아파트;존재
경상남도 창원시 진해구 자은동 760-1;경상남도 창원시 진해구 진해대로975번길 23;자은3주공아파트;존재
경상남도 창원시 의창구 도계동 469;경상남도 창원시 의창구 원이대로82번길 15-15;도계휴먼시아아파트;존재
경상남도 창원시 의창구 동읍 송정리 21-1;경상남도 창원시 의창구 동읍 용정길 26;송정주공아파트;존재
강원도 철원군 동송읍 이평리 1555;강원도 철원군 동송읍 이평2로10번길 40;동송주공아파트;존재
충청북도 청주시 청원구 내수읍 마산리 210;충청북도 청주시 청원구 내수읍 청암로 35;청원내수주공아파트;존재
충청북도 청주시 흥덕구 가경동 2077;충청북도 청주시 흥덕구 서현중로32번길 23;가로수마을휴먼시아아파트;존재
강원도 춘천시 동내면 거두리 1137;강원도 춘천시 동내면 거두택지길 88;춘천거두주공아파트;존재
강원도 춘천시 동면 만천리 976;강원도 춘천시 동면 후석로326번길 96;춘천만천엘에이치아파트;존재
강원도 춘천시 퇴계동 1036;강원도 춘천시 승지골길16번길 48;퇴계8단지주공아파트;존재
강원도 춘천시 퇴계동 1024;강원도 춘천시 안마산로 244;퇴계9단지주공아파트;존재
충청북도 충주시 연수동 1755;충청북도 충주시 금곡서1길 5;연수주공6단지아파트;존재
충청북도 충주시 연수동 1759;충청북도 충주시 갱고개로 230;충주연수휴먼시아7단지아파트;존재
경상남도 통영시 광도면 죽림리 1578-3;경상남도 통영시 광도면 죽림1로 17-18;죽림주공아파트;존재
경기도 평택시 안중읍 현화리 843-1;경기도 평택시 안중읍 안현로서6길 61;주공아파트;존재
경기도 평택시 이충동 680;경기도 평택시 이충로35번길 51;반지마을주공아파트;존재
경상남도 함안군 가야읍 도항리 307;경상남도 함안군 가야읍 성내북길 57;함안도항2주공아파트;존재
경상남도 함양군 함양읍 교산리 379;경상남도 함양군 함양읍 함양로 1246;함양교산휴먼시아;존재
충청북도 음성군 감곡면 오향리 1181;충청북도 음성군 감곡면 오향로 31;음성감곡휴먼시아;존재
충청북도 청주시 서원구 성화동 708;충청북도 청주시 서원구 장전로 11;성화휴먼시아4단지;존재
광주광역시 광산구 장덕동 1044;광주광역시 광산구 풍영로329번길 51;신완마을 휴먼시아;존재
전라남도 장성군 장성읍 영천리 1660;전라남도 장성군 장성읍 문화로 21-34;영천휴먼시아;존재
전라북도 익산시 모현동2가 577;전라북도 익산시 선화로1길 57-32;배산휴먼시아5단지;존재
경기도 광명시 소하동 1366;경기도 광명시 소하로 189;신촌휴먼시아2단지아파트;존재
대전광역시 유성구 봉명동 1024;대전광역시 유성구 도안대로 560;도안마을1단지;존재
경상북도 경주시 건천읍 건천리 627;경상북도 경주시 건천읍 대곡용명길 27;건천휴먼시아;존재
광주광역시 광산구 장덕동 1037;광주광역시 광산구 풍영로329번길 50;신완마을 휴먼시아;존재
대전광역시 유성구 원신흥동 495;대전광역시 유성구 원신흥로 37;도안휴먼시아10단지;존재
전라남도 영암군 삼호읍 용앙리 1739;전라남도 영암군 삼호읍 삼호중앙로 222;영암용앙2휴먼시아;존재
경상남도 창원시 의창구 봉림동 529;경상남도 창원시 의창구 소봉로 50;;존재
경기도 안양시 동안구 관양동 1672;경기도 안양시 동안구 동편로 120;동편마을;존재
경상남도 창원시 의창구 봉림동 714;경상남도 창원시 의창구 대봉로 25;봉림휴먼시아2단지;존재
충청북도 증평군 증평읍 송산리 720;충청북도 증평군 증평읍 송산로 35;증평송산1휴먼시아;존재
경상남도 양산시 소주동 870-2;경상남도 양산시 번영로 435;소주휴먼시아;존재
경기도 의왕시 포일동 652;경기도 의왕시 이미로 17;포일 숲속마을;존재
경기도 남양주시 별내동 1049;경기도 남양주시 별내5로 22;별빛마을3단지;존재
충청북도 청주시 청원구 주중동 852;충청북도 청주시 청원구 율량로 17;청주율량2 LH 1단지 아파트;존재
서울특별시 서초구 우면동 788;서울특별시 서초구 양재대로2길 33;엘에이치서초4단지;존재
경상북도 경주시 외동읍 입실리 1393;경상북도 경주시 외동읍 본동길 14;경주외동엘에이치아파트;존재
경상북도 영양군 영양읍 동부리 94;경상북도 영양군 영양읍 영양창수로 93;영양동부엘에이치아파트 ;존재
경상북도 영천시 망정동 378-1;경상북도 영천시 망정로 80;영천망정휴먼시아5단지;존재
경상남도 양산시 물금읍 가촌리 800;경상남도 양산시 물금읍 가촌로 155;양산가촌휴먼시아;존재
충청남도 서천군 종천면 종천리 37-13;충청남도 서천군 종천면 충서로302번길 88-34;종천휴먼시아;존재
전라남도 장흥군 장흥읍 건산리 810;전라남도 장흥군 장흥읍 북부로 3;장흥건산2휴먼시아;존재
경상남도 함안군 칠원읍 구성리 979;경상남도 함안군 칠원읍 구성길 141;함안칠원엘에이치아파트;존재
강원도 강릉시 포남동 1181;강원도 강릉시 경강로2301번길 6;포남엘에이치1단지아파트;존재
경기도 안양시 동안구 관양동 1657;경기도 안양시 동안구 동편로 80;동편마을2단지;존재
경기도 평택시 비전동 1004;경기도 평택시 경기대로 508;휴먼시아2단지;존재
부산광역시 부산진구 범천동 1644;부산광역시 부산진구 신암로 66;범천엘에이치아파트;존재
경상북도 포항시 북구 양덕동 654-1;경상북도 포항시 북구 장량중앙로 117;포항장량5단지LH아파트;존재
경기도 화성시 남양읍 남양리 2221;경기도 화성시 남양읍 역골동로 152;;존재
서울특별시 강남구 자곡동 619;서울특별시 강남구 자곡로3길 21;엘에이치강남힐스테이트;존재
충청남도 논산시 내동 1109;충청남도 논산시 대학로65번길 19;논산내동2단지;존재
경기도 남양주시 호평동 726;경기도 남양주시 늘을1로 107;엘에이치호평1단지;존재
부산광역시 사상구 괘법동 522-3;부산광역시 사상구 광장로21번길 66;괘법엘에이치아파트;존재
경기도 남양주시 별내동 807;경기도 남양주시 덕송3로 12;별가람마을1-3단지;존재
서울특별시 강남구 자곡동 621;서울특별시 강남구 자곡로3길 22;엘에이치강남3단지;존재
강원도 춘천시 동면 장학리 989;강원도 춘천시 동면 소양강로 100;춘천장학엘에이치1단지;존재
경상남도 밀양시 내이동 300;경상남도 밀양시 창밀로 3535;밀양내이엘에이치아파트;존재
서울특별시 서초구 우면동 784;서울특별시 서초구 양재대로2길 34;엘에이치서초3단지;존재
충청북도 청주시 청원구 주중동 950;충청북도 청주시 청원구 율량로 47;청주율량 2 LH 2단지아파트;존재
