관리건축물대장PK,건물명,대지면적,건축면적,연면적,용적률산정연면적,용적률,세대수,가구수,도로명주소,지번주소,juso,행정동코드,시도명,시군구명,읍면동명,법정동코드,동리명,생성일자,행정기관,총인구수,세대당_인구,남자_인구수,여자_인구수,남여_비율,총연령구간인구수,총0~9세,총10~19세,총20~29세,총30~39세,총40~49세,총50~59세,총60~69세,총70~79세,총80~89세,총90~99세,총100세이상,남 인구수,남연령구간인구수,남0~9세,남10~19세,남20~29세,남30~39세,남40~49세,남50~59세,남60~69세,남70~79세,남80~89세,남90~99세,남100세 이상,여_인구수,여연령구간인구수,여0~9세,여10~19세,여20~29세,여30~39세,여40~49세,여50~59세,여60~69세,여70~79세,여80~89세,여90~99세,여100세 이상
,,,,,,,,,강원도 원주시 치악로 2050,강원도 원주시 태장동 131,강원도원주시태장동,4213062000,강원도,원주시,태장2동,4213011200,태장동,19880423,강원도원주시태장2동,24712.0,2.21,12318.0,12394.0,0.99,24712.0,1705.0,2573.0,3000.0,2703.0,4058.0,4528.0,3551.0,1565.0,910.0,117.0,2.0,12318.0,12318.0,888.0,1340.0,1604.0,1402.0,2057.0,2280.0,1741.0,672.0,307.0,27.0,0.0,12394.0,12394.0,817.0,1233.0,1396.0,1301.0,2001.0,2248.0,1810.0,893.0,603.0,90.0,2.0
30110-100229857,이스트시티2단지,0.0,705.79,13223.72,13029.6,0.0,186.0,0.0,대전광역시 동구 동대전로46번길 120,대전광역시 동구 신흥동 262,대전광역시동구신흥동,3011054500,대전광역시,동구,신인동,3011010600,신흥동,20080901,대전광역시동구신인동,12132.0,2.22,5936.0,6196.0,0.96,12132.0,873.0,884.0,1350.0,1576.0,1748.0,1928.0,1970.0,1206.0,530.0,65.0,2.0,5936.0,5936.0,452.0,478.0,672.0,836.0,929.0,910.0,881.0,551.0,212.0,14.0,1.0,6196.0,6196.0,421.0,406.0,678.0,740.0,819.0,1018.0,1089.0,655.0,318.0,51.0,1.0
48129-3000195936,창원자은3엘에이치천년나무아파트,0.0,574.55,6129.55,6086.26,0.0,104.0,0.0,경상남도 창원시 진해구 냉천로 192,경상남도 창원시 진해구 자은동 133,경상남도창원시진해구자은동,4812959000,경상남도,창원시 진해구,이동,4812914200,자은동,20100701,경상남도창원시진해구이동,8593.0,1.84,4549.0,4044.0,1.12,8593.0,345.0,528.0,1079.0,969.0,1299.0,1509.0,1681.0,818.0,321.0,43.0,1.0,4549.0,4549.0,185.0,297.0,646.0,598.0,763.0,764.0,797.0,385.0,110.0,4.0,0.0,4044.0,4044.0,160.0,231.0,433.0,371.0,536.0,745.0,884.0,433.0,211.0,39.0,1.0
48129-3000195936,창원자은3엘에이치천년나무아파트,0.0,574.55,6129.55,6086.26,0.0,104.0,0.0,경상남도 창원시 진해구 냉천로 192,경상남도 창원시 진해구 자은동 133,경상남도창원시진해구자은동,4812960000,경상남도,창원시 진해구,자은동,4812914200,자은동,20100701,경상남도창원시진해구자은동,21409.0,2.43,10691.0,10718.0,1.0,21409.0,2347.0,2261.0,2280.0,3138.0,3779.0,3437.0,2654.0,1015.0,446.0,51.0,1.0,10691.0,10691.0,1192.0,1169.0,1242.0,1589.0,1917.0,1664.0,1318.0,455.0,133.0,12.0,0.0,10718.0,10718.0,1155.0,1092.0,1038.0,1549.0,1862.0,1773.0,1336.0,560.0,313.0,39.0,1.0
48129-3000195936,창원자은3엘에이치천년나무아파트,0.0,574.55,6129.55,6086.26,0.0,104.0,0.0,경상남도 창원시 진해구 냉천로 192,경상남도 창원시 진해구 자은동 133,경상남도창원시진해구자은동,4812961000,경상남도,창원시 진해구,덕산동,4812914200,자은동,20100701,경상남도창원시진해구덕산동,10167.0,2.44,4995.0,5172.0,0.97,10167.0,1040.0,1199.0,1167.0,1274.0,1724.0,1417.0,1322.0,680.0,315.0,28.0,1.0,4995.0,4995.0,547.0,628.0,655.0,644.0,848.0,702.0,593.0,276.0,96.0,6.0,0.0,5172.0,5172.0,493.0,571.0,512.0,630.0,876.0,715.0,729.0,404.0,219.0,22.0,1.0
41133-100296604,성남여수엘에이치1단지,0.0,0.0,288.28,0.0,0.0,0.0,0.0,경기도 성남시 중원구 둔촌대로63번길 11,경기도 성남시 중원구 성남동 4700,경기도성남시중원구성남동,4113351000,경기도,성남시 중원구,성남동,4113310100,성남동,19890501,경기도성남시중원구성남동,33826.0,1.86,17555.0,16271.0,1.08,33826.0,1544.0,1902.0,5829.0,5856.0,4798.0,5454.0,4784.0,2514.0,989.0,148.0,8.0,17555.0,17555.0,767.0,954.0,2982.0,3358.0,2684.0,2818.0,2401.0,1183.0,370.0,36.0,2.0,16271.0,16271.0,777.0,948.0,2847.0,2498.0,2114.0,2636.0,2383.0,1331.0,619.0,112.0,6.0
29155-130028811,효천엘에이치천년나무7단지,0.0,317.14,275.31,275.31,0.0,0.0,0.0,광주광역시 남구 행암길 9,광주광역시 남구 행암동 713,광주광역시남구행암동,2915571000,광주광역시,남구,효덕동,2915511000,행암동,19950301,광주광역시남구효덕동,45638.0,2.43,21538.0,24100.0,0.89,45638.0,3771.0,5807.0,6361.0,5195.0,7690.0,6843.0,5388.0,3091.0,1285.0,200.0,7.0,21538.0,21538.0,1876.0,2815.0,3222.0,2451.0,3582.0,3196.0,2427.0,1416.0,505.0,48.0,0.0,24100.0,24100.0,1895.0,2992.0,3139.0,2744.0,4108.0,3647.0,2961.0,1675.0,780.0,152.0,7.0
29155-130028811,효천엘에이치천년나무7단지,0.0,317.14,275.31,275.31,0.0,0.0,0.0,광주광역시 남구 행암길 9,광주광역시 남구 행암동 713,광주광역시남구행암동,2915572000,광주광역시,남구,송암동,2915511000,행암동,19950301,광주광역시남구송암동,20631.0,2.6,10018.0,10613.0,0.94,20631.0,3084.0,2129.0,2413.0,3730.0,3646.0,2564.0,1885.0,769.0,337.0,72.0,2.0,10018.0,10018.0,1613.0,1082.0,1231.0,1786.0,1802.0,1194.0,844.0,352.0,106.0,8.0,0.0,10613.0,10613.0,1471.0,1047.0,1182.0,1944.0,1844.0,1370.0,1041.0,417.0,231.0,64.0,2.0
48170-100278245,혁신도시엘에이치아파트3단지,0.0,122.59,103.27,103.27,0.0,0.0,0.0,경상남도 진주시 대밭골로 91,경상남도 진주시 충무공동 219,경상남도진주시충무공동,4817075000,경상남도,진주시,충무공동,4817013700,충무공동,20131218,경상남도진주시충무공동,32457.0,2.7,16079.0,16378.0,0.98,32457.0,5657.0,3910.0,3404.0,6995.0,6474.0,3490.0,1775.0,526.0,188.0,36.0,2.0,16079.0,16079.0,2808.0,2001.0,1716.0,3418.0,3291.0,1701.0,846.0,246.0,47.0,5.0,0.0,16378.0,16378.0,2849.0,1909.0,1688.0,3577.0,3183.0,1789.0,929.0,280.0,141.0,31.0,2.0
36110-5000161729,해들마을5단지,0.0,505.06,8348.76,8230.96,0.0,96.0,0.0,세종특별자치시 대평로 56,세종특별자치시 대평동 700,세종특별자치시대평동,3611057000,세종특별자치시,,대평동,3611010400,대평동,20180716,세종특별자치시대평동,11297.0,2.62,5594.0,5703.0,0.98,11297.0,1657.0,1093.0,1348.0,2247.0,1994.0,1683.0,894.0,249.0,106.0,26.0,0.0,5594.0,5594.0,877.0,549.0,664.0,1102.0,999.0,815.0,432.0,126.0,28.0,2.0,0.0,5703.0,5703.0,780.0,544.0,684.0,1145.0,995.0,868.0,462.0,123.0,78.0,24.0,0.0
41131-100292946,위례31단지,0.0,674.11,8250.17,8250.17,0.0,120.0,0.0,경기도 성남시 수정구 위례순환로 17,경기도 성남시 수정구 창곡동 500,경기도성남시수정구창곡동,4113162500,경기도,성남시 수정구,위례동,4113110800,창곡동,20151102,경기도성남시수정구위례동,45750.0,2.54,22371.0,23379.0,0.96,45750.0,4893.0,4195.0,5525.0,7332.0,8118.0,7045.0,5533.0,2071.0,893.0,141.0,4.0,22371.0,22371.0,2488.0,2051.0,2767.0,3470.0,4106.0,3410.0,2745.0,1004.0,296.0,32.0,2.0,23379.0,23379.0,2405.0,2144.0,2758.0,3862.0,4012.0,3635.0,2788.0,1067.0,597.0,109.0,2.0
,,,,,,,,,경상남도 창원시 의창구 대산면 주남로 514,경상남도 창원시 의창구 대산면 제동리 825,경상남도창원시의창구대산면제동리,4812132000,경상남도,창원시 의창구,대산면,4812132025,제동리,20100701,경상남도창원시의창구대산면,7133.0,1.95,3617.0,3516.0,1.03,7133.0,244.0,374.0,634.0,641.0,770.0,1302.0,1662.0,921.0,507.0,76.0,2.0,3617.0,3617.0,131.0,211.0,364.0,397.0,456.0,658.0,851.0,394.0,140.0,14.0,1.0,3516.0,3516.0,113.0,163.0,270.0,244.0,314.0,644.0,811.0,527.0,367.0,62.0,1.0
48129-3000212881,센트럴빌리지,0.0,0.0,17.53,17.53,0.0,0.0,0.0,경상남도 창원시 진해구 냉천로 189,경상남도 창원시 진해구 자은동 108,경상남도창원시진해구자은동,4812959000,경상남도,창원시 진해구,이동,4812914200,자은동,20100701,경상남도창원시진해구이동,8593.0,1.84,4549.0,4044.0,1.12,8593.0,345.0,528.0,1079.0,969.0,1299.0,1509.0,1681.0,818.0,321.0,43.0,1.0,4549.0,4549.0,185.0,297.0,646.0,598.0,763.0,764.0,797.0,385.0,110.0,4.0,0.0,4044.0,4044.0,160.0,231.0,433.0,371.0,536.0,745.0,884.0,433.0,211.0,39.0,1.0
48129-3000212881,센트럴빌리지,0.0,0.0,17.53,17.53,0.0,0.0,0.0,경상남도 창원시 진해구 냉천로 189,경상남도 창원시 진해구 자은동 108,경상남도창원시진해구자은동,4812960000,경상남도,창원시 진해구,자은동,4812914200,자은동,20100701,경상남도창원시진해구자은동,21409.0,2.43,10691.0,10718.0,1.0,21409.0,2347.0,2261.0,2280.0,3138.0,3779.0,3437.0,2654.0,1015.0,446.0,51.0,1.0,10691.0,10691.0,1192.0,1169.0,1242.0,1589.0,1917.0,1664.0,1318.0,455.0,133.0,12.0,0.0,10718.0,10718.0,1155.0,1092.0,1038.0,1549.0,1862.0,1773.0,1336.0,560.0,313.0,39.0,1.0
48129-3000212881,센트럴빌리지,0.0,0.0,17.53,17.53,0.0,0.0,0.0,경상남도 창원시 진해구 냉천로 189,경상남도 창원시 진해구 자은동 108,경상남도창원시진해구자은동,4812961000,경상남도,창원시 진해구,덕산동,4812914200,자은동,20100701,경상남도창원시진해구덕산동,10167.0,2.44,4995.0,5172.0,0.97,10167.0,1040.0,1199.0,1167.0,1274.0,1724.0,1417.0,1322.0,680.0,315.0,28.0,1.0,4995.0,4995.0,547.0,628.0,655.0,644.0,848.0,702.0,593.0,276.0,96.0,6.0,0.0,5172.0,5172.0,493.0,571.0,512.0,630.0,876.0,715.0,729.0,404.0,219.0,22.0,1.0
41410-100209585,숲속반디채,0.0,508.04,7909.64,7859.08,0.0,100.0,0.0,경기도 군포시 송부로96번길 30,경기도 군포시 도마교동 479,경기도군포시도마교동,4141061000,경기도,군포시,대야동,4141010600,도마교동,19941226,경기도군포시도마교동,20758.0,2.5,10409.0,10349.0,1.01,20758.0,2252.0,1750.0,2564.0,3673.0,3390.0,3278.0,2433.0,954.0,392.0,66.0,6.0,10409.0,10409.0,1132.0,919.0,1286.0,1868.0,1762.0,1569.0,1239.0,475.0,140.0,16.0,3.0,10349.0,10349.0,1120.0,831.0,1278.0,1805.0,1628.0,1709.0,1194.0,479.0,252.0,50.0,3.0
27290-100266170,대구대곡수목원호정포레스트,0.0,731.13,9836.91,9692.91,0.0,118.0,0.0,대구광역시 달서구 갈밭남로 17,대구광역시 달서구 대곡동 1103,대구광역시달서구대곡동,2729061500,대구광역시,달서구,진천동,2729012300,대곡동,19960201,대구광역시달서구진천동,76458.0,2.65,37563.0,38895.0,0.97,76458.0,8626.0,8337.0,9017.0,10915.0,13680.0,11956.0,8511.0,3692.0,1528.0,192.0,4.0,37563.0,37563.0,4414.0,4373.0,4803.0,5335.0,6654.0,5661.0,4056.0,1681.0,542.0,43.0,1.0,38895.0,38895.0,4212.0,3964.0,4214.0,5580.0,7026.0,6295.0,4455.0,2011.0,986.0,149.0,3.0
41630-100264776,금호건설제이드웰엔에이치에프,0.0,0.0,21450.74,0.0,0.0,0.0,0.0,경기도 양주시 옥정동로 106,경기도 양주시 옥정동 1084,경기도양주시옥정동,4163056000,경기도,양주시,회천4동,4163011400,옥정동,20031019,경기도양주시회천4동,54252.0,2.47,27304.0,26948.0,1.01,54252.0,7625.0,5859.0,5865.0,10031.0,10740.0,6598.0,4490.0,2194.0,738.0,106.0,6.0,27304.0,27304.0,3934.0,2876.0,3000.0,4998.0,5571.0,3354.0,2185.0,1103.0,265.0,18.0,0.0,26948.0,26948.0,3691.0,2983.0,2865.0,5033.0,5169.0,3244.0,2305.0,1091.0,473.0,88.0,6.0
41630-100264217,지에스건설제이드웰엔에이치에프,0.0,733.08,805.7,402.85,0.0,0.0,0.0,경기도 양주시 옥정동로 104,경기도 양주시 옥정동 1085,경기도양주시옥정동,4163056000,경기도,양주시,회천4동,4163011400,옥정동,20031019,경기도양주시회천4동,54252.0,2.47,27304.0,26948.0,1.01,54252.0,7625.0,5859.0,5865.0,10031.0,10740.0,6598.0,4490.0,2194.0,738.0,106.0,6.0,27304.0,27304.0,3934.0,2876.0,3000.0,4998.0,5571.0,3354.0,2185.0,1103.0,265.0,18.0,0.0,26948.0,26948.0,3691.0,2983.0,2865.0,5033.0,5169.0,3244.0,2305.0,1091.0,473.0,88.0,6.0
42110-100270277,춘천거두2지구행복주택,0.0,0.0,240.57,240.57,0.0,0.0,0.0,강원도 춘천시 동내면 거두택지길 70,강원도 춘천시 동내면 거두리 1135,강원도춘천시동내면거두리,4211039000,강원도,춘천시,동내면,4211039021,거두리,19950101,강원도춘천시동내면,17359.0,2.24,8672.0,8687.0,1.0,17359.0,1400.0,1716.0,2161.0,2325.0,2855.0,2792.0,2361.0,1027.0,617.0,100.0,5.0,8672.0,8672.0,741.0,892.0,1107.0,1216.0,1453.0,1414.0,1164.0,438.0,219.0,27.0,1.0,8687.0,8687.0,659.0,824.0,1054.0,1109.0,1402.0,1378.0,1197.0,589.0,398.0,73.0,4.0
26440-100279028,스위트팰리스,0.0,0.0,861.61,0.0,0.0,0.0,0.0,부산광역시 강서구 명지국제5로 165,부산광역시 강서구 명지동 3325,부산광역시강서구명지동,2644053500,부산광역시,강서구,명지1동,2644010400,명지동,20180101,부산광역시강서구명지1동,51922.0,2.61,26083.0,25839.0,1.01,51922.0,9658.0,4429.0,4488.0,13135.0,9397.0,4768.0,4053.0,1413.0,497.0,75.0,9.0,26083.0,26083.0,4931.0,2159.0,2230.0,6487.0,5162.0,2266.0,1946.0,718.0,170.0,11.0,3.0,25839.0,25839.0,4727.0,2270.0,2258.0,6648.0,4235.0,2502.0,2107.0,695.0,327.0,64.0,6.0
26440-100279028,스위트팰리스,0.0,0.0,861.61,0.0,0.0,0.0,0.0,부산광역시 강서구 명지국제5로 165,부산광역시 강서구 명지동 3325,부산광역시강서구명지동,2644054500,부산광역시,강서구,명지2동,2644010400,명지동,20180101,부산광역시강서구명지2동,30353.0,2.97,15148.0,15205.0,1.0,30353.0,5002.0,4317.0,2436.0,4788.0,6782.0,3350.0,2506.0,848.0,277.0,46.0,1.0,15148.0,15148.0,2607.0,2205.0,1249.0,2160.0,3480.0,1700.0,1210.0,429.0,96.0,11.0,1.0,15205.0,15205.0,2395.0,2112.0,1187.0,2628.0,3302.0,1650.0,1296.0,419.0,181.0,35.0,0.0
46110-100224822,포미타운엘에이치6단지,0.0,0.0,83.4,0.0,0.0,0.0,0.0,전라남도 목포시 연산백련로1번길 51,전라남도 목포시 연산동 1944-1,전라남도목포시연산동,4611054500,전라남도,목포시,산정동,4611010300,연산동,20060807,전라남도목포시산정동,9414.0,2.31,4568.0,4846.0,0.94,9414.0,658.0,1033.0,1147.0,987.0,1474.0,1594.0,1346.0,783.0,343.0,47.0,2.0,4568.0,4568.0,317.0,537.0,592.0,526.0,732.0,765.0,609.0,371.0,107.0,11.0,1.0,4846.0,4846.0,341.0,496.0,555.0,461.0,742.0,829.0,737.0,412.0,236.0,36.0,1.0
46110-100224822,포미타운엘에이치6단지,0.0,0.0,83.4,0.0,0.0,0.0,0.0,전라남도 목포시 연산백련로1번길 51,전라남도 목포시 연산동 1944-1,전라남도목포시연산동,4611055400,전라남도,목포시,연산동,4611010300,연산동,19970101,전라남도목포시연산동,10275.0,2.55,5077.0,5198.0,0.98,10275.0,1473.0,1215.0,1245.0,1780.0,1858.0,1253.0,840.0,425.0,162.0,24.0,0.0,5077.0,5077.0,763.0,621.0,635.0,876.0,930.0,617.0,381.0,200.0,52.0,2.0,0.0,5198.0,5198.0,710.0,594.0,610.0,904.0,928.0,636.0,459.0,225.0,110.0,22.0,0.0
46110-100224822,포미타운엘에이치6단지,0.0,0.0,83.4,0.0,0.0,0.0,0.0,전라남도 목포시 연산백련로1번길 51,전라남도 목포시 연산동 1944-1,전라남도목포시연산동,4611055800,전라남도,목포시,원산동,4611010300,연산동,19970101,전라남도목포시원산동,12703.0,2.14,6239.0,6464.0,0.97,12703.0,890.0,1435.0,1712.0,1300.0,2109.0,2294.0,1634.0,903.0,388.0,38.0,0.0,6239.0,6239.0,466.0,731.0,962.0,691.0,1055.0,1123.0,738.0,361.0,104.0,8.0,0.0,6464.0,6464.0,424.0,704.0,750.0,609.0,1054.0,1171.0,896.0,542.0,284.0,30.0,0.0
11530-100238534,오류동행복주택,0.0,1118.92,12112.93,12112.93,0.0,232.0,0.0,서울특별시 구로구 경인로20가길 68,서울특별시 구로구 오류동 64-28,서울특별시구로구오류동,1153077000,서울특별시,구로구,오류제1동,1153010800,오류동,19880423,서울특별시구로구오류제1동,22790.0,1.89,11160.0,11630.0,0.96,22790.0,1201.0,1201.0,4106.0,4417.0,3171.0,3025.0,3032.0,1831.0,711.0,91.0,4.0,11160.0,11160.0,592.0,616.0,1826.0,2293.0,1671.0,1518.0,1450.0,885.0,294.0,15.0,0.0,11630.0,11630.0,609.0,585.0,2280.0,2124.0,1500.0,1507.0,1582.0,946.0,417.0,76.0,4.0
11530-100238534,오류동행복주택,0.0,1118.92,12112.93,12112.93,0.0,232.0,0.0,서울특별시 구로구 경인로20가길 68,서울특별시 구로구 오류동 64-28,서울특별시구로구오류동,1153078000,서울특별시,구로구,오류제2동,1153010800,오류동,19880423,서울특별시구로구오류제2동,38426.0,2.47,18506.0,19920.0,0.93,38426.0,2996.0,3927.0,4533.0,5071.0,6517.0,5654.0,5102.0,3256.0,1203.0,164.0,3.0,18506.0,18506.0,1527.0,1994.0,2225.0,2485.0,3250.0,2714.0,2281.0,1495.0,494.0,40.0,1.0,19920.0,19920.0,1469.0,1933.0,2308.0,2586.0,3267.0,2940.0,2821.0,1761.0,709.0,124.0,2.0
27710-100278633,대구테크노폴리스엘에이치천년나무3단지,0.0,895.16,13242.1,13170.49,0.0,312.0,0.0,대구광역시 달성군 현풍읍 테크노북로4길 27,대구광역시 달성군 현풍읍 중리 481,대구광역시달성군현풍읍중리,2771026500,대구광역시,달성군,현풍읍,2771026522,중리,20181101,대구광역시달성군현풍읍,23186.0,1.96,12173.0,11013.0,1.11,23186.0,2391.0,1697.0,3178.0,4329.0,3601.0,3180.0,2714.0,1361.0,661.0,71.0,3.0,12173.0,12173.0,1215.0,886.0,1836.0,2494.0,2014.0,1609.0,1334.0,582.0,189.0,13.0,1.0,11013.0,11013.0,1176.0,811.0,1342.0,1835.0,1587.0,1571.0,1380.0,779.0,472.0,58.0,2.0
45140-10526, ,0.0,157.36,266.45,266.45,0.0,0.0,0.0,전라북도 익산시 목천로 320,전라북도 익산시 인화동2가 174,전라북도익산시인화동2가,4514056000,전라북도,익산시,인화동,4514011000,인화동2가,19950510,전라북도익산시인화동,6963.0,1.86,3570.0,3393.0,1.05,6963.0,296.0,411.0,876.0,754.0,806.0,1116.0,1312.0,897.0,435.0,58.0,2.0,3570.0,3570.0,159.0,215.0,449.0,447.0,456.0,618.0,608.0,438.0,163.0,17.0,0.0,3393.0,3393.0,137.0,196.0,427.0,307.0,350.0,498.0,704.0,459.0,272.0,41.0,2.0
46150-100268454,선평빛찬들아파트,0.0,0.0,613.91,0.0,0.0,0.0,0.0,전라남도 순천시 서면 선평동선길 36,전라남도 순천시 서면 선평리 1092,전라남도순천시서면선평리,4615032000,전라남도,순천시,서면,4615032028,선평리,19950101,전라남도순천시서면,12674.0,2.03,6340.0,6334.0,1.0,12674.0,831.0,1077.0,1367.0,1323.0,1740.0,2287.0,2031.0,1219.0,689.0,108.0,2.0,6340.0,6340.0,438.0,581.0,697.0,715.0,890.0,1220.0,1034.0,546.0,199.0,20.0,0.0,6334.0,6334.0,393.0,496.0,670.0,608.0,850.0,1067.0,997.0,673.0,490.0,88.0,2.0
48850-100217493,하동읍내엘에이치천년나무아파트,0.0,178.41,178.41,178.41,0.0,0.0,0.0,경상남도 하동군 하동읍 군청로 24,경상남도 하동군 하동읍 읍내리 1565,경상남도하동군하동읍읍내리,4885025000,경상남도,하동군,하동읍,4885025021,읍내리,19881001,경상남도하동군하동읍,9873.0,2.03,4871.0,5002.0,0.97,9873.0,545.0,868.0,956.0,813.0,1335.0,1776.0,1704.0,1144.0,638.0,93.0,1.0,4871.0,4871.0,277.0,450.0,534.0,433.0,683.0,951.0,841.0,481.0,200.0,21.0,0.0,5002.0,5002.0,268.0,418.0,422.0,380.0,652.0,825.0,863.0,663.0,438.0,72.0,1.0
,,,,,,,,,경기도 부천시 양지로 151,경기도 부천시 옥길동 786,경기도부천시옥길동,4119079500,경기도,부천시,범안동,4119011500,옥길동,20190701,경기도부천시범안동,95543.0,2.56,46824.0,48719.0,0.96,95543.0,9406.0,9304.0,11194.0,13900.0,17324.0,14293.0,12103.0,5280.0,2332.0,384.0,23.0,46824.0,46824.0,4857.0,4629.0,5765.0,6795.0,8805.0,6838.0,5780.0,2460.0,798.0,89.0,8.0,48719.0,48719.0,4549.0,4675.0,5429.0,7105.0,8519.0,7455.0,6323.0,2820.0,1534.0,295.0,15.0
31140-100256516,울산남구엘에이치해피투게더타운,0.0,1716.95,4134.86,4075.51,0.0,100.0,0.0,울산광역시 남구 여천로12번길 50,울산광역시 남구 야음동 370-6,울산광역시남구야음동,3114062500,울산광역시,남구,대현동,3114010800,야음동,20070226,울산광역시남구대현동,30226.0,2.64,15085.0,15141.0,1.0,30226.0,3310.0,3300.0,3276.0,4444.0,5474.0,4864.0,3531.0,1495.0,480.0,49.0,3.0,15085.0,15085.0,1658.0,1708.0,1763.0,2190.0,2682.0,2469.0,1712.0,725.0,165.0,13.0,0.0,15141.0,15141.0,1652.0,1592.0,1513.0,2254.0,2792.0,2395.0,1819.0,770.0,315.0,36.0,3.0
31140-100256516,울산남구엘에이치해피투게더타운,0.0,1716.95,4134.86,4075.51,0.0,100.0,0.0,울산광역시 남구 여천로12번길 50,울산광역시 남구 야음동 370-6,울산광역시남구야음동,3114063500,울산광역시,남구,수암동,3114010800,야음동,20070226,울산광역시남구수암동,16908.0,2.78,8452.0,8456.0,1.0,16908.0,1549.0,1811.0,2213.0,2321.0,2583.0,3249.0,2215.0,718.0,218.0,29.0,2.0,8452.0,8452.0,768.0,955.0,1189.0,1169.0,1199.0,1618.0,1114.0,364.0,72.0,4.0,0.0,8456.0,8456.0,781.0,856.0,1024.0,1152.0,1384.0,1631.0,1101.0,354.0,146.0,25.0,2.0
31140-100256516,울산남구엘에이치해피투게더타운,0.0,1716.95,4134.86,4075.51,0.0,100.0,0.0,울산광역시 남구 여천로12번길 50,울산광역시 남구 야음동 370-6,울산광역시남구야음동,3114067000,울산광역시,남구,야음장생포동,3114010800,야음동,20070226,울산광역시남구야음장생포동,10960.0,1.91,5818.0,5142.0,1.13,10960.0,627.0,573.0,1086.0,1417.0,1433.0,2019.0,2175.0,1176.0,408.0,42.0,4.0,5818.0,5818.0,322.0,320.0,622.0,830.0,833.0,1135.0,1073.0,534.0,145.0,4.0,0.0,5142.0,5142.0,305.0,253.0,464.0,587.0,600.0,884.0,1102.0,642.0,263.0,38.0,4.0
45113-100350462,전주반월2엘에이치아파트,0.0,0.0,57.66,0.0,0.0,0.0,0.0,전라북도 전주시 덕진구 혁신로 665,전라북도 전주시 덕진구 반월동 1236,전라북도전주시덕진구반월동,4511365000,전라북도,전주시 덕진구,조촌동,4511312300,반월동,19890501,전라북도전주시덕진구조촌동,12583.0,2.01,6470.0,6113.0,1.06,12583.0,851.0,991.0,1546.0,1756.0,1829.0,2196.0,1797.0,989.0,555.0,73.0,0.0,6470.0,6470.0,446.0,520.0,861.0,938.0,1000.0,1157.0,925.0,441.0,168.0,14.0,0.0,6113.0,6113.0,405.0,471.0,685.0,818.0,829.0,1039.0,872.0,548.0,387.0,59.0,0.0
50110-70815, ,0.0,46.94,46.94,46.94,0.0,0.0,0.0,제주특별자치도 제주시 번영로 528,제주특별자치도 제주시 봉개동 1894,제주특별자치도제주시봉개동,5011062000,제주특별자치도,제주시,봉개동,5011011600,봉개동,20060701,제주특별자치도제주시봉개동,5246.0,2.24,2721.0,2525.0,1.08,5246.0,536.0,433.0,632.0,764.0,825.0,809.0,618.0,350.0,229.0,49.0,1.0,2721.0,2721.0,281.0,233.0,340.0,407.0,436.0,441.0,331.0,163.0,81.0,8.0,0.0,2525.0,2525.0,255.0,200.0,292.0,357.0,389.0,368.0,287.0,187.0,148.0,41.0,1.0
46130-100269876,여수수정행복주택,0.0,0.0,1530.11,0.0,0.0,0.0,0.0,전라남도 여수시 이순신광장로 260,전라남도 여수시 수정동 167-1,전라남도여수시수정동,4613053500,전라남도,여수시,한려동,4613010200,수정동,19980201,전라남도여수시한려동,3130.0,1.76,1560.0,1570.0,0.99,3130.0,109.0,188.0,368.0,314.0,325.0,462.0,587.0,534.0,223.0,19.0,1.0,1560.0,1560.0,46.0,95.0,190.0,189.0,186.0,256.0,264.0,239.0,91.0,4.0,0.0,1570.0,1570.0,63.0,93.0,178.0,125.0,139.0,206.0,323.0,295.0,132.0,15.0,1.0
,,,,,,,,,울산광역시 울주군 웅촌면 곡천검단로 159,울산광역시 울주군 웅촌면 곡천리 840,울산광역시울주군웅촌면곡천리,3171034000,울산광역시,울주군,웅촌면,3171034023,곡천리,19970715,울산광역시울주군웅촌면,7687.0,1.87,3992.0,3695.0,1.08,7687.0,290.0,371.0,808.0,627.0,755.0,1630.0,1728.0,915.0,488.0,74.0,1.0,3992.0,3992.0,148.0,211.0,487.0,348.0,425.0,855.0,911.0,431.0,156.0,20.0,0.0,3695.0,3695.0,142.0,160.0,321.0,279.0,330.0,775.0,817.0,484.0,332.0,54.0,1.0
36110-5000183851,가온마을9단지,0.0,493.28,6733.4,6660.22,0.0,80.0,0.0,세종특별자치시 다정북로 183,세종특별자치시 다정동 920,세종특별자치시다정동,3611058000,세종특별자치시,,다정동,3611010900,다정동,20200814,세종특별자치시다정동,28380.0,2.66,13701.0,14679.0,0.93,28380.0,4873.0,3531.0,2632.0,6018.0,5820.0,2988.0,1761.0,553.0,166.0,38.0,0.0,13701.0,13701.0,2467.0,1715.0,1222.0,2809.0,2900.0,1467.0,803.0,270.0,45.0,3.0,0.0,14679.0,14679.0,2406.0,1816.0,1410.0,3209.0,2920.0,1521.0,958.0,283.0,121.0,35.0,0.0
