관리건축물대장PK,건물명,대지면적,건축면적,연면적,용적률산정연면적,용적률,세대수,가구수,도로명주소,지번주소,juso,행정동코드,시도명,시군구명,읍면동명,법정동코드,동리명,생성일자,행정기관,총인구수,세대당_인구,남자_인구수,여자_인구수,남여_비율,총연령구간인구수,총0~9세,총10~19세,총20~29세,총30~39세,총40~49세,총50~59세,총60~69세,총70~79세,총80~89세,총90~99세,총100세이상,남 인구수,남연령구간인구수,남0~9세,남10~19세,남20~29세,남30~39세,남40~49세,남50~59세,남60~69세,남70~79세,남80~89세,남90~99세,남100세 이상,여_인구수,여연령구간인구수,여0~9세,여10~19세,여20~29세,여30~39세,여40~49세,여50~59세,여60~69세,여70~79세,여80~89세,여90~99세,여100세 이상
42210-100174540,속초청대주공아파트,0.0,429.454,4961.234,4908.241,0.0,65.0,0.0,강원도 속초시 소평로 112,강원도 속초시 조양동 1567,강원도속초시조양동,4221058000,강원도,속초시,조양동,4221010800,조양동,19880423,강원도속초시조양동,29148.0,2.25,14243.0,14905.0,0.96,29148.0,2869.0,2951.0,3406.0,3952.0,4929.0,4909.0,3547.0,1699.0,759.0,122.0,5.0,14243.0,14243.0,1451.0,1524.0,1865.0,2030.0,2398.0,2340.0,1630.0,712.0,264.0,27.0,2.0,14905.0,14905.0,1418.0,1427.0,1541.0,1922.0,2531.0,2569.0,1917.0,987.0,495.0,95.0,3.0
42210-100174540,속초청대주공아파트,0.0,429.454,4961.234,4908.241,0.0,65.0,0.0,강원도 속초시 소평로 112,강원도 속초시 조양동 1567,강원도속초시조양동,4221059000,강원도,속초시,청호동,4221010800,조양동,19981017,강원도속초시청호동,4722.0,1.83,2380.0,2342.0,1.02,4722.0,273.0,257.0,404.0,532.0,572.0,897.0,939.0,497.0,282.0,65.0,4.0,2380.0,2380.0,147.0,127.0,233.0,296.0,309.0,488.0,475.0,197.0,91.0,15.0,2.0,2342.0,2342.0,126.0,130.0,171.0,236.0,263.0,409.0,464.0,300.0,191.0,50.0,2.0
44200-8140,주공아파트 사회복지관,26267.0,909.12,2997.68,2049.68,7.8032512,0.0,0.0,충청남도 아산시 외암로 1420,충청남도 아산시 읍내동 206,충청남도아산시읍내동,4420062000,충청남도,아산시,온양6동,4420011000,읍내동,20030901,충청남도아산시온양6동,28984.0,2.37,14387.0,14597.0,0.99,28984.0,3165.0,3561.0,2891.0,4011.0,5653.0,4355.0,2897.0,1515.0,846.0,88.0,2.0,14387.0,14387.0,1594.0,1789.0,1518.0,1984.0,2872.0,2324.0,1406.0,610.0,267.0,22.0,1.0,14597.0,14597.0,1571.0,1772.0,1373.0,2027.0,2781.0,2031.0,1491.0,905.0,579.0,66.0,1.0
48330-100199657,양산대석휴먼시아,0.0,694.074,8694.222,8545.179,0.0,126.0,0.0,경상남도 양산시 상북면 양산대로 1360,경상남도 양산시 상북면 대석리 808,경상남도양산시상북면대석리,4833033000,경상남도,양산시,상북면,4833033022,대석리,19960301,경상남도양산시상북면,12753.0,2.01,6503.0,6250.0,1.04,12753.0,509.0,815.0,1263.0,1062.0,1586.0,2672.0,2713.0,1387.0,643.0,99.0,4.0,6503.0,6503.0,259.0,407.0,749.0,617.0,837.0,1392.0,1395.0,601.0,222.0,24.0,0.0,6250.0,6250.0,250.0,408.0,514.0,445.0,749.0,1280.0,1318.0,786.0,421.0,75.0,4.0
31140-6835,달동(2)주공아파트 근로복지관,0.0,278.0,1199.25,556.0,0.0,0.0,0.0,울산광역시 남구 번영로107번길 5,울산광역시 남구 달동 119-1,울산광역시남구달동,3114056000,울산광역시,남구,달동,3114010500,달동,19970715,울산광역시남구달동,27181.0,2.0,13753.0,13428.0,1.02,27181.0,1583.0,2013.0,4149.0,3846.0,4090.0,5220.0,4082.0,1499.0,635.0,61.0,3.0,13753.0,13753.0,817.0,1090.0,2282.0,2116.0,2073.0,2500.0,1973.0,683.0,207.0,12.0,0.0,13428.0,13428.0,766.0,923.0,1867.0,1730.0,2017.0,2720.0,2109.0,816.0,428.0,49.0,3.0
31140-6835,달동(2)주공아파트 근로복지관,0.0,278.0,1199.25,556.0,0.0,0.0,0.0,울산광역시 남구 번영로107번길 5,울산광역시 남구 달동 119-1,울산광역시남구달동,3114057000,울산광역시,남구,삼산동,3114010500,달동,19970715,울산광역시남구삼산동,48852.0,2.11,25360.0,23492.0,1.08,48852.0,3419.0,4301.0,7862.0,7654.0,8332.0,9347.0,5595.0,1748.0,519.0,75.0,0.0,25360.0,25360.0,1734.0,2269.0,4329.0,4217.0,4100.0,4715.0,2879.0,925.0,177.0,15.0,0.0,23492.0,23492.0,1685.0,2032.0,3533.0,3437.0,4232.0,4632.0,2716.0,823.0,342.0,60.0,0.0
,,,,,,,,,울산광역시 북구 명촌로 94,울산광역시 북구 명촌동 758-5,울산광역시북구명촌동,3120056000,울산광역시,북구,효문동,3120012000,명촌동,19981001,울산광역시북구효문동,29646.0,2.29,15892.0,13754.0,1.16,29646.0,2690.0,2146.0,4499.0,4917.0,4301.0,6256.0,3378.0,988.0,402.0,67.0,2.0,15892.0,15892.0,1413.0,1124.0,2610.0,2822.0,2301.0,3184.0,1821.0,484.0,124.0,8.0,1.0,13754.0,13754.0,1277.0,1022.0,1889.0,2095.0,2000.0,3072.0,1557.0,504.0,278.0,59.0,1.0
31200-3545,호계1단지주공아파트,0.0,344.84,838.949,626.999,0.0,0.0,0.0,울산광역시 북구 동대12길 30,울산광역시 북구 호계동 264,울산광역시북구호계동,3120051000,울산광역시,북구,농소1동,3120010200,호계동,19970715,울산광역시북구농소1동,37059.0,2.58,18949.0,18110.0,1.05,37059.0,4511.0,3969.0,4087.0,5647.0,6696.0,6138.0,3849.0,1532.0,542.0,84.0,4.0,18949.0,18949.0,2319.0,2016.0,2299.0,2834.0,3499.0,3093.0,2025.0,690.0,159.0,15.0,0.0,18110.0,18110.0,2192.0,1953.0,1788.0,2813.0,3197.0,3045.0,1824.0,842.0,383.0,69.0,4.0
31200-3527,호계2단지주공아파트,0.0,344.84,838.949,626.999,0.0,0.0,0.0,울산광역시 북구 동대11길 36,울산광역시 북구 호계동 263-1,울산광역시북구호계동,3120051000,울산광역시,북구,농소1동,3120010200,호계동,19970715,울산광역시북구농소1동,37059.0,2.58,18949.0,18110.0,1.05,37059.0,4511.0,3969.0,4087.0,5647.0,6696.0,6138.0,3849.0,1532.0,542.0,84.0,4.0,18949.0,18949.0,2319.0,2016.0,2299.0,2834.0,3499.0,3093.0,2025.0,690.0,159.0,15.0,0.0,18110.0,18110.0,2192.0,1953.0,1788.0,2813.0,3197.0,3045.0,1824.0,842.0,383.0,69.0,4.0
31200-100181261,화봉1주공아파트,0.0,472.235,4984.625,4970.241,0.0,66.0,0.0,울산광역시 북구 화산로 33,울산광역시 북구 화봉동 1338,울산광역시북구화봉동,3120057000,울산광역시,북구,송정동,3120012500,화봉동,19970715,울산광역시북구송정동,36060.0,2.66,18400.0,17660.0,1.04,36060.0,4364.0,3629.0,4913.0,6143.0,5913.0,6632.0,3025.0,966.0,409.0,66.0,0.0,18400.0,18400.0,2274.0,1869.0,2718.0,3103.0,2907.0,3308.0,1623.0,481.0,108.0,9.0,0.0,17660.0,17660.0,2090.0,1760.0,2195.0,3040.0,3006.0,3324.0,1402.0,485.0,301.0,57.0,0.0
31170-6833,화정주공임대아파트,0.0,24.0,24.0,24.0,0.0,0.0,0.0,울산광역시 동구 월봉10길 16,울산광역시 동구 화정동 862-2,울산광역시동구화정동,3117053000,울산광역시,동구,화정동,3117010200,화정동,19970715,울산광역시동구화정동,19722.0,2.37,10160.0,9562.0,1.06,19722.0,2122.0,1929.0,1969.0,2823.0,3240.0,3144.0,2905.0,1119.0,420.0,50.0,1.0,10160.0,10160.0,1076.0,1022.0,1088.0,1434.0,1792.0,1593.0,1461.0,557.0,125.0,12.0,0.0,9562.0,9562.0,1046.0,907.0,881.0,1389.0,1448.0,1551.0,1444.0,562.0,295.0,38.0,1.0
31170-6833,화정주공임대아파트,0.0,24.0,24.0,24.0,0.0,0.0,0.0,울산광역시 동구 월봉10길 16,울산광역시 동구 화정동 862-2,울산광역시동구화정동,3117054000,울산광역시,동구,대송동,3117010200,화정동,19970715,울산광역시동구대송동,11688.0,2.3,6122.0,5566.0,1.1,11688.0,891.0,1173.0,1494.0,1473.0,1961.0,2218.0,1745.0,537.0,173.0,21.0,2.0,6122.0,6122.0,457.0,630.0,828.0,827.0,1013.0,1133.0,893.0,275.0,65.0,1.0,0.0,5566.0,5566.0,434.0,543.0,666.0,646.0,948.0,1085.0,852.0,262.0,108.0,20.0,2.0
42130-10082,명륜2단지아파트,0.0,524.98,1520.92,1177.86,184.9,0.0,0.0,강원도 원주시 예술관길 31,강원도 원주시 명륜동 705,강원도원주시명륜동,4213054100,강원도,원주시,명륜1동,4213010600,명륜동,19950301,강원도원주시명륜1동,8501.0,2.27,4097.0,4404.0,0.93,8501.0,397.0,737.0,1110.0,774.0,1114.0,1683.0,1479.0,748.0,403.0,55.0,1.0,4097.0,4097.0,187.0,364.0,618.0,394.0,518.0,809.0,715.0,331.0,149.0,12.0,0.0,4404.0,4404.0,210.0,373.0,492.0,380.0,596.0,874.0,764.0,417.0,254.0,43.0,1.0
42130-10082,명륜2단지아파트,0.0,524.98,1520.92,1177.86,184.9,0.0,0.0,강원도 원주시 예술관길 31,강원도 원주시 명륜동 705,강원도원주시명륜동,4213054200,강원도,원주시,명륜2동,4213010600,명륜동,19950301,강원도원주시명륜2동,15481.0,2.07,7498.0,7983.0,0.94,15481.0,699.0,1653.0,2122.0,1347.0,2281.0,3113.0,2434.0,1089.0,650.0,92.0,1.0,7498.0,7498.0,331.0,839.0,1113.0,685.0,1083.0,1559.0,1186.0,473.0,211.0,17.0,1.0,7983.0,7983.0,368.0,814.0,1009.0,662.0,1198.0,1554.0,1248.0,616.0,439.0,75.0,0.0
42130-26981,원주무실1단지아파트,0.0,13.36,13.36,13.36,0.0,0.0,0.0,강원도 원주시 시청로 68,강원도 원주시 무실동 1649,강원도원주시무실동,4213066000,강원도,원주시,무실동,4213011500,무실동,19880423,강원도원주시무실동,32936.0,2.34,16125.0,16811.0,0.96,32936.0,3105.0,4333.0,4196.0,4340.0,6307.0,5187.0,3467.0,1286.0,602.0,110.0,3.0,16125.0,16125.0,1572.0,2311.0,2250.0,2093.0,2917.0,2521.0,1651.0,582.0,209.0,18.0,1.0,16811.0,16811.0,1533.0,2022.0,1946.0,2247.0,3390.0,2666.0,1816.0,704.0,393.0,92.0,2.0
42130-100186950,원주무실5주공아파트,0.0,469.106,6026.052,5982.001,0.0,88.0,0.0,강원도 원주시 만대로 96,강원도 원주시 무실동 1713,강원도원주시무실동,4213066000,강원도,원주시,무실동,4213011500,무실동,19880423,강원도원주시무실동,32936.0,2.34,16125.0,16811.0,0.96,32936.0,3105.0,4333.0,4196.0,4340.0,6307.0,5187.0,3467.0,1286.0,602.0,110.0,3.0,16125.0,16125.0,1572.0,2311.0,2250.0,2093.0,2917.0,2521.0,1651.0,582.0,209.0,18.0,1.0,16811.0,16811.0,1533.0,2022.0,1946.0,2247.0,3390.0,2666.0,1816.0,704.0,393.0,92.0,2.0
42130-23767,원주태장4주공아파트,0.0,11.76,250.75,0.0,0.0,0.0,0.0,강원도 원주시 흥양로51번길 20,강원도 원주시 태장동 2719-1,강원도원주시태장동,4213061000,강원도,원주시,태장1동,4213011200,태장동,19880423,강원도원주시태장1동,10054.0,2.19,5043.0,5011.0,1.01,10054.0,754.0,1108.0,1050.0,1062.0,1727.0,1725.0,1448.0,743.0,394.0,40.0,3.0,5043.0,5043.0,387.0,579.0,562.0,542.0,870.0,916.0,717.0,316.0,146.0,8.0,0.0,5011.0,5011.0,367.0,529.0,488.0,520.0,857.0,809.0,731.0,427.0,248.0,32.0,3.0
42130-23767,원주태장4주공아파트,0.0,11.76,250.75,0.0,0.0,0.0,0.0,강원도 원주시 흥양로51번길 20,강원도 원주시 태장동 2719-1,강원도원주시태장동,4213062000,강원도,원주시,태장2동,4213011200,태장동,19880423,강원도원주시태장2동,24712.0,2.21,12318.0,12394.0,0.99,24712.0,1705.0,2573.0,3000.0,2703.0,4058.0,4528.0,3551.0,1565.0,910.0,117.0,2.0,12318.0,12318.0,888.0,1340.0,1604.0,1402.0,2057.0,2280.0,1741.0,672.0,307.0,27.0,0.0,12394.0,12394.0,817.0,1233.0,1396.0,1301.0,2001.0,2248.0,1810.0,893.0,603.0,90.0,2.0
26710-100188002,정관신도시 휴먼시아2단지,0.0,507.965,6963.3330000000005,6884.325,0.0,90.0,0.0,부산광역시 기장군 정관읍 정관2로 24,부산광역시 기장군 정관읍 모전리 768,부산광역시기장군정관읍모전리,2671025600,부산광역시,기장군,정관읍,2671025627,모전리,20150923,부산광역시기장군정관읍,81775.0,2.6,40430.0,41345.0,0.98,81775.0,11740.0,10763.0,6674.0,12788.0,18665.0,8610.0,6994.0,3948.0,1403.0,186.0,4.0,40430.0,40430.0,5981.0,5596.0,3349.0,6090.0,9517.0,4470.0,3041.0,1846.0,506.0,34.0,0.0,41345.0,41345.0,5759.0,5167.0,3325.0,6698.0,9148.0,4140.0,3953.0,2102.0,897.0,152.0,4.0
50110-100188846,제주고성휴먼시아,0.0,0.0,8.776,8.776,0.0,0.0,0.0,제주특별자치도 제주시 애월읍 고성서3길 15-5,제주특별자치도 제주시 애월읍 고성리 1488-1,제주특별자치도제주시애월읍고성리,5011025300,제주특별자치도,제주시,애월읍,5011025329,고성리,20060701,제주특별자치도제주시애월읍,37337.0,2.18,19122.0,18215.0,1.05,37337.0,3462.0,3511.0,3669.0,4386.0,6519.0,6522.0,4613.0,2649.0,1670.0,326.0,10.0,19122.0,19122.0,1811.0,1846.0,2003.0,2189.0,3500.0,3519.0,2413.0,1247.0,552.0,40.0,2.0,18215.0,18215.0,1651.0,1665.0,1666.0,2197.0,3019.0,3003.0,2200.0,1402.0,1118.0,286.0,8.0
50110-12605, ,0.0,0.0,1840.595,0.0,0.0,0.0,0.0,제주특별자치도 제주시 정존11길 54,제주특별자치도 제주시 노형동 2582-4,제주특별자치도제주시노형동,5011066000,제주특별자치도,제주시,노형동,5011012200,노형동,20060701,제주특별자치도제주시노형동,55385.0,2.4,27144.0,28241.0,0.96,55385.0,5122.0,7340.0,8478.0,6875.0,9744.0,9748.0,4878.0,2090.0,940.0,165.0,5.0,27144.0,27144.0,2669.0,3875.0,4429.0,3333.0,4451.0,4776.0,2325.0,939.0,325.0,22.0,0.0,28241.0,28241.0,2453.0,3465.0,4049.0,3542.0,5293.0,4972.0,2553.0,1151.0,615.0,143.0,5.0
44133-13032,주공아파트,0.0,492.586,6792.783,6342.967,0.0,104.0,0.0,충청남도 천안시 서북구 봉서산샛길 64,충청남도 천안시 서북구 쌍용동 1920,충청남도천안시서북구쌍용동,4413353000,충청남도,천안시 서북구,쌍용1동,4413310700,쌍용동,20080623,충청남도천안시서북구쌍용1동,13890.0,2.22,6807.0,7083.0,0.96,13890.0,838.0,1193.0,2443.0,1838.0,1893.0,2489.0,2014.0,768.0,357.0,56.0,1.0,6807.0,6807.0,446.0,584.0,1250.0,991.0,933.0,1167.0,959.0,344.0,121.0,12.0,0.0,7083.0,7083.0,392.0,609.0,1193.0,847.0,960.0,1322.0,1055.0,424.0,236.0,44.0,1.0
44133-13032,주공아파트,0.0,492.586,6792.783,6342.967,0.0,104.0,0.0,충청남도 천안시 서북구 봉서산샛길 64,충청남도 천안시 서북구 쌍용동 1920,충청남도천안시서북구쌍용동,4413354000,충청남도,천안시 서북구,쌍용2동,4413310700,쌍용동,20080623,충청남도천안시서북구쌍용2동,37560.0,2.58,18442.0,19118.0,0.96,37560.0,3292.0,4886.0,5950.0,4942.0,6614.0,6635.0,3367.0,1223.0,575.0,75.0,1.0,18442.0,18442.0,1640.0,2560.0,3105.0,2478.0,3087.0,3156.0,1684.0,526.0,189.0,16.0,1.0,19118.0,19118.0,1652.0,2326.0,2845.0,2464.0,3527.0,3479.0,1683.0,697.0,386.0,59.0,0.0
44133-13032,주공아파트,0.0,492.586,6792.783,6342.967,0.0,104.0,0.0,충청남도 천안시 서북구 봉서산샛길 64,충청남도 천안시 서북구 쌍용동 1920,충청남도천안시서북구쌍용동,4413355000,충청남도,천안시 서북구,쌍용3동,4413310700,쌍용동,20080623,충청남도천안시서북구쌍용3동,18875.0,2.35,9100.0,9775.0,0.93,18875.0,1364.0,2347.0,2632.0,2271.0,3106.0,3535.0,2111.0,919.0,506.0,83.0,1.0,9100.0,9100.0,669.0,1272.0,1372.0,1127.0,1451.0,1670.0,1034.0,353.0,140.0,12.0,0.0,9775.0,9775.0,695.0,1075.0,1260.0,1144.0,1655.0,1865.0,1077.0,566.0,366.0,71.0,1.0
42110-9457,효자영구임대아파트,0.0,389.28,2093.82,1921.64,0.0,40.0,0.0,강원도 춘천시 공지로 234-16,강원도 춘천시 효자동 333,강원도춘천시효자동,4211062000,강원도,춘천시,효자1동,4211011200,효자동,19880423,강원도춘천시효자1동,4506.0,2.27,2243.0,2263.0,0.99,4506.0,333.0,374.0,537.0,474.0,674.0,750.0,700.0,388.0,241.0,34.0,1.0,2243.0,2243.0,162.0,211.0,290.0,250.0,347.0,372.0,331.0,165.0,104.0,11.0,0.0,2263.0,2263.0,171.0,163.0,247.0,224.0,327.0,378.0,369.0,223.0,137.0,23.0,1.0
42110-9457,효자영구임대아파트,0.0,389.28,2093.82,1921.64,0.0,40.0,0.0,강원도 춘천시 공지로 234-16,강원도 춘천시 효자동 333,강원도춘천시효자동,4211063000,강원도,춘천시,효자2동,4211011200,효자동,19880423,강원도춘천시효자2동,11969.0,1.6,6358.0,5611.0,1.13,11969.0,406.0,665.0,2726.0,1325.0,1382.0,1785.0,1774.0,1148.0,673.0,83.0,2.0,6358.0,6358.0,206.0,341.0,1633.0,787.0,783.0,999.0,864.0,477.0,254.0,12.0,2.0,5611.0,5611.0,200.0,324.0,1093.0,538.0,599.0,786.0,910.0,671.0,419.0,71.0,0.0
42110-9457,효자영구임대아파트,0.0,389.28,2093.82,1921.64,0.0,40.0,0.0,강원도 춘천시 공지로 234-16,강원도 춘천시 효자동 333,강원도춘천시효자동,4211064000,강원도,춘천시,효자3동,4211011200,효자동,19880423,강원도춘천시효자3동,4410.0,1.69,2229.0,2181.0,1.02,4410.0,144.0,228.0,963.0,584.0,469.0,659.0,675.0,398.0,251.0,38.0,1.0,2229.0,2229.0,77.0,119.0,480.0,319.0,271.0,346.0,325.0,172.0,110.0,10.0,0.0,2181.0,2181.0,67.0,109.0,483.0,265.0,198.0,313.0,350.0,226.0,141.0,28.0,1.0
42110-9457,효자영구임대아파트,0.0,389.28,2093.82,1921.64,0.0,40.0,0.0,강원도 춘천시 공지로 234-16,강원도 춘천시 효자동 333,강원도춘천시효자동,4211065000,강원도,춘천시,석사동,4211011200,효자동,19950415,강원도춘천시석사동,35096.0,2.34,17169.0,17927.0,0.96,35096.0,2388.0,4293.0,5099.0,3673.0,5772.0,6242.0,4165.0,2096.0,1204.0,159.0,5.0,17169.0,17169.0,1199.0,2190.0,2671.0,1882.0,2719.0,3136.0,2009.0,877.0,447.0,38.0,1.0,17927.0,17927.0,1189.0,2103.0,2428.0,1791.0,3053.0,3106.0,2156.0,1219.0,757.0,121.0,4.0
47730-100190431,상리휴먼시아,0.0,446.72,3671.41,3643.7,0.0,70.0,0.0,경상북도 의성군 의성읍 동서1길 114,경상북도 의성군 의성읍 상리리 767,경상북도의성군의성읍상리리,4773025000,경상북도,의성군,의성읍,4773025023,상리리,19881001,경상북도의성군의성읍,13113.0,1.95,6421.0,6692.0,0.96,13113.0,764.0,1009.0,1099.0,1125.0,1703.0,2134.0,2552.0,1687.0,916.0,123.0,1.0,6421.0,6421.0,415.0,528.0,620.0,579.0,890.0,1120.0,1207.0,741.0,295.0,26.0,0.0,6692.0,6692.0,349.0,481.0,479.0,546.0,813.0,1014.0,1345.0,946.0,621.0,97.0,1.0
43150-100193795,제천강저2휴먼시아,0.0,492.8,6012.28,6012.28,0.0,90.0,0.0,충청북도 제천시 청풍호로7길 110,충청북도 제천시 강제동 729,충청북도제천시강제동,4315060500,충청북도,제천시,화산동,4315012100,강제동,19980925,충청북도제천시화산동,15292.0,2.16,7730.0,7562.0,1.02,15292.0,1603.0,1379.0,1524.0,2123.0,2348.0,2387.0,2115.0,1152.0,595.0,62.0,4.0,7730.0,7730.0,808.0,702.0,850.0,1064.0,1273.0,1260.0,1020.0,508.0,231.0,14.0,0.0,7562.0,7562.0,795.0,677.0,674.0,1059.0,1075.0,1127.0,1095.0,644.0,364.0,48.0,4.0
41463-100253349,서천마을 휴먼시아,0.0,471.395,6214.0109999999995,6199.931,0.0,89.0,0.0,경기도 용인시 기흥구 서천로128번길 12,경기도 용인시 기흥구 서천동 743,경기도용인시기흥구서천동,4146355000,경기도,용인시 기흥구,서농동,4146311000,서천동,20051031,경기도용인시기흥구서농동,26202.0,2.23,13461.0,12741.0,1.06,26202.0,3066.0,2547.0,5244.0,4482.0,4488.0,3221.0,1943.0,829.0,339.0,41.0,2.0,13461.0,13461.0,1525.0,1275.0,3092.0,2252.0,2314.0,1565.0,947.0,360.0,123.0,8.0,0.0,12741.0,12741.0,1541.0,1272.0,2152.0,2230.0,2174.0,1656.0,996.0,469.0,216.0,33.0,2.0
41463-100251748,서천마을 휴먼시아,0.0,471.12800000000004,5951.439,5936.249,0.0,112.0,0.0,경기도 용인시 기흥구 서천서로 125,경기도 용인시 기흥구 농서동 395,경기도용인시기흥구농서동,4146355000,경기도,용인시 기흥구,서농동,4146310900,농서동,20051031,경기도용인시기흥구서농동,26202.0,2.23,13461.0,12741.0,1.06,26202.0,3066.0,2547.0,5244.0,4482.0,4488.0,3221.0,1943.0,829.0,339.0,41.0,2.0,13461.0,13461.0,1525.0,1275.0,3092.0,2252.0,2314.0,1565.0,947.0,360.0,123.0,8.0,0.0,12741.0,12741.0,1541.0,1272.0,2152.0,2230.0,2174.0,1656.0,996.0,469.0,216.0,33.0,2.0
43770-100189591,음성삼성휴먼시아,0.0,525.47,6398.12,6398.12,0.0,118.0,0.0,충청북도 음성군 삼성면 덕정로 29-7,충청북도 음성군 삼성면 덕정리 1507,충청북도음성군삼성면덕정리,4377035000,충청북도,음성군,삼성면,4377035021,덕정리,19880423,충청북도음성군삼성면,6874.0,1.78,3818.0,3056.0,1.25,6874.0,239.0,403.0,628.0,516.0,840.0,1513.0,1496.0,729.0,445.0,61.0,4.0,3818.0,3818.0,139.0,214.0,394.0,314.0,536.0,871.0,835.0,354.0,147.0,12.0,2.0,3056.0,3056.0,100.0,189.0,234.0,202.0,304.0,642.0,661.0,375.0,298.0,49.0,2.0
45140-100189670,함열휴먼시아,0.0,666.38,6877.67,6877.67,0.0,90.0,0.0,전라북도 익산시 함열읍 함열5길 28,전라북도 익산시 함열읍 와리 1539,전라북도익산시함열읍와리,4514025000,전라북도,익산시,함열읍,4514025021,와리,19950510,전라북도익산시함열읍,6869.0,2.04,3367.0,3502.0,0.96,6869.0,345.0,572.0,583.0,500.0,787.0,1186.0,1422.0,877.0,511.0,84.0,2.0,3367.0,3367.0,182.0,269.0,330.0,258.0,434.0,622.0,712.0,379.0,166.0,15.0,0.0,3502.0,3502.0,163.0,303.0,253.0,242.0,353.0,564.0,710.0,498.0,345.0,69.0,2.0
47290-4549,주공아파트,0.0,505.15,505.148,505.148,0.0,1.0,0.0,경상북도 경산시 남매로6길 7,경상북도 경산시 상방동 292,경상북도경산시상방동,4729053000,경상북도,경산시,남부동,4729010500,상방동,19890101,경상북도경산시남부동,19933.0,2.36,9799.0,10134.0,0.97,19933.0,1927.0,1982.0,2040.0,2564.0,3539.0,3006.0,2645.0,1515.0,631.0,83.0,1.0,9799.0,9799.0,976.0,1082.0,1082.0,1323.0,1768.0,1448.0,1206.0,663.0,231.0,20.0,0.0,10134.0,10134.0,951.0,900.0,958.0,1241.0,1771.0,1558.0,1439.0,852.0,400.0,63.0,1.0
47830-6685,다산주공2단지아파트,0.0,204.768,300.39799999999997,300.39799999999997,0.0,0.0,0.0,경상북도 고령군 다산면 상곡길 85,경상북도 고령군 다산면 상곡리 53,경상북도고령군다산면상곡리,4783034000,경상북도,고령군,다산면,4783034034,상곡리,19881001,경상북도고령군다산면,8379.0,2.04,4355.0,4024.0,1.08,8379.0,469.0,738.0,742.0,715.0,1188.0,1592.0,1581.0,850.0,453.0,51.0,0.0,4355.0,4355.0,245.0,384.0,419.0,392.0,644.0,886.0,827.0,381.0,164.0,13.0,0.0,4024.0,4024.0,224.0,354.0,323.0,323.0,544.0,706.0,754.0,469.0,289.0,38.0,0.0
41210-100177966,휴먼시아,0.0,493.233,3739.16,3724.6540000000005,0.0,51.0,0.0,경기도 광명시 소하로 10,경기도 광명시 소하동 1284,경기도광명시소하동,4121064000,경기도,광명시,소하1동,4121010400,소하동,19880423,경기도광명시소하1동,31847.0,2.7,15535.0,16312.0,0.95,31847.0,2908.0,4266.0,3715.0,3884.0,6079.0,4920.0,3741.0,1592.0,632.0,108.0,2.0,15535.0,15535.0,1480.0,2191.0,1917.0,1835.0,2927.0,2444.0,1790.0,736.0,193.0,22.0,0.0,16312.0,16312.0,1428.0,2075.0,1798.0,2049.0,3152.0,2476.0,1951.0,856.0,439.0,86.0,2.0
41210-100177966,휴먼시아,0.0,493.233,3739.16,3724.6540000000005,0.0,51.0,0.0,경기도 광명시 소하로 10,경기도 광명시 소하동 1284,경기도광명시소하동,4121065000,경기도,광명시,소하2동,4121010400,소하동,19880423,경기도광명시소하2동,50783.0,2.46,25530.0,25253.0,1.01,50783.0,4615.0,4992.0,6945.0,8142.0,8724.0,8118.0,5711.0,2436.0,950.0,145.0,5.0,25530.0,25530.0,2376.0,2559.0,3623.0,4135.0,4450.0,4140.0,2763.0,1130.0,319.0,33.0,2.0,25253.0,25253.0,2239.0,2433.0,3322.0,4007.0,4274.0,3978.0,2948.0,1306.0,631.0,112.0,3.0
41210-100177601,휴먼시아,0.0,117.941,232.674,232.674,0.0,0.0,0.0,경기도 광명시 소하로 55,경기도 광명시 소하동 1292,경기도광명시소하동,4121064000,경기도,광명시,소하1동,4121010400,소하동,19880423,경기도광명시소하1동,31847.0,2.7,15535.0,16312.0,0.95,31847.0,2908.0,4266.0,3715.0,3884.0,6079.0,4920.0,3741.0,1592.0,632.0,108.0,2.0,15535.0,15535.0,1480.0,2191.0,1917.0,1835.0,2927.0,2444.0,1790.0,736.0,193.0,22.0,0.0,16312.0,16312.0,1428.0,2075.0,1798.0,2049.0,3152.0,2476.0,1951.0,856.0,439.0,86.0,2.0
41210-100177601,휴먼시아,0.0,117.941,232.674,232.674,0.0,0.0,0.0,경기도 광명시 소하로 55,경기도 광명시 소하동 1292,경기도광명시소하동,4121065000,경기도,광명시,소하2동,4121010400,소하동,19880423,경기도광명시소하2동,50783.0,2.46,25530.0,25253.0,1.01,50783.0,4615.0,4992.0,6945.0,8142.0,8724.0,8118.0,5711.0,2436.0,950.0,145.0,5.0,25530.0,25530.0,2376.0,2559.0,3623.0,4135.0,4450.0,4140.0,2763.0,1130.0,319.0,33.0,2.0,25253.0,25253.0,2239.0,2433.0,3322.0,4007.0,4274.0,3978.0,2948.0,1306.0,631.0,112.0,3.0
