관리건축물대장PK,건물명,대지면적,건축면적,연면적,용적률산정연면적,용적률,세대수,가구수,도로명주소,지번주소,juso,행정동코드,시도명,시군구명,읍면동명,법정동코드,동리명,생성일자,행정기관,총인구수,세대당_인구,남자_인구수,여자_인구수,남여_비율,총연령구간인구수,총0~9세,총10~19세,총20~29세,총30~39세,총40~49세,총50~59세,총60~69세,총70~79세,총80~89세,총90~99세,총100세이상,남 인구수,남연령구간인구수,남0~9세,남10~19세,남20~29세,남30~39세,남40~49세,남50~59세,남60~69세,남70~79세,남80~89세,남90~99세,남100세 이상,여_인구수,여연령구간인구수,여0~9세,여10~19세,여20~29세,여30~39세,여40~49세,여50~59세,여60~69세,여70~79세,여80~89세,여90~99세,여100세 이상
29140-130040783,동천마을1단지아파트,53258.3,28.0,28.0,28.0,0.05257390000000001,0.0,0.0,광주광역시 서구 동천로 25,광주광역시 서구 동천동 502,광주광역시서구동천동,2914084000,광주광역시,서구,동천동,2914013300,동천동,20111001,광주광역시서구동천동,16229.0,2.57,7703.0,8526.0,0.9,16229.0,1530.0,2413.0,1917.0,1664.0,3348.0,2545.0,1722.0,779.0,258.0,52.0,1.0,7703.0,7703.0,757.0,1212.0,1028.0,755.0,1549.0,1240.0,742.0,331.0,79.0,10.0,0.0,8526.0,8526.0,773.0,1201.0,889.0,909.0,1799.0,1305.0,980.0,448.0,179.0,42.0,1.0
29155-1938,송화마을휴먼시아,0.0,0.0,1938.63,0.0,0.0,0.0,0.0,광주광역시 남구 효우로60번길 9,광주광역시 남구 노대동 734,광주광역시남구노대동,2915571000,광주광역시,남구,효덕동,2915510700,노대동,19950301,광주광역시남구효덕동,45638.0,2.43,21538.0,24100.0,0.89,45638.0,3771.0,5807.0,6361.0,5195.0,7690.0,6843.0,5388.0,3091.0,1285.0,200.0,7.0,21538.0,21538.0,1876.0,2815.0,3222.0,2451.0,3582.0,3196.0,2427.0,1416.0,505.0,48.0,0.0,24100.0,24100.0,1895.0,2992.0,3139.0,2744.0,4108.0,3647.0,2961.0,1675.0,780.0,152.0,7.0
29200-100203222,장자울마을 휴먼시아,0.0,553.73,6183.267,6168.7609999999995,0.0,84.0,0.0,광주광역시 광산구 풍영로145번길 43,광주광역시 광산구 흑석동 517,광주광역시광산구흑석동,2920063700,광주광역시,광산구,수완동,2920012400,흑석동,20100906,광주광역시광산구수완동,77710.0,2.76,38376.0,39334.0,0.98,77710.0,9814.0,13580.0,9651.0,10085.0,17920.0,10209.0,4041.0,1740.0,573.0,95.0,2.0,38376.0,38376.0,5036.0,6788.0,5016.0,4666.0,8604.0,5454.0,1917.0,726.0,154.0,15.0,0.0,39334.0,39334.0,4778.0,6792.0,4635.0,5419.0,9316.0,4755.0,2124.0,1014.0,419.0,80.0,2.0
29200-100203222,장자울마을 휴먼시아,0.0,553.73,6183.267,6168.7609999999995,0.0,84.0,0.0,광주광역시 광산구 풍영로145번길 43,광주광역시 광산구 흑석동 517,광주광역시광산구흑석동,2920064000,광주광역시,광산구,하남동,2920012400,흑석동,19981015,광주광역시광산구하남동,24943.0,2.53,12811.0,12132.0,1.06,24943.0,3071.0,3288.0,3319.0,3697.0,5066.0,3551.0,1995.0,641.0,271.0,42.0,2.0,12811.0,12811.0,1573.0,1716.0,1783.0,1865.0,2640.0,1820.0,1039.0,294.0,73.0,8.0,0.0,12132.0,12132.0,1498.0,1572.0,1536.0,1832.0,2426.0,1731.0,956.0,347.0,198.0,34.0,2.0
29170-60419,주공아파트,0.0,14.972999999999999,9.0,9.0,0.0,0.0,0.0,광주광역시 북구 하서로229번길 57,광주광역시 북구 양산동 687,광주광역시북구양산동,2917069600,광주광역시,북구,양산동,2917012800,양산동,20130318,광주광역시북구양산동,37886.0,2.34,19052.0,18834.0,1.01,37886.0,3890.0,4095.0,5124.0,5826.0,6562.0,5905.0,3810.0,1813.0,737.0,120.0,4.0,19052.0,19052.0,2055.0,2078.0,2689.0,3066.0,3325.0,2935.0,1834.0,811.0,238.0,21.0,0.0,18834.0,18834.0,1835.0,2017.0,2435.0,2760.0,3237.0,2970.0,1976.0,1002.0,499.0,99.0,4.0
47190-100203942,구평휴먼시아,0.0,375.0,5080.33,5020.2,0.0,75.0,0.0,경상북도 구미시 인동54길 25,경상북도 구미시 구평동 1088,경상북도구미시구평동,4719067000,경상북도,구미시,인동동,4719012000,구평동,19880423,경상북도구미시인동동,48115.0,2.15,24923.0,23192.0,1.07,48115.0,4563.0,5919.0,7145.0,8294.0,9482.0,7037.0,3660.0,1323.0,604.0,87.0,1.0,24923.0,24923.0,2436.0,3104.0,3924.0,4410.0,4852.0,3640.0,1837.0,532.0,171.0,17.0,0.0,23192.0,23192.0,2127.0,2815.0,3221.0,3884.0,4630.0,3397.0,1823.0,791.0,433.0,70.0,1.0
41410-100177218,휴먼시아,0.0,811.738,6162.891,6148.331,0.0,104.0,0.0,경기도 군포시 송부로291번길 29,경기도 군포시 부곡동 1126,경기도군포시부곡동,4141052000,경기도,군포시,군포2동,4141010100,부곡동,19890101,경기도군포시부곡동,53205.0,2.65,26356.0,26849.0,0.98,53205.0,4497.0,6095.0,7116.0,6976.0,9054.0,9234.0,6383.0,2523.0,1144.0,179.0,4.0,26356.0,26356.0,2304.0,3152.0,3678.0,3548.0,4417.0,4422.0,3183.0,1205.0,402.0,43.0,2.0,26849.0,26849.0,2193.0,2943.0,3438.0,3428.0,4637.0,4812.0,3200.0,1318.0,742.0,136.0,2.0
41410-100177218,휴먼시아,0.0,811.738,6162.891,6148.331,0.0,104.0,0.0,경기도 군포시 송부로291번길 29,경기도 군포시 부곡동 1126,경기도군포시부곡동,4141052000,경기도,군포시,군포2동,4141010100,부곡동,19890101,경기도군포시부곡동,53205.0,2.65,26356.0,26849.0,0.98,53205.0,4497.0,6095.0,7116.0,6976.0,9054.0,9234.0,6383.0,2523.0,1144.0,179.0,4.0,26356.0,26356.0,2304.0,3152.0,3678.0,3548.0,4417.0,4422.0,3183.0,1205.0,402.0,43.0,2.0,26849.0,26849.0,2193.0,2943.0,3438.0,3428.0,4637.0,4812.0,3200.0,1318.0,742.0,136.0,2.0
45210-100182658,김제검산(3) 휴먼시아,0.0,873.6,8094.28,8094.28,0.0,152.0,0.0,전라북도 김제시 금성로 140,전라북도 김제시 검산동 1050,전라북도김제시검산동,4521054000,전라북도,김제시,검산동,4521010400,검산동,19890101,전라북도김제시검산동,11314.0,2.18,5495.0,5819.0,0.94,11314.0,940.0,1336.0,1284.0,1138.0,1802.0,1842.0,1466.0,916.0,486.0,103.0,1.0,5495.0,5495.0,477.0,677.0,688.0,570.0,878.0,973.0,700.0,372.0,147.0,13.0,0.0,5819.0,5819.0,463.0,659.0,596.0,568.0,924.0,869.0,766.0,544.0,339.0,90.0,1.0
41360-100215206,휴먼시아,0.0,472.64,6054.62,6016.8,0.0,90.0,0.0,경기도 남양주시 진접읍 해밀예당1로 295,경기도 남양주시 진접읍 금곡리 995,경기도남양주시진접읍금곡리,4136025300,경기도,남양주시,진접읍,4136025328,금곡리,19950101,경기도남양주시진접읍,92857.0,2.49,46837.0,46020.0,1.02,92857.0,7934.0,11401.0,10628.0,9980.0,17157.0,15315.0,11491.0,5983.0,2628.0,324.0,16.0,46837.0,46837.0,4125.0,5888.0,5638.0,4952.0,8600.0,8125.0,5746.0,2677.0,997.0,87.0,2.0,46020.0,46020.0,3809.0,5513.0,4990.0,5028.0,8557.0,7190.0,5745.0,3306.0,1631.0,237.0,14.0
30200-15299,송림마을아파트4단지,0.0,14.972999999999999,9.0,9.0,0.0,0.0,0.0,대전광역시 유성구 노은로 358,대전광역시 유성구 하기동 542,대전광역시유성구하기동,3020054700,대전광역시,유성구,노은2동,3020013200,하기동,20070205,대전광역시유성구노은2동,24757.0,2.62,12171.0,12586.0,0.97,24757.0,2352.0,3422.0,3137.0,3109.0,4657.0,4065.0,2254.0,1108.0,564.0,88.0,1.0,12171.0,12171.0,1223.0,1761.0,1613.0,1533.0,2190.0,2047.0,1093.0,484.0,209.0,18.0,0.0,12586.0,12586.0,1129.0,1661.0,1524.0,1576.0,2467.0,2018.0,1161.0,624.0,355.0,70.0,1.0
30200-15299,송림마을아파트4단지,0.0,14.972999999999999,9.0,9.0,0.0,0.0,0.0,대전광역시 유성구 노은로 358,대전광역시 유성구 하기동 542,대전광역시유성구하기동,3020055000,대전광역시,유성구,신성동,3020013200,하기동,19950101,대전광역시유성구신성동,26063.0,2.22,13675.0,12388.0,1.1,26063.0,2898.0,2896.0,4132.0,5221.0,4255.0,3495.0,2039.0,666.0,400.0,61.0,0.0,13675.0,13675.0,1528.0,1484.0,2278.0,2900.0,2152.0,1809.0,1062.0,329.0,120.0,13.0,0.0,12388.0,12388.0,1370.0,1412.0,1854.0,2321.0,2103.0,1686.0,977.0,337.0,280.0,48.0,0.0
44230-11158,주공아파트,0.0,315.36,1578.18,559.47,0.0,0.0,0.0,충청남도 논산시 논산대로348번길 7,충청남도 논산시 취암동 95,충청남도논산시취암동,4423051000,충청남도,논산시,취암동,4423010500,취암동,19960301,충청남도논산시취암동,35011.0,2.15,17430.0,17581.0,0.99,35011.0,3286.0,3928.0,4470.0,4504.0,5851.0,5497.0,4142.0,2112.0,1066.0,147.0,8.0,17430.0,17430.0,1668.0,2030.0,2400.0,2316.0,2920.0,2756.0,2003.0,934.0,362.0,38.0,3.0,17581.0,17581.0,1618.0,1898.0,2070.0,2188.0,2931.0,2741.0,2139.0,1178.0,704.0,109.0,5.0
46710-3532,백동주공아파트,0.0,13.5,13.5,13.5,0.0,0.0,0.0,전라남도 담양군 담양읍 미리산길 34,전라남도 담양군 담양읍 백동리 191,전라남도담양군담양읍백동리,4671025000,전라남도,담양군,담양읍,4671025025,백동리,19880423,전라남도담양군담양읍,15172.0,2.04,7671.0,7501.0,1.02,15172.0,1142.0,1248.0,1737.0,1611.0,2062.0,2450.0,2251.0,1614.0,901.0,150.0,6.0,7671.0,7671.0,551.0,668.0,1001.0,817.0,1132.0,1290.0,1147.0,722.0,311.0,32.0,0.0,7501.0,7501.0,591.0,580.0,736.0,794.0,930.0,1160.0,1104.0,892.0,590.0,118.0,6.0
27710-10615,주공아파트,0.0,442.48699999999997,6297.478,6003.126,0.0,90.0,0.0,대구광역시 달성군 다사읍 매곡로14길 11,대구광역시 달성군 다사읍 매곡리 509,대구광역시달성군다사읍매곡리,2771025600,대구광역시,달성군,다사읍,2771025628,매곡리,19971101,대구광역시달성군다사읍,50426.0,2.65,24914.0,25512.0,0.98,50426.0,5750.0,5974.0,5522.0,6940.0,9595.0,7820.0,5462.0,2378.0,874.0,110.0,1.0,24914.0,24914.0,2900.0,3113.0,2930.0,3421.0,4741.0,3718.0,2606.0,1155.0,312.0,18.0,0.0,25512.0,25512.0,2850.0,2861.0,2592.0,3519.0,4854.0,4102.0,2856.0,1223.0,562.0,92.0,1.0
30110-5425,은어송마을4단지,0.0,0.0,325.655,0.0,0.0,0.0,0.0,대전광역시 동구 은어송로 116,대전광역시 동구 가오동 555,대전광역시동구가오동,3011053000,대전광역시,동구,효동,3011010500,가오동,19950101,대전광역시동구효동,24779.0,2.59,12203.0,12576.0,0.97,24779.0,2442.0,3322.0,2569.0,2813.0,4837.0,3523.0,2965.0,1575.0,633.0,98.0,2.0,12203.0,12203.0,1232.0,1731.0,1387.0,1366.0,2407.0,1749.0,1374.0,696.0,240.0,21.0,0.0,12576.0,12576.0,1210.0,1591.0,1182.0,1447.0,2430.0,1774.0,1591.0,879.0,393.0,77.0,2.0
41250-100178896,휴먼시아,0.0,388.958,3977.296,3884.17,0.0,50.0,0.0,경기도 동두천시 행선로 112,경기도 동두천시 생연동 831,경기도동두천시생연동,4125051000,경기도,동두천시,생연1동,4125010300,생연동,19880423,경기도동두천시생연1동,6901.0,2.07,3449.0,3452.0,1.0,6901.0,483.0,580.0,749.0,763.0,900.0,1245.0,1126.0,652.0,368.0,34.0,1.0,3449.0,3449.0,260.0,279.0,406.0,389.0,476.0,651.0,565.0,278.0,133.0,12.0,0.0,3452.0,3452.0,223.0,301.0,343.0,374.0,424.0,594.0,561.0,374.0,235.0,22.0,1.0
41250-100178896,휴먼시아,0.0,388.958,3977.296,3884.17,0.0,50.0,0.0,경기도 동두천시 행선로 112,경기도 동두천시 생연동 831,경기도동두천시생연동,4125052000,경기도,동두천시,생연2동,4125010300,생연동,19880423,경기도동두천시생연2동,12001.0,2.26,5880.0,6121.0,0.96,12001.0,738.0,1233.0,1326.0,1218.0,1882.0,2022.0,1716.0,1145.0,652.0,68.0,1.0,5880.0,5880.0,390.0,630.0,727.0,599.0,952.0,1058.0,793.0,459.0,253.0,19.0,0.0,6121.0,6121.0,348.0,603.0,599.0,619.0,930.0,964.0,923.0,686.0,399.0,49.0,1.0
41250-100178896,휴먼시아,0.0,388.958,3977.296,3884.17,0.0,50.0,0.0,경기도 동두천시 행선로 112,경기도 동두천시 생연동 831,경기도동두천시생연동,4125053500,경기도,동두천시,중앙동,4125010300,생연동,19981130,경기도동두천시중앙동,4961.0,1.59,2602.0,2359.0,1.1,4961.0,145.0,201.0,474.0,424.0,545.0,1001.0,1084.0,643.0,360.0,76.0,8.0,2602.0,2602.0,80.0,107.0,262.0,242.0,334.0,582.0,587.0,271.0,111.0,25.0,1.0,2359.0,2359.0,65.0,94.0,212.0,182.0,211.0,419.0,497.0,372.0,249.0,51.0,7.0
41250-100178896,휴먼시아,0.0,388.958,3977.296,3884.17,0.0,50.0,0.0,경기도 동두천시 행선로 112,경기도 동두천시 생연동 831,경기도동두천시생연동,4125056500,경기도,동두천시,불현동,4125010300,생연동,19981130,경기도동두천시불현동,27056.0,2.23,13339.0,13717.0,0.97,27056.0,1807.0,2567.0,3460.0,2907.0,4039.0,4821.0,3848.0,2292.0,1164.0,148.0,3.0,13339.0,13339.0,912.0,1285.0,1864.0,1474.0,2007.0,2479.0,1902.0,953.0,422.0,40.0,1.0,13717.0,13717.0,895.0,1282.0,1596.0,1433.0,2032.0,2342.0,1946.0,1339.0,742.0,108.0,2.0
42170-100175735,동해송정엘에이치아파트,0.0,391.56,4626.63,4626.63,0.0,60.0,0.0,강원도 동해시 동해역길 19,강원도 동해시 송정동 1683,강원도동해시송정동,4217052000,강원도,동해시,송정동,4217010300,송정동,19880423,강원도동해시송정동,3820.0,1.74,2084.0,1736.0,1.2,3820.0,140.0,212.0,523.0,276.0,504.0,658.0,729.0,448.0,284.0,45.0,1.0,2084.0,2084.0,66.0,123.0,362.0,160.0,302.0,369.0,365.0,214.0,112.0,11.0,0.0,1736.0,1736.0,74.0,89.0,161.0,116.0,202.0,289.0,364.0,234.0,172.0,34.0,1.0
46840-100191989,무안남악3휴먼시아,0.0,329.657,4266.468,4266.468,0.0,60.0,0.0,전라남도 무안군 삼향읍 남악4로34번길 7,전라남도 무안군 삼향읍 남악리 2311,전라남도무안군삼향읍남악리,4684025600,전라남도,무안군,삼향읍,4684025622,남악리,20110101,전라남도무안군삼향읍,5431.0,2.16,2864.0,2567.0,1.12,5431.0,157.0,298.0,496.0,325.0,568.0,1105.0,1220.0,764.0,420.0,75.0,3.0,2864.0,2864.0,73.0,147.0,280.0,187.0,345.0,638.0,681.0,371.0,134.0,8.0,0.0,2567.0,2567.0,84.0,151.0,216.0,138.0,223.0,467.0,539.0,393.0,286.0,67.0,3.0
41190-157022,주공아파트,0.0,223.453,151.042,151.042,0.0,4.0,0.0,경기도 부천시 은성로 110-1,경기도 부천시 소사본동 408-1,경기도부천시소사본동,4119075000,경기도,부천시,소사본동,4119011000,소사본동,20160704,경기도부천시소사본동,56522.0,2.34,27885.0,28637.0,0.97,56522.0,3680.0,4260.0,7639.0,8063.0,7814.0,9992.0,9306.0,3930.0,1591.0,232.0,15.0,27885.0,27885.0,1891.0,2132.0,3992.0,4254.0,3920.0,4684.0,4487.0,1894.0,571.0,57.0,3.0,28637.0,28637.0,1789.0,2128.0,3647.0,3809.0,3894.0,5308.0,4819.0,2036.0,1020.0,175.0,12.0
,,,,,,,,,경기도 부천시 소사로 639,경기도 부천시 여월동 296,경기도부천시여월동,4119080000,경기도,부천시,성곡동,4119011800,여월동,20160704,경기도부천시성곡동,83045.0,2.3,41564.0,41481.0,1.0,83045.0,4329.0,6799.0,12433.0,9656.0,12177.0,16738.0,12575.0,5408.0,2561.0,359.0,10.0,41564.0,41564.0,2189.0,3563.0,6535.0,5176.0,6199.0,8340.0,6291.0,2352.0,834.0,84.0,1.0,41481.0,41481.0,2140.0,3236.0,5898.0,4480.0,5978.0,8398.0,6284.0,3056.0,1727.0,275.0,9.0
42230-3027,건지주공아파트,0.0,459.048,459.048,459.048,0.0,0.0,0.0,강원도 삼척시 엑스포로 174,강원도 삼척시 건지동 173,강원도삼척시건지동,4223057000,강원도,삼척시,성내동,4223011700,건지동,19981125,강원도삼척시성내동,7989.0,2.12,3940.0,4049.0,0.97,7989.0,517.0,727.0,754.0,706.0,1165.0,1309.0,1447.0,828.0,472.0,63.0,1.0,3940.0,3940.0,263.0,372.0,417.0,374.0,612.0,657.0,694.0,374.0,165.0,12.0,0.0,4049.0,4049.0,254.0,355.0,337.0,332.0,553.0,652.0,753.0,454.0,307.0,51.0,1.0
42230-11025,삼척도계주공아파트,0.0,542.872,5455.415,5440.909000000001,0.0,81.0,0.0,강원도 삼척시 도계읍 도계로 134,강원도 삼척시 도계읍 흥전리 346,강원도삼척시도계읍흥전리,4223025000,강원도,삼척시,도계읍,4223025034,흥전리,19950101,강원도삼척시도계읍,9666.0,1.67,4787.0,4879.0,0.98,9666.0,310.0,784.0,1697.0,497.0,1031.0,1605.0,1875.0,1198.0,603.0,63.0,3.0,4787.0,4787.0,150.0,356.0,883.0,263.0,587.0,868.0,967.0,519.0,179.0,15.0,0.0,4879.0,4879.0,160.0,428.0,814.0,234.0,444.0,737.0,908.0,679.0,424.0,48.0,3.0
50130-100192419,서귀포대정휴먼시아,0.0,215.74,213.22,0.0,0.0,0.0,0.0,제주특별자치도 서귀포시 대정읍 하모중앙로 6,제주특별자치도 서귀포시 대정읍 하모리 1450,제주특별자치도서귀포시대정읍하모리,5013025000,제주특별자치도,서귀포시,대정읍,5013025022,하모리,20060701,제주특별자치도서귀포시대정읍,21959.0,2.09,10687.0,11272.0,0.95,21959.0,1855.0,2568.0,1826.0,1991.0,4007.0,3631.0,2827.0,1859.0,1192.0,190.0,13.0,10687.0,10687.0,998.0,1314.0,978.0,895.0,1906.0,1929.0,1402.0,838.0,396.0,30.0,1.0,11272.0,11272.0,857.0,1254.0,848.0,1096.0,2101.0,1702.0,1425.0,1021.0,796.0,160.0,12.0
26350-25584,송정1단지주공아파트,0.0,0.0,460.745,0.0,0.0,0.0,0.0,부산광역시 해운대구 송정1로 20,부산광역시 해운대구 송정동 929,부산광역시해운대구송정동,2635056000,부산광역시,해운대구,송정동,2635010800,송정동,19950101,부산광역시해운대구송정동,9960.0,1.97,4809.0,5151.0,0.93,9960.0,500.0,499.0,1152.0,1244.0,1349.0,1697.0,1985.0,1001.0,467.0,65.0,1.0,4809.0,4809.0,275.0,275.0,626.0,664.0,722.0,762.0,901.0,423.0,150.0,11.0,0.0,5151.0,5151.0,225.0,224.0,526.0,580.0,627.0,935.0,1084.0,578.0,317.0,54.0,1.0
48330-3489,양산신도시주공3단지아파트,0.0,416.345,1222.296,811.275,0.0,0.0,0.0,경상남도 양산시 양주로 153,경상남도 양산시 중부동 695-1,경상남도양산시중부동,4833051000,경상남도,양산시,중앙동,4833010300,중부동,19960301,경상남도양산시중앙동,11542.0,1.75,6144.0,5398.0,1.14,11542.0,461.0,600.0,1426.0,1279.0,1462.0,2401.0,2385.0,1035.0,433.0,60.0,0.0,6144.0,6144.0,234.0,347.0,848.0,756.0,819.0,1278.0,1201.0,483.0,158.0,20.0,0.0,5398.0,5398.0,227.0,253.0,578.0,523.0,643.0,1123.0,1184.0,552.0,275.0,40.0,0.0
48330-3489,양산신도시주공3단지아파트,0.0,416.345,1222.296,811.275,0.0,0.0,0.0,경상남도 양산시 양주로 153,경상남도 양산시 중부동 695-1,경상남도양산시중부동,4833051500,경상남도,양산시,양주동,4833010300,중부동,20100201,경상남도양산시양주동,33250.0,2.59,16091.0,17159.0,0.94,33250.0,2441.0,4140.0,4536.0,3257.0,5986.0,6257.0,3605.0,2077.0,862.0,87.0,2.0,16091.0,16091.0,1242.0,2156.0,2412.0,1602.0,2716.0,3064.0,1674.0,867.0,339.0,18.0,1.0,17159.0,17159.0,1199.0,1984.0,2124.0,1655.0,3270.0,3193.0,1931.0,1210.0,523.0,69.0,1.0
41630-100192848,은빛마을휴먼시아,0.0,525.7919999999999,6572.884,6534.2,0.0,84.0,0.0,경기도 양주시 고읍북로 15,경기도 양주시 만송동 694,경기도양주시만송동,4163052000,경기도,양주시,양주2동,4163010700,만송동,20031019,경기도양주시양주2동,50148.0,2.6,24499.0,25649.0,0.96,50148.0,4641.0,6962.0,5441.0,5240.0,10097.0,7590.0,5312.0,3343.0,1336.0,179.0,7.0,24499.0,24499.0,2339.0,3517.0,2751.0,2538.0,4960.0,3952.0,2361.0,1519.0,517.0,45.0,0.0,25649.0,25649.0,2302.0,3445.0,2690.0,2702.0,5137.0,3638.0,2951.0,1824.0,819.0,134.0,7.0
41630-100189648,은빛마을 휴먼시아,0.0,569.403,7067.683000000001,7052.977,0.0,98.0,0.0,경기도 양주시 고읍로 117-21,경기도 양주시 만송동 698,경기도양주시만송동,4163052000,경기도,양주시,양주2동,4163010700,만송동,20031019,경기도양주시양주2동,50148.0,2.6,24499.0,25649.0,0.96,50148.0,4641.0,6962.0,5441.0,5240.0,10097.0,7590.0,5312.0,3343.0,1336.0,179.0,7.0,24499.0,24499.0,2339.0,3517.0,2751.0,2538.0,4960.0,3952.0,2361.0,1519.0,517.0,45.0,0.0,25649.0,25649.0,2302.0,3445.0,2690.0,2702.0,5137.0,3638.0,2951.0,1824.0,819.0,134.0,7.0
41630-10660,조은마을,0.0,126.389,109.934,109.934,0.0,0.0,0.0,경기도 양주시 고암길 252-36,경기도 양주시 고암동 580,경기도양주시고암동,4163055000,경기도,양주시,회천3동,4163011500,고암동,20031019,경기도양주시회천3동,27364.0,2.5,13562.0,13802.0,0.98,27364.0,2213.0,3402.0,3875.0,2987.0,4922.0,4681.0,2597.0,1641.0,933.0,107.0,6.0,13562.0,13562.0,1142.0,1745.0,2024.0,1490.0,2434.0,2403.0,1261.0,661.0,368.0,29.0,5.0,13802.0,13802.0,1071.0,1657.0,1851.0,1497.0,2488.0,2278.0,1336.0,980.0,565.0,78.0,1.0
50110-16997,아름마을,0.0,0.0,1659.36,0.0,0.0,0.0,0.0,제주특별자치도 제주시 우정로18길 25,제주특별자치도 제주시 외도일동 641-1,제주특별자치도제주시외도일동,5011067000,제주특별자치도,제주시,외도동,5011012300,외도일동,20060701,제주특별자치도제주시외도동,22086.0,2.53,11061.0,11025.0,1.0,22086.0,2758.0,2937.0,2514.0,3089.0,4280.0,3319.0,1748.0,878.0,468.0,91.0,4.0,11061.0,11061.0,1396.0,1573.0,1313.0,1512.0,2119.0,1746.0,856.0,400.0,134.0,12.0,0.0,11025.0,11025.0,1362.0,1364.0,1201.0,1577.0,2161.0,1573.0,892.0,478.0,334.0,79.0,4.0
41463-100185605,휴먼시아 물푸레마을,0.0,450.574,5991.278,5906.133000000001,0.0,90.0,0.0,경기도 용인시 기흥구 구성2로 52,경기도 용인시 기흥구 청덕동 513,경기도용인시기흥구청덕동,4146356000,경기도,용인시 기흥구,구성동,4146311400,청덕동,20051031,경기도용인시기흥구구성동,39189.0,2.63,18959.0,20230.0,0.94,39189.0,3189.0,4753.0,4377.0,4075.0,7589.0,5953.0,4397.0,3213.0,1424.0,213.0,6.0,18959.0,18959.0,1652.0,2450.0,2282.0,1968.0,3648.0,2933.0,1946.0,1388.0,647.0,44.0,1.0,20230.0,20230.0,1537.0,2303.0,2095.0,2107.0,3941.0,3020.0,2451.0,1825.0,777.0,169.0,5.0
41463-100189186,휴먼시아 물푸레마을,0.0,0.0,356.491,0.0,0.0,0.0,0.0,경기도 용인시 기흥구 구성로 392,경기도 용인시 기흥구 청덕동 569,경기도용인시기흥구청덕동,4146356000,경기도,용인시 기흥구,구성동,4146311400,청덕동,20051031,경기도용인시기흥구구성동,39189.0,2.63,18959.0,20230.0,0.94,39189.0,3189.0,4753.0,4377.0,4075.0,7589.0,5953.0,4397.0,3213.0,1424.0,213.0,6.0,18959.0,18959.0,1652.0,2450.0,2282.0,1968.0,3648.0,2933.0,1946.0,1388.0,647.0,44.0,1.0,20230.0,20230.0,1537.0,2303.0,2095.0,2107.0,3941.0,3020.0,2451.0,1825.0,777.0,169.0,5.0
41463-78933,백현마을주공아파트,0.0,379.14,4020.6259999999997,3987.1459999999997,0.0,52.0,0.0,경기도 용인시 기흥구 동백8로131번길 20,경기도 용인시 기흥구 동백동 584,경기도용인시기흥구동백동,4146357200,경기도,용인시 기흥구,동백1동,4146311500,동백동,20200120,경기도용인시기흥구동백1동,33020.0,2.84,15857.0,17163.0,0.92,33020.0,3298.0,5695.0,3604.0,3314.0,7788.0,4870.0,2213.0,1492.0,655.0,89.0,2.0,15857.0,15857.0,1630.0,2855.0,1816.0,1492.0,3650.0,2587.0,953.0,595.0,248.0,31.0,0.0,17163.0,17163.0,1668.0,2840.0,1788.0,1822.0,4138.0,2283.0,1260.0,897.0,407.0,58.0,2.0
41463-78933,백현마을주공아파트,0.0,379.14,4020.6259999999997,3987.1459999999997,0.0,52.0,0.0,경기도 용인시 기흥구 동백8로131번길 20,경기도 용인시 기흥구 동백동 584,경기도용인시기흥구동백동,4146357700,경기도,용인시 기흥구,동백3동,4146311500,동백동,20200120,경기도용인시기흥구동백3동,23535.0,2.72,11428.0,12107.0,0.94,23535.0,2898.0,3009.0,2213.0,3013.0,4949.0,2743.0,2064.0,1739.0,816.0,90.0,1.0,11428.0,11428.0,1509.0,1539.0,1102.0,1369.0,2431.0,1385.0,908.0,766.0,383.0,35.0,1.0,12107.0,12107.0,1389.0,1470.0,1111.0,1644.0,2518.0,1358.0,1156.0,973.0,433.0,55.0,0.0
41465-182928,성현마을,0.0,263.705,2815.812,2764.4159999999997,0.0,38.0,0.0,경기도 용인시 수지구 죽전로193번길 11,경기도 용인시 수지구 죽전동 1233,경기도용인시수지구죽전동,4146554000,경기도,용인시 수지구,죽전1동,4146510200,죽전동,20051031,경기도용인시수지구죽전1동,56712.0,2.66,27340.0,29372.0,0.93,56712.0,4804.0,6934.0,7969.0,6891.0,10647.0,8921.0,5365.0,3364.0,1595.0,213.0,9.0,27340.0,27340.0,2425.0,3494.0,3938.0,3247.0,5067.0,4422.0,2526.0,1459.0,693.0,68.0,1.0,29372.0,29372.0,2379.0,3440.0,4031.0,3644.0,5580.0,4499.0,2839.0,1905.0,902.0,145.0,8.0
41465-182928,성현마을,0.0,263.705,2815.812,2764.4159999999997,0.0,38.0,0.0,경기도 용인시 수지구 죽전로193번길 11,경기도 용인시 수지구 죽전동 1233,경기도용인시수지구죽전동,4146555000,경기도,용인시 수지구,죽전2동,4146510200,죽전동,20051031,경기도용인시수지구죽전2동,18356.0,2.44,9093.0,9263.0,0.98,18356.0,1472.0,1566.0,2758.0,3214.0,3011.0,2873.0,1827.0,1042.0,498.0,92.0,3.0,9093.0,9093.0,769.0,809.0,1409.0,1642.0,1485.0,1399.0,870.0,477.0,201.0,32.0,0.0,9263.0,9263.0,703.0,757.0,1349.0,1572.0,1526.0,1474.0,957.0,565.0,297.0,60.0,3.0
