col_comb,cb1,svr,cb2,rf,gb,cb3
"['0~19 인구수', '영구임대', '전용면적별세대수', '공가수']",135.3101645502239,138.09362814098117,134.7977352195775,136.6691689025382,132.65566731019112,135.63525672667419
"['0~19 인구수', '영구임대', '버스정류장', '공가수']",137.56430692034533,133.75622616125798,135.68887959278823,139.5274514129556,132.03145228669368,140.32301661897537
"['0~19 인구수', '영구임대', '20~39 인구수', '공가수']",133.74911604029433,127.93007323116107,130.87789696914234,136.3978579814414,132.59059038278528,135.92571262756624
"['0~19 인구수', '영구임대', '총세대수', '공가수']",139.30090217303413,135.93978408915413,137.45025981953268,139.1385997169885,138.39503034871723,143.2547418822275
"['0~19 인구수', '영구임대', '지하철역', '공가수']",140.92762411017318,135.1839804242149,137.83362995223396,145.47722823262725,136.25709486043402,142.52495397558127
"['0~19 인구수', '영구임대', '공가비율', '공가수']",139.49221767393664,135.2613357244682,137.70966937922373,142.6886254351365,139.79518335454185,141.34382921520415
"['0~19 인구수', '영구임대', '공공분양', '공가수']",138.5159146984817,135.2600547457057,136.86662941912846,144.07935039420903,134.15261436992074,141.6952282817834
"['0~19 인구수', '영구임대', '행복주택', '공가수']",141.62161218631485,135.2574560788291,137.3958120797194,143.7293489577753,134.97287998856655,145.17777565727394
"['0~19 인구수', '영구임대', '국민임대', '공가수']",135.98624642912404,135.1145033071248,133.38385758855787,141.56798338686335,128.63230614833157,136.25785815422205
"['0~19 인구수', '영구임대', '전용면적/임대료', '공가수']",128.6248467797431,140.11542198320177,128.21059033751348,131.64727582950638,129.43841140158867,129.25423057057827
"['0~19 인구수', '영구임대', '총세대수/전용면적', '공가수']",126.7578477909462,124.79281240265595,123.98380959685946,130.3475176959445,128.29440190402673,130.13993230470788
"['0~19 인구수', '영구임대', '전용면적/연면적', '공가수']",131.0781475713386,133.9591323024556,130.54819790048919,135.20615699422802,132.94314363834764,134.04543479257364
"['0~19 인구수', '영구임대', '공가비율*전용면적별세대수', '공가수']",136.57483619632436,135.87312652877603,133.80336847657819,139.60772445595086,134.3133203462749,138.3992466398498
"['0~19 인구수', '영구임대', '남/여_70세이상', '공가수']",130.52007990563843,135.24352601897516,132.85309631846968,138.98803701899803,133.17218588529786,133.3951237027972
"['0~19 인구수', '영구임대', '공가비율*임대료', '공가수']",131.76235737402652,144.82098595344414,130.02642094960282,131.80994503892606,127.72620841189136,135.7156379362265
"['0~19 인구수', '영구임대', '전용면적/전용면적별세대수', '공가수']",131.55027093875682,135.18644386301904,130.83546044593612,132.93169856927358,130.60383545826784,134.29380583865478
"['0~19 인구수', '영구임대', '70세이상 인구수', '공가수']",137.4636559870377,138.61560771826254,137.26118338665668,138.57786881854764,135.3307161320852,142.0432275584161
"['0~19 인구수', '영구임대', '공가비율*연면적', '공가수']",134.34636604871451,139.80168681325776,133.37887661040216,137.87611726291146,136.8212892988584,137.4065244598545
"['0~19 인구수', '영구임대', '남/여_0~19세', '공가수']",128.68668547744863,135.28382326418438,129.2566374240274,138.88017125805163,130.3427783544368,129.13735547393247
"['0~19 인구수', '영구임대', '총세대수*전용면적', '공가수']",132.6818687807201,143.29963863238459,129.48277316379568,132.41112753833605,133.88262863983215,131.25238808639773
"['0~19 인구수', '영구임대', '장기전세', '공가수']",138.86893403159212,135.27034019893668,135.75232317361184,143.81473218176168,134.70125443303726,142.05770025670867
"['0~19 인구수', '영구임대', '전용면적별세대수*전용면적', '공가수']",128.23020401130117,144.92826560639122,126.9553421115281,134.33837225380046,126.74660910888898,131.4103021580265
"['0~19 인구수', '영구임대', '공공임대(분납)', '공가수']",139.04809740127553,135.22711101852164,136.27889468535446,143.9458888544973,135.16709384455723,141.7505394534233
"['0~19 인구수', '영구임대', '공가비율*전용면적', '공가수']",128.5838220672162,134.81681041887424,127.62097844710908,130.8045040464409,129.34155194281226,133.50330905887012
"['0~19 인구수', '영구임대', '공공임대(10년)', '공가수']",132.28052662231968,134.8651745497426,130.14404231044233,136.53763800949284,126.97437670779179,135.34249740972064
"['0~19 인구수', '영구임대', '공공임대(5년)', '공가수']",138.55308399059422,135.25490178928817,136.29312518687075,143.9959565383367,134.6046942917253,140.56654402093585
"['0~19 인구수', '영구임대', '남/여_40~69세', '공가수']",135.10806869556967,135.28527017031507,135.65184205014253,134.9792496734658,127.96437025788093,137.61882855016825
"['0~19 인구수', '영구임대', '공공임대(50년)', '공가수']",137.95800401887996,135.27050179038113,134.62718356877244,142.53216051478938,134.84906058304813,140.41555088431687
"['0~19 인구수', '영구임대', '전용면적*연면적', '공가수']",130.54637618699198,142.02768514621636,130.27632826424923,134.71478988894697,130.13789507295968,134.87480120132494
"['0~19 인구수', '영구임대', 'subway_dist', '공가수']",133.53476845415213,135.2339563982144,132.68088152421763,134.96994618035342,134.55947692496468,135.85858216535206
"['0~19 인구수', '영구임대', '환승역 수', '공가수']",141.71521583962343,135.29122406825033,137.7863231573658,145.94212436968934,134.83761652503796,142.90884818962726
"['0~19 인구수', '영구임대', '남/여_20~39세', '공가수']",141.45712662197047,135.28159056348852,137.64646047997317,143.18707394904428,136.7890118454495,143.0978552935689
"['0~19 인구수', '영구임대', '총인구수', '공가수']",135.9128466103561,144.04318949886905,133.61902032439156,143.76452276451892,132.17159054776292,138.47124135681065
"['0~19 인구수', '영구임대', '남/여비율', '공가수']",139.81505466130355,135.27799339865348,137.22389026214347,146.89577435496653,134.9948999242659,146.35936674827192
"['0~19 인구수', '영구임대', '40~69 인구수', '공가수']",134.33650285849615,138.417014444276,134.65944379324498,137.99944611057265,133.90465841757054,138.82524087263124
"['0~19 인구수', '영구임대', '세대당_인구', '공가수']",137.23899979921686,135.2954361240907,135.4253202034946,142.6985354290593,134.33824482600235,141.3262603894042
"['0~19 인구수', '영구임대', '임대보증금', '공가수']",125.65929457959196,137.51104696229172,125.94888002518368,124.9482215491312,126.26242404683151,125.08049057710384
"['0~19 인구수', '영구임대', '상가비율', '공가수']",136.59856286468843,135.2130583499295,133.77904399407265,144.23928193378475,135.32528437608963,140.1487003631143
"['0~19 인구수', '영구임대', '임대료', '공가수']",123.19792927205363,130.1655590521018,125.18362784649992,124.44421576344075,124.86547331421335,124.36129590948221
"['0~19 인구수', '전용면적별세대수', '영구임대', '공가수']",135.3101645502239,138.09362814098122,134.7977352195775,136.70224966593042,132.81281391443872,135.63525672667419
"['0~19 인구수', '전용면적별세대수', '버스정류장', '공가수']",137.11877090662395,138.06381818039276,137.21563627219186,135.7643038994301,132.3611830716527,139.73352213776835
"['0~19 인구수', '전용면적별세대수', '20~39 인구수', '공가수']",136.15218209251924,137.37884204186372,134.210460743225,136.7051164989338,134.81744309429274,135.6754194209485
"['0~19 인구수', '전용면적별세대수', '총세대수', '공가수']",136.94466337440187,134.42722276323326,135.6990309670262,139.27158817551657,136.63110013571105,140.24038045956777
"['0~19 인구수', '전용면적별세대수', '지하철역', '공가수']",138.9776520441348,138.0986347483537,138.51435248657828,139.069144966807,134.69990425193564,138.40987213397847
"['0~19 인구수', '전용면적별세대수', '공가비율', '공가수']",137.04673241756484,138.1132043081054,137.52520606310173,142.13420450809326,135.6947503969231,140.4117641450335
"['0~19 인구수', '전용면적별세대수', '공공분양', '공가수']",138.08879111283298,138.10134635902372,137.59091386021254,137.12083749721143,134.79689819242714,139.497864073258
"['0~19 인구수', '전용면적별세대수', '행복주택', '공가수']",137.9513960681069,138.11092283451143,137.0967424412002,137.61167502669028,135.18649951512154,137.02701963694042
"['0~19 인구수', '전용면적별세대수', '국민임대', '공가수']",135.54708278123402,138.1172940254723,136.1153542529125,136.2133994174823,134.04880348258393,137.1309930475583
"['0~19 인구수', '전용면적별세대수', '전용면적/임대료', '공가수']",130.18304698477462,138.07979757288473,130.3426771194097,130.96364175801128,129.14132355216535,136.69293667311317
"['0~19 인구수', '전용면적별세대수', '총세대수/전용면적', '공가수']",125.41283761597688,133.68229492946176,121.9510205287067,129.20896311416905,128.3216187293837,124.30770889767757
"['0~19 인구수', '전용면적별세대수', '전용면적/연면적', '공가수']",132.97280829719892,137.92805961894675,132.5296388931678,137.99774318579566,133.1634932848411,131.7682352999546
"['0~19 인구수', '전용면적별세대수', '공가비율*전용면적별세대수', '공가수']",133.78021491930292,138.04178122026633,134.53783660850746,136.79286861020182,136.2404093656976,137.16213813776005
"['0~19 인구수', '전용면적별세대수', '남/여_70세이상', '공가수']",135.20026858883352,138.11405356290294,134.65988158408263,137.08039136388413,133.37609160236494,136.2998385280902
"['0~19 인구수', '전용면적별세대수', '공가비율*임대료', '공가수']",128.85044981569902,144.42034324272367,132.5948527031951,130.95539868228084,127.27381266266809,134.63195765117706
"['0~19 인구수', '전용면적별세대수', '전용면적/전용면적별세대수', '공가수']",129.15869651488953,138.10851410239485,127.14236489708932,129.0616884402553,127.7565338073598,130.96989787219178
"['0~19 인구수', '전용면적별세대수', '70세이상 인구수', '공가수']",138.439321063295,138.7970045398682,138.1239611600579,140.01853409454228,136.07519806583974,138.32370056411725
"['0~19 인구수', '전용면적별세대수', '공가비율*연면적', '공가수']",132.99210211950222,140.10953962513287,134.0714983661066,138.2019558167342,137.5403632678319,135.0244244589898
"['0~19 인구수', '전용면적별세대수', '남/여_0~19세', '공가수']",132.31727322676505,138.1042671822076,133.24273741674648,135.72232555988631,132.086140158955,136.62880424099353
"['0~19 인구수', '전용면적별세대수', '총세대수*전용면적', '공가수']",133.68291243557468,143.2634945811667,133.09435383704053,132.26266663710504,134.12873292893332,133.07250130383673
"['0~19 인구수', '전용면적별세대수', '장기전세', '공가수']",138.57888408728772,138.11214149872202,137.82363514068498,136.87872761762387,134.4558487823434,139.08507685381284
"['0~19 인구수', '전용면적별세대수', '전용면적별세대수*전용면적', '공가수']",126.63980109033051,142.52559074838626,126.82753558840398,129.5245457467877,122.86172021465568,125.30947163926685
"['0~19 인구수', '전용면적별세대수', '공공임대(분납)', '공가수']",137.21754212553452,138.11513482744112,136.86775972981323,137.51439028637557,136.08560050524252,138.8165332947095
"['0~19 인구수', '전용면적별세대수', '공가비율*전용면적', '공가수']",127.48528195800304,138.06932903837566,127.60110233643802,128.24184496217563,129.98923227111231,127.92918670278773
"['0~19 인구수', '전용면적별세대수', '공공임대(10년)', '공가수']",131.66539600910752,138.0814970045871,129.54510492519898,134.0113380606939,129.0045051028197,132.4511926691439
"['0~19 인구수', '전용면적별세대수', '공공임대(5년)', '공가수']",137.09390511153467,138.1075994388898,137.01684600165032,137.27860917757306,134.11055392431845,141.68514811560144
"['0~19 인구수', '전용면적별세대수', '남/여_40~69세', '공가수']",138.78135842080547,138.1114052237479,138.0047202222066,137.08911791740834,130.24393366333888,138.19184993759347
"['0~19 인구수', '전용면적별세대수', '공공임대(50년)', '공가수']",138.3432020905902,138.10862459507183,139.02565300296766,137.26645968201117,134.8866006625604,139.12184164185865
"['0~19 인구수', '전용면적별세대수', '전용면적*연면적', '공가수']",131.97410628521342,142.0353015003712,130.54388999626252,136.5628540582247,129.48637492816414,134.23613731368613
"['0~19 인구수', '전용면적별세대수', 'subway_dist', '공가수']",132.35373464626133,138.13351287679885,130.09076990857517,140.14176091379144,138.86358361364668,133.59424167732672
"['0~19 인구수', '전용면적별세대수', '환승역 수', '공가수']",140.4013230888085,138.10873263782068,138.30375623435378,137.16289901750378,132.99329160484783,139.10114253372214
"['0~19 인구수', '전용면적별세대수', '남/여_20~39세', '공가수']",141.0953249276105,138.118398761825,141.01146934675063,142.00155365963687,137.52485008123554,144.04795792011106
"['0~19 인구수', '전용면적별세대수', '총인구수', '공가수']",136.10036517288748,143.9864079277033,134.79722819512543,140.05715262435328,130.81846274904305,135.60194190589363
"['0~19 인구수', '전용면적별세대수', '남/여비율', '공가수']",139.49407705062907,138.11651777942376,137.124228685171,142.78782775686426,135.7826780040787,139.57812311390427
"['0~19 인구수', '전용면적별세대수', '40~69 인구수', '공가수']",139.43730396330687,138.2634598168192,137.24668291718592,137.31980848632023,133.730236981525,141.12178400995637
"['0~19 인구수', '전용면적별세대수', '세대당_인구', '공가수']",138.64336675219255,138.0973632552865,139.73836976805268,141.45486905235435,136.46730075422616,141.69904546208215
"['0~19 인구수', '전용면적별세대수', '임대보증금', '공가수']",127.68755641314223,137.51683246624552,126.78926344716035,125.68550930776773,123.70801780566535,126.61972015382885
"['0~19 인구수', '전용면적별세대수', '상가비율', '공가수']",133.23231798255682,138.10739460359787,133.78524428612562,136.1189394055055,132.0425463387494,136.20631504522166
"['0~19 인구수', '전용면적별세대수', '임대료', '공가수']",125.32354014483516,130.1588875629257,123.61140212161324,124.38446976852364,124.52778880832302,125.04515007410919
"['0~19 인구수', '버스정류장', '영구임대', '공가수']",137.56430692034533,133.75622616125796,135.68887959278823,139.6786112141642,132.00654242242155,140.32301661897537
"['0~19 인구수', '버스정류장', '전용면적별세대수', '공가수']",137.73231295550087,138.06381818039273,136.2890832514059,135.8215450258896,132.33917654468996,141.43863378201178
"['0~19 인구수', '버스정류장', '20~39 인구수', '공가수']",137.81457408143876,126.86925749971064,134.9961153837313,139.52304521260643,132.35831053830788,140.35546372768266
"['0~19 인구수', '버스정류장', '총세대수', '공가수']",143.23136663043937,136.0106402281137,141.48442480044713,143.3011075939014,142.2012466815757,144.40340750159822
"['0~19 인구수', '버스정류장', '지하철역', '공가수']",143.9568965712022,133.7240787354305,142.22173167929273,148.80935606096455,140.23675601524624,144.07035322868177
"['0~19 인구수', '버스정류장', '공가비율', '공가수']",145.03006452999577,133.8313373681608,142.33997999347454,140.7065790377692,141.30711580104634,145.72647417728382
"['0~19 인구수', '버스정류장', '공공분양', '공가수']",138.8975400580618,133.8324778620464,137.29869652523683,143.7579150236807,135.38179086441983,143.04877222361884
"['0~19 인구수', '버스정류장', '행복주택', '공가수']",141.9925371939183,133.84332856856742,140.01226210017774,142.6585323020168,136.4198150697371,142.22710316116465
"['0~19 인구수', '버스정류장', '국민임대', '공가수']",141.02154269811356,133.7632241191166,137.64268971521702,141.17273526146448,136.04084906697463,144.57095779270907
"['0~19 인구수', '버스정류장', '전용면적/임대료', '공가수']",131.6208912638064,140.10201452471088,130.43667286572364,131.8696318413617,129.77726762847038,134.83749498319645
"['0~19 인구수', '버스정류장', '총세대수/전용면적', '공가수']",127.80808458541142,123.99585670228703,127.5761031714278,131.9756519780115,127.67106691785992,129.40465903214096
"['0~19 인구수', '버스정류장', '전용면적/연면적', '공가수']",138.3747587482966,132.46748218160815,138.90089889356304,140.766271525155,135.61746968967498,142.33607096276188
"['0~19 인구수', '버스정류장', '공가비율*전용면적별세대수', '공가수']",137.4964347531564,134.11706997423963,137.59924260325639,139.35645157379258,134.80359984524316,140.91616533862893
"['0~19 인구수', '버스정류장', '남/여_70세이상', '공가수']",135.66351874455472,133.84936899779976,138.77352143977714,139.50749149247616,137.48480945945397,138.6016326326977
"['0~19 인구수', '버스정류장', '공가비율*임대료', '공가수']",134.74829401285314,144.82410599226026,134.17559794466274,134.70076084780925,128.3235034510554,138.34380707130956
"['0~19 인구수', '버스정류장', '전용면적/전용면적별세대수', '공가수']",131.9104535325875,133.80944728141765,131.06910193981233,130.18092810182574,127.62774665154868,135.68250748580155
"['0~19 인구수', '버스정류장', '70세이상 인구수', '공가수']",136.65961890029038,136.833380520899,134.87887046545268,137.4687787024838,134.6047113452461,141.84253732000604
"['0~19 인구수', '버스정류장', '공가비율*연면적', '공가수']",137.0747952199306,139.8968965606339,138.1687863813719,139.46412704627878,135.1365918810276,141.7659299626508
"['0~19 인구수', '버스정류장', '남/여_0~19세', '공가수']",135.72776929290222,133.81700776660176,139.277863182657,140.86451711633097,134.43160743341528,143.2058321721879
"['0~19 인구수', '버스정류장', '총세대수*전용면적', '공가수']",137.11262599788895,143.29690844666823,136.09722199579284,138.85016401609687,135.8058909081156,138.69906740334955
"['0~19 인구수', '버스정류장', '장기전세', '공가수']",141.48331421087096,133.82668071057307,138.55111780031615,143.91540217397133,135.62468304680812,143.26921899787143
"['0~19 인구수', '버스정류장', '전용면적별세대수*전용면적', '공가수']",129.14868641654047,144.9309202181682,130.21273172460488,134.61520646353077,128.79184575707478,133.8725650297626
"['0~19 인구수', '버스정류장', '공공임대(분납)', '공가수']",139.9468076652525,133.82513576797936,137.5162748100323,144.29930899659274,135.69643451985277,145.5295315930935
"['0~19 인구수', '버스정류장', '공가비율*전용면적', '공가수']",131.2805502584903,133.4323285817518,133.217010704446,132.7578633190475,130.5295249923059,133.90264918643962
"['0~19 인구수', '버스정류장', '공공임대(10년)', '공가수']",133.220909218238,133.4595659212356,130.1393684380742,136.5269850277596,127.73531781253087,135.0348760468161
"['0~19 인구수', '버스정류장', '공공임대(5년)', '공가수']",139.84237132403666,133.83212062979538,137.64845098231686,144.0275000654993,135.47772203711344,144.65394368176868
"['0~19 인구수', '버스정류장', '남/여_40~69세', '공가수']",141.1901367114047,133.82584925467816,140.58618001014878,139.25542189909152,133.14355158362477,142.65994503378812
"['0~19 인구수', '버스정류장', '공공임대(50년)', '공가수']",138.20227573204653,133.83476251572,137.5078938969847,144.08708730284735,136.4473477383884,144.38961168596114
"['0~19 인구수', '버스정류장', '전용면적*연면적', '공가수']",133.6569375582846,142.0554004790719,133.81926192804244,140.2148892890097,131.885402697056,134.84759632107662
"['0~19 인구수', '버스정류장', 'subway_dist', '공가수']",136.58281498112734,133.84211269142162,134.68536150173287,138.58507136285462,138.46027695270436,140.49262498843015
"['0~19 인구수', '버스정류장', '환승역 수', '공가수']",142.91811783807623,133.91649911845212,142.32145545706416,145.4197717857489,136.91518281601665,146.92753977498532
"['0~19 인구수', '버스정류장', '남/여_20~39세', '공가수']",141.0276937994047,133.83668269123177,137.6757192485153,142.2268956860612,137.82063839176044,138.84447694211633
"['0~19 인구수', '버스정류장', '총인구수', '공가수']",137.5330747779726,144.060401760066,137.99911263985098,146.49227331759525,133.30748386715052,143.69285340525576
"['0~19 인구수', '버스정류장', '남/여비율', '공가수']",140.9953105775271,133.831954636188,140.02040436324688,144.94208260145484,135.5877641945005,142.64185125934978
"['0~19 인구수', '버스정류장', '40~69 인구수', '공가수']",137.79250931696617,138.17825907653432,137.25917461481623,136.7824923568235,134.73209544817271,137.33654941993763
"['0~19 인구수', '버스정류장', '세대당_인구', '공가수']",137.27881170885226,133.80463676951143,137.63362304524512,138.3586704311897,135.9047105297323,142.10639904587953
"['0~19 인구수', '버스정류장', '임대보증금', '공가수']",128.52504713071457,137.51050935174217,130.047440293634,126.39179540603065,127.44348938659212,132.0582530210151
"['0~19 인구수', '버스정류장', '상가비율', '공가수']",138.15302134798787,133.7331583805958,135.3332653994467,140.73612019811142,132.5770455537519,141.994180434114
"['0~19 인구수', '버스정류장', '임대료', '공가수']",123.95815973441388,130.1563926064406,124.21218974620032,126.08004386943335,126.4191205019059,126.75681551512375
"['0~19 인구수', '20~39 인구수', '영구임대', '공가수']",133.74911604029433,127.9300732311611,130.87789696914234,136.4872614455889,132.62210581101175,135.92571262756624
"['0~19 인구수', '20~39 인구수', '전용면적별세대수', '공가수']",134.6888904385006,137.3788420418636,134.3749589017354,137.22924975301103,134.2976624492065,135.75036154266883
"['0~19 인구수', '20~39 인구수', '버스정류장', '공가수']",136.91606968702362,126.8692574997106,135.84847057467044,139.23023729505147,132.37442155177237,141.21318694230004
"['0~19 인구수', '20~39 인구수', '총세대수', '공가수']",139.17559085969998,135.8836660231148,136.00392742845446,139.2857641620893,136.40347315904265,139.56438895326343
"['0~19 인구수', '20~39 인구수', '지하철역', '공가수']",140.5417974096017,128.0380183339465,136.34607541093624,141.3283978293915,133.82254719752504,141.0940467839972
"['0~19 인구수', '20~39 인구수', '공가비율', '공가수']",140.10129392759725,127.99478207463581,136.55264258188546,141.9472496646881,139.3107530747764,139.98862523876966
"['0~19 인구수', '20~39 인구수', '공공분양', '공가수']",139.35444962604652,128.00278180939097,136.19466296648628,139.1150492126332,132.43828878299874,141.0155063636486
"['0~19 인구수', '20~39 인구수', '행복주택', '공가수']",139.82038246503322,128.01247828855907,137.30796227149511,139.8013823181504,133.04728279671872,139.07853628455442
"['0~19 인구수', '20~39 인구수', '국민임대', '공가수']",137.38886759794016,127.97873816681067,134.12766927908206,137.37888685972717,131.46414997091875,138.7624747174086
"['0~19 인구수', '20~39 인구수', '전용면적/임대료', '공가수']",130.10792867079954,138.9031767319404,128.3742236358558,129.1483825863501,130.24839018576867,135.24934341610177
"['0~19 인구수', '20~39 인구수', '총세대수/전용면적', '공가수']",123.63024863879143,120.26098377400163,121.58261966781455,129.1157029987076,124.82457781284468,127.44173646735263
"['0~19 인구수', '20~39 인구수', '전용면적/연면적', '공가수']",132.75955845304995,127.2520851829737,134.45588638530762,138.25207711102647,131.98452293941176,133.12574387893224
"['0~19 인구수', '20~39 인구수', '공가비율*전용면적별세대수', '공가수']",135.49195198601234,127.41615813228059,134.3733493301917,137.23073243061748,132.08218534267107,135.81621503076923
"['0~19 인구수', '20~39 인구수', '남/여_70세이상', '공가수']",133.34808922230576,127.99031757445589,132.39420887323664,137.738013332006,132.24359637463726,132.44955045821786
"['0~19 인구수', '20~39 인구수', '공가비율*임대료', '공가수']",131.35484773733452,144.57091345929388,129.85659349694976,131.81839844870834,127.33620192319572,132.26055480182785
"['0~19 인구수', '20~39 인구수', '전용면적/전용면적별세대수', '공가수']",127.07006556771435,127.96830406680851,126.7552298346724,129.8315765499404,126.97472782044797,130.24506676484572
"['0~19 인구수', '20~39 인구수', '70세이상 인구수', '공가수']",137.86526925203657,131.5186850145936,136.60120821592156,138.77665634265196,135.96720307456346,137.14249553186585
"['0~19 인구수', '20~39 인구수', '공가비율*연면적', '공가수']",135.46431161947595,136.69038844582013,134.02176747632672,140.36407105568122,135.14830348234392,135.11174128267407
"['0~19 인구수', '20~39 인구수', '남/여_0~19세', '공가수']",131.94370472474648,127.93149388421645,131.6424062041413,137.08340475764467,132.47055307194137,137.28468547003416
"['0~19 인구수', '20~39 인구수', '총세대수*전용면적', '공가수']",132.42530934230962,143.3107645529164,131.78747766246096,133.82627406421315,131.38950727249616,131.14450106210023
"['0~19 인구수', '20~39 인구수', '장기전세', '공가수']",138.94977994241992,128.00364253748748,135.12917045485747,139.1691405749587,132.6879426238251,139.34584659768188
"['0~19 인구수', '20~39 인구수', '전용면적별세대수*전용면적', '공가수']",128.44696250185626,144.7015196549027,128.09935233046394,131.8381013111753,125.84834536464125,129.69339623449576
"['0~19 인구수', '20~39 인구수', '공공임대(분납)', '공가수']",138.73078854707236,127.9938591856893,135.45322854154128,139.4058087669763,133.1967884699467,139.40362312339207
"['0~19 인구수', '20~39 인구수', '공가비율*전용면적', '공가수']",126.388147897207,127.66752310849078,124.68632107019978,130.8424409966402,129.17604922300887,128.29930920042824
"['0~19 인구수', '20~39 인구수', '공공임대(10년)', '공가수']",131.25860454348646,127.83268766640913,128.2169260282881,132.8718292995247,126.69446305974239,132.52132041162872
"['0~19 인구수', '20~39 인구수', '공공임대(5년)', '공가수']",138.39183140630834,128.0093557270293,135.29612643676836,139.03385419643564,131.37384979347252,136.72257675044943
"['0~19 인구수', '20~39 인구수', '남/여_40~69세', '공가수']",136.03846688317228,127.99201100521262,136.84754058065369,137.16133083658988,130.75410211093856,136.50537406355576
"['0~19 인구수', '20~39 인구수', '공공임대(50년)', '공가수']",139.2832908709815,127.99567656527134,134.7123157154306,138.85347377325755,131.8866560315198,137.1664362108811
"['0~19 인구수', '20~39 인구수', '전용면적*연면적', '공가수']",134.59791492768426,142.03621220585023,131.04650707876064,135.53099321292422,130.01758896109513,134.53458780757686
"['0~19 인구수', '20~39 인구수', 'subway_dist', '공가수']",132.24204201562367,127.99705215380777,129.25853124545202,140.83514540900325,136.83438036819587,134.46473409169795
"['0~19 인구수', '20~39 인구수', '환승역 수', '공가수']",142.2803567769337,128.02895730077603,138.5641559697061,140.00288631440102,133.95664793981024,144.0545902856426
"['0~19 인구수', '20~39 인구수', '남/여_20~39세', '공가수']",138.8589253021198,127.97193143544132,137.66332751009008,142.63766496653975,135.6792717194593,144.9212414093904
"['0~19 인구수', '20~39 인구수', '총인구수', '공가수']",134.1775736388464,144.01885341250514,133.08560706406973,140.64314204829617,130.58789377360844,137.90807638328505
"['0~19 인구수', '20~39 인구수', '남/여비율', '공가수']",139.3261364106314,127.9867495290824,135.9241397397249,144.64987211718721,136.55635431874452,140.00252405023375
"['0~19 인구수', '20~39 인구수', '40~69 인구수', '공가수']",137.29952640993633,134.89247832283513,135.67143447442245,135.8583625819652,132.19630037174534,135.59771062803856
"['0~19 인구수', '20~39 인구수', '세대당_인구', '공가수']",136.3609041925996,127.95758165490861,136.11666260044257,140.0662548306943,134.14663713109834,139.33173838518937
"['0~19 인구수', '20~39 인구수', '임대보증금', '공가수']",125.96705606458713,137.50756057921666,126.84545331062895,124.7334511354778,126.31990368481624,126.76372160037177
"['0~19 인구수', '20~39 인구수', '상가비율', '공가수']",135.22488839723707,127.97650549049922,131.1245687563751,136.42813644588506,130.33472681734062,133.04113864978248
"['0~19 인구수', '20~39 인구수', '임대료', '공가수']",123.8928772226706,130.1633164494381,123.2173389759621,123.43130629960001,123.95275663655941,124.18333555904323
"['0~19 인구수', '총세대수', '영구임대', '공가수']",139.30090217303413,135.93978408915413,137.45025981953268,139.45592007420004,138.34782307935728,143.2547418822275
"['0~19 인구수', '총세대수', '전용면적별세대수', '공가수']",136.87367016550024,134.42722276323326,136.91501230293366,139.41164083672584,136.58195431556055,139.28267647673815
"['0~19 인구수', '총세대수', '버스정류장', '공가수']",143.4543000835587,136.0106402281137,140.50548905821321,142.91523561882406,142.1434500522016,147.378460812651
"['0~19 인구수', '총세대수', '20~39 인구수', '공가수']",139.55587093506904,135.88366602311476,137.32338483203793,139.10568150908549,136.47776052880005,142.6352803090882
"['0~19 인구수', '총세대수', '지하철역', '공가수']",142.50532021245084,135.95385096591014,140.23313528226868,142.85883971573216,144.513023485254,147.78830990667782
"['0~19 인구수', '총세대수', '공가비율', '공가수']",144.50263571863997,135.96396254675614,143.39509678568598,145.49294676342524,143.74305710697791,147.42175331327508
"['0~19 인구수', '총세대수', '공공분양', '공가수']",142.00117682588174,135.95828327593296,138.49179568748696,142.30902862508233,139.74558168827338,144.56291367172625
"['0~19 인구수', '총세대수', '행복주택', '공가수']",142.76007849320098,135.93581595700897,140.2714477907585,142.59482229140752,140.91746672361154,146.20404636149652
"['0~19 인구수', '총세대수', '국민임대', '공가수']",139.37613215652925,135.93782079614522,136.34266074120796,141.76948642377081,141.34533905868938,145.48834220977068
"['0~19 인구수', '총세대수', '전용면적/임대료', '공가수']",135.90675282058282,135.2129353842954,132.884786586845,137.3453381683576,135.59983594710974,138.06655641816806
"['0~19 인구수', '총세대수', '총세대수/전용면적', '공가수']",127.11819952619916,133.6410473780167,124.98421648312964,131.44830268990685,129.29208124934058,127.78547416832191
"['0~19 인구수', '총세대수', '전용면적/연면적', '공가수']",142.23422286568038,135.95538039473854,142.33720105466242,146.4950653467718,142.9357156302747,146.94898103907178
"['0~19 인구수', '총세대수', '공가비율*전용면적별세대수', '공가수']",136.5038781198587,135.8106290262568,135.92472131230502,139.8144636100955,139.48957904942483,141.02912625675066
"['0~19 인구수', '총세대수', '남/여_70세이상', '공가수']",137.8135811658023,135.96324556542353,137.7668137588832,136.19418568700152,135.86292025056815,140.00596384269528
"['0~19 인구수', '총세대수', '공가비율*임대료', '공가수']",134.12454208355462,137.91287052992533,132.23264708797296,129.87613540944176,132.4224056426695,137.0338054185443
"['0~19 인구수', '총세대수', '전용면적/전용면적별세대수', '공가수']",128.0569615719619,135.94266557602762,126.59490867156069,133.0108684325004,130.811216520611,130.35641050671035
"['0~19 인구수', '총세대수', '70세이상 인구수', '공가수']",140.09826463332075,135.85920708709352,136.66546197266945,138.99628864011385,141.3534734866139,143.24254009541778
