iter	RMSE
330	70.6484966
331	70.352707
332	70.1047376
333	69.76268853
334	69.71926616
335	69.60867786
336	69.54080378
337	69.34148346
338	69.15852914
339	69.02654643
340	68.97795363
341	68.64993904
342	68.32361711
343	68.03488585
344	67.98698232
345	67.90436482
346	67.74351148
347	67.46443994
348	67.15024569
349	67.0466266
350	66.95722713
351	66.63870176
352	66.43798661
353	66.05074344
354	65.99338169
355	65.89897737
356	65.85161304
357	65.80990654
358	65.52441963
359	65.24054392
360	65.1691019
361	64.85502386
362	64.48219209
363	64.43711675
364	64.3940378
365	64.35181103
366	64.16206518
367	63.86517846
368	63.62105471
369	63.52179476
370	63.13882312
371	62.87081054
372	62.83919318
373	62.8025109
374	62.7637847
375	62.69013154
376	62.60379034
377	62.30236279
378	62.22927052
379	61.90203131
380	61.66254689
381	61.53176764
382	61.2564693
383	61.08465662
384	60.79817469
385	60.50475104
386	60.47306382
387	60.43316438
388	60.26937748
389	60.01544024
390	59.77007575
391	59.46554985
392	59.16581374
393	58.94375897
394	58.62085226
395	58.58295382
396	58.28490412
397	57.97168411
398	57.91993116
399	57.66416481
400	57.4492729
401	57.30844244
402	57.01647405
403	56.81952423
404	56.72154217
405	56.69112584
406	56.60326417
407	56.52893635
408	56.23194528
409	56.00968059
410	55.97500953
411	55.85410108
412	55.65216368
413	55.54850336
414	55.21124429
415	54.97820186
416	54.94453854
417	54.66656402
418	54.38133418
419	54.11073491
420	54.01720096
421	53.79463022
422	53.76197533
423	53.52010803
424	53.45476939
425	53.19702072
426	53.08196863
427	53.02624876
428	52.80654057
429	52.60661535
430	52.27069126
431	51.97560865
432	51.86569297
433	51.80781795
434	51.61494737
435	51.44950029
436	51.38387361
437	51.31171103
438	51.22713975
439	51.17247155
440	50.95786392
441	50.85905015
442	50.77257087
443	50.53772966
444	50.48359919
445	50.4351559
446	50.21095729
447	50.13621082
448	50.01992798
449	49.88500236
450	49.79791176
451	49.7365805
452	49.6982153
453	49.39124893
454	49.26175561
455	49.19006369
456	49.14099073
457	49.08125141
458	48.89145088
459	48.71481118
460	48.66739639
461	48.4161355
462	48.31603654
463	48.04476916
464	47.82736941
465	47.62453146
466	47.53670545
467	47.46664109
468	47.30111024
469	47.24594562
470	47.00087371
471	46.95822357
472	46.88738386
473	46.81902552
474	46.66292094
475	46.45445537
476	46.26973155
477	46.18705001
478	45.94507343
479	45.85171925
480	45.6489734
481	45.49119472
482	45.46243021
483	45.34788527
484	45.13665557
485	44.95017438
486	44.68594326
487	44.46062238
488	44.36815895
489	44.22490204
490	44.00624969
491	43.80583142
492	43.75822643
493	43.71262116
494	43.67736553
495	43.64986693
496	43.50050348
497	43.41719877
498	43.30860463
499	43.22200832
500	43.15195936
501	43.08222951
502	42.95731946
503	42.67896921
504	42.65245934
505	42.63051488
506	42.37181486
507	42.26045534
508	42.11387409
509	42.05795992
510	41.91563485
511	41.84725386
512	41.70800171
513	41.63791131
514	41.53656841
515	41.34430646
516	41.14763081
517	41.11394645
518	40.98994992
519	40.95373563
520	40.89795127
521	40.86793621
522	40.77910772
523	40.71183836
524	40.53578025
525	40.37741429
526	40.16523389
527	40.13801482
528	40.08448481
529	39.99484799
530	39.94153383
531	39.85783551
532	39.69552392
533	39.64999348
534	39.51414598
535	39.47636496
536	39.45484454
537	39.2992483
538	39.27022902
539	39.12575048
540	39.09590502
541	38.87981989
542	38.7232517
543	38.68486823
544	38.57628458
545	38.42161886
546	38.23892546
547	38.08444463
548	38.01743028
549	37.84179091
550	37.80232755
551	37.71719151
552	37.547377
553	37.52019657
554	37.49349196
555	37.29798577
556	37.16706491
557	37.04424907
558	37.00791757
559	36.98427023
560	36.96419197
561	36.9128219
562	36.88772445
563	36.85766866
564	36.77028035
565	36.73700586
566	36.65912546
567	36.60275102
568	36.52630816
569	36.47693552
570	36.46301675
571	36.42308205
572	36.35348324
573	36.2513062
574	36.23173676
575	36.19248693
576	36.16377431
577	36.03907609
578	35.96620729
579	35.84872397
580	35.75204185
581	35.59450683
582	35.52530116
583	35.37043519
584	35.34551516
585	35.31213093
586	35.26316818
587	35.16790441
588	35.12576678
589	34.96312834
590	34.85110097
591	34.77957617
592	34.70404272
593	34.62142413
594	34.59903124
595	34.47959152
596	34.43487219
597	34.35998113
598	34.24166348
599	34.18258249
600	34.11276889
601	34.0538406
602	33.89291203
603	33.86036995
604	33.83020715
605	33.69264434
606	33.58370047
607	33.49251426
608	33.39479411
609	33.32205582
610	33.2137097
611	33.13153429
612	33.10725819
613	33.02605718
614	32.96000439
615	32.88504804
616	32.73466645
617	32.57755207
618	32.5322765
619	32.41873245
620	32.36396959
621	32.27001864
622	32.22524493
623	32.06364959
624	32.01187951
625	31.99162656
626	31.95074496
627	31.90619292
628	31.87918626
629	31.82925947
630	31.72025843
631	31.6812187
632	31.65967119
633	31.55342792
634	31.48579961
635	31.46332515
636	31.35289518
637	31.29293726
638	31.1568968
639	31.00318965
640	30.97318599
641	30.91407054
642	30.8963921
643	30.86067681
644	30.79449015
645	30.75020305
646	30.73409373
647	30.60194972
648	30.45067088
649	30.42874079
650	30.36619856
651	30.26870172
652	30.25198928
653	30.23486426
654	30.13546287
655	30.03812318
656	29.88853637
657	29.77769773
658	29.75141882
659	29.68107975
660	29.59209532
661	29.48202043
662	29.39133296
663	29.37208607
664	29.33017405
665	29.31004831
666	29.29193716
667	29.26458587
668	29.1988821
669	29.07288023
670	29.00776254
671	28.89158093
672	28.86899954
673	28.84885331
674	28.79248732
675	28.77097454
676	28.64166643
677	28.52898134
678	28.46311156
679	28.3575288
680	28.28925104
681	28.24802574
682	28.14204562
683	28.00653593
684	27.88525664
685	27.75828651
686	27.68932772
687	27.60628461
688	27.5790065
689	27.44231438
690	27.35642369
691	27.33253537
692	27.2479331
693	27.21692705
694	27.06098056
695	27.01712949
696	26.89447549
697	26.82564417
698	26.72550864
699	26.63750177
700	26.59741428
701	26.49044035
702	26.39074764
703	26.28438714
704	26.20759367
705	26.17556175
706	26.09682505
707	26.08450932
708	25.98266489
709	25.8825961
710	25.83343332
711	25.72440034
712	25.64918295
713	25.60105312
714	25.48856973
715	25.43526849
716	25.35233796
717	25.2850205
718	25.27382177
719	25.18517997
720	25.17171613
721	25.0849172
722	25.04148528
723	24.95588253
724	24.93981534
725	24.86749666
726	24.76426771
727	24.752783
728	24.6584731
729	24.54347331
730	24.53168268
731	24.43681459
732	24.40811806
733	24.38664097
734	24.30542953
735	24.19228559
736	24.09068016
737	23.98295129
738	23.91964145
739	23.79786908
740	23.71945008
741	23.68337047
742	23.58329045
743	23.51581986
744	23.49129454
745	23.44602369
746	23.34341213
747	23.29665503
748	23.19435807
749	23.14496437
750	23.1087693
751	23.01150615
752	22.97975141
753	22.8466842
754	22.75509228
755	22.65491796
756	22.63876834
757	22.62526757
758	22.60857295
759	22.53294427
760	22.51460813
761	22.50195734
762	22.47071
763	22.45840483
764	22.42442282
765	22.30951859
766	22.2939594
767	22.28059639
768	22.19655903
769	22.10643239
770	22.00963045
771	22.00044596
772	21.95027124
773	21.87457369
774	21.76280206
775	21.65291648
776	21.61924214
777	21.58968732
778	21.54587823
779	21.45145754
780	21.43834209
781	21.40813721
782	21.32612833
783	21.25125707
784	21.22255471
785	21.21112678
786	21.13479349
787	21.11755931
788	21.08937194
789	20.99869365
790	20.95972061
791	20.94781435
792	20.91563918
793	20.83221237
794	20.75539517
795	20.70486323
796	20.63260371
797	20.5187989
798	20.46929879
799	20.39266592
800	20.31990986
801	20.24792531
802	20.21852286
803	20.17270555
804	20.16266139
805	20.14526603
806	20.13022409
807	20.00781083
808	19.9501668
809	19.9410409
810	19.92696896
811	19.84329796
812	19.77892832
813	19.71405671
814	19.61840695
815	19.53835836
816	19.51273451
817	19.463762
818	19.43697181
819	19.42929628
820	19.42298335
821	19.35377664
822	19.3177102
823	19.3077748
824	19.2978828
825	19.26295707
826	19.24832638
827	19.2366492
828	19.17048199
829	19.14018131
830	19.11538645
831	19.0773509
832	19.04391944
833	18.94735388
834	18.93436435
835	18.85010227
836	18.81334997
837	18.69466873
838	18.68120049
839	18.58636628
840	18.58080467
841	18.56868645
842	18.55055018
843	18.47440509
844	18.45871097
845	18.39054682
846	18.33753787
847	18.3149901
848	18.24058326
849	18.16279505
850	18.11576698
851	18.07182384
852	18.01138505
853	17.94428352
854	17.93417826
855	17.89876691
856	17.89438807
857	17.82988509
858	17.79543659
859	17.71351643
860	17.69740106
861	17.65594048
862	17.58136683
863	17.55130245
864	17.50691167
865	17.50190725
866	17.46020281
867	17.41210572
868	17.40217283
869	17.3769701
870	17.36353469
871	17.35061201
872	17.28386881
873	17.26064678
874	17.20344113
875	17.18313289
876	17.12515374
877	17.09862195
878	17.08802312
879	17.06032317
880	16.98973352
881	16.90789806
882	16.85964806
883	16.80856678
884	16.76430538
885	16.7581936
886	16.71581937
887	16.6813283
888	16.60459591
889	16.54542073
890	16.50459265
891	16.49985247
892	16.42140045
893	16.37610601
894	16.36085221
895	16.28857617
896	16.25578177
897	16.18204413
898	16.14519774
899	16.08924912
900	16.08306782
901	16.0768599
902	15.99642282
903	15.94436465
904	15.933478
905	15.89818512
906	15.82861894
907	15.79025197
908	15.75564013
909	15.75080125
910	15.72804295
911	15.65800553
912	15.59050728
913	15.53419219
914	15.45336598
915	15.42515668
916	15.37768359
917	15.35989002
918	15.3215212
919	15.24828762
920	15.23965039
921	15.1931579
922	15.12706743
923	15.08056506
924	15.0705759
925	14.97386682
926	14.9440507
927	14.93499174
928	14.87860806
929	14.82668445
930	14.79885909
931	14.77422505
932	14.76898995
933	14.69394278
934	14.63311618
935	14.62675972
936	14.53915575
937	14.53060076
938	14.51769508
939	14.46399655
940	14.4036371
941	14.38636738
942	14.37377155
943	14.35499116
944	14.28649238
945	14.27788883
946	14.27010624
947	14.22551573
948	14.1917055
949	14.18479962
950	14.17423045
951	14.13054897
952	14.09936872
953	14.03324929
954	14.02268356
955	13.99330788
956	13.96801631
957	13.91213733
958	13.90676685
959	13.89800003
960	13.86701073
961	13.85065794
962	13.81067855
963	13.77897544
964	13.77305574
965	13.74952092
966	13.70674246
967	13.66642118
968	13.64375242
969	13.59520663
970	13.59101352
971	13.53527817
972	13.52704728
973	13.45380682
974	13.42301509
975	13.36980827
976	13.36573759
977	13.32100001
978	13.26898138
979	13.18380316
980	13.14498793
981	13.07982645
982	13.02559542
983	12.98272495
984	12.94917078
985	12.90308111
986	12.87555838
987	12.86687151
988	12.83745261
989	12.76085967
990	12.70775401
991	12.70110601
992	12.63908798
993	12.58555554
994	12.5705412
995	12.50691872
996	12.50202248
997	12.46532396
998	12.45714542
999	12.43137173
