old;new
충청북도 청주시 청원구 율량로 47;충청북도 청주시 청원구 주중동 950 청주율량 2 LH 2단지아파트
경상북도 영주시 가흥로 345-27;경상북도 영주시 가흥동 2046 영주가흥엘에이치4단지
경기도 군포시 삼성로 79;경기도 군포시 당동 1024 삼성마을1단지
부산광역시 기장군 정관읍 산단2로 60;부산광역시 기장군 정관읍 달산리 1202 정관신도시 엘에이치 5단지
전라남도 해남군 해남읍 교육청길 41;전라남도 해남군 해남읍 해리 695 해남해리엘에이치아파트
대전광역시 유성구 지족로190번길 15;대전광역시 유성구 지족동 1040 노은3지구 1단지
전라북도 완주군 이서면 갈산1로 12;전라북도 완주군 이서면 갈산리 650 전북혁신엘에이치아파트10단지
충청북도 음성군 금왕읍 대금로 1557-13;충청북도 음성군 금왕읍 금석리 467 음성금석엘에이치아파트
충청북도 진천군 덕산읍 연미로 131;충청북도 진천군 덕산읍 두촌리 2402 천년나무7단지
서울특별시 강남구 자곡로 175;서울특별시 강남구 자곡동 602 엘에이치강남아이파크
경상남도 거제시 하청면 거제북로 554;경상남도 거제시 하청면 하청리 502 거제하청엘에이치아파트
경상북도 김천시 혁신4로 72;경상북도 김천시 율곡동 770 경북혁신엘에이치천년나무2단지
전라남도 나주시 그린로 154;전라남도 나주시 빛가람동 624 빛가람엘에이치3단지아파트
전라남도 나주시 그린로 63;전라남도 나주시 빛가람동 394 빛가람엘에이치1단지 아파트
전라남도 보성군 벌교읍 못골길 12;전라남도 보성군 벌교읍 회정리 844 보성회정엘에이치천년나무
충청남도 보령시 성주면 화장골길 130;충청남도 보령시 성주면 성주리 265-339 자연숲빌리지
광주광역시 남구 효우로 262;광주광역시 남구 행암동 556 효천엘에이치천년나무1단지아파트
부산광역시 사상구 백양대로 539;부산광역시 사상구 감전동 961 감전엘에이치아파트
경상남도 진주시 충의로 67;경상남도 진주시 충무공동 234 혁신도시엘에이치아파트5단지
대구광역시 달성군 옥포읍 돌미로 51;대구광역시 달성군 옥포읍 강림리 1105 대구옥포LH천년나무2단지
충청북도 청주시 청원구 율중로7번길 77;충청북도 청주시 청원구 율량동 2455 청주율량2엘에이치9단지아파트
경기도 남양주시 별내4로 62;경기도 남양주시 별내동 1054 별빛마을3-5단지
경기도 남양주시 별내3로 251;경기도 남양주시 별내동 913 별사랑마을2-10단지
전라북도 완주군 이서면 갈산1로 72;전라북도 완주군 이서면 갈산리 646 전북혁신엘에이치아파트9단지
제주특별자치도 제주시 화삼로 110;제주특별자치도 제주시 도련이동 550 제주삼화엘에이치3단지
강원도 속초시 온정로 23;강원도 속초시 조양동 1570 속초조양엘에이치천년나무3단지
경기도 양주시 옥정동로 257;경기도 양주시 옥정동 1027 율정마을7단지
경상북도 포항시 북구 장량중앙로100번길 1;경상북도 포항시 북구 양덕동 785-1 포항장량LH천년나무6단지아파트
전라남도 나주시 월정3길 17;전라남도 나주시 빛가람동 821 빛가람 LH5단지 아파트
대전광역시 서구 구봉산북로 212;대전광역시 서구 관저동 1599 관저5엘에이치천년나무1단지
경기도 남양주시 별내3로 159;경기도 남양주시 별내동 921 별사랑마을2-7단지아파트
경기도 남양주시 별내3로 114;경기도 남양주시 별내동 925 별사랑마을2-9단지아파트
대구광역시 동구 과학로 23;대구광역시 동구 각산동 1062 대구신서혁신엘에이치천년나무6단지
강원도 태백시 소도길 59;강원도 태백시 소도동 341 태백소도엘에이치천년나무
경상남도 양산시 물금읍 새실로 54;경상남도 양산시 물금읍 가촌리 1276-3 양산신도시엘에이치아파트5단지
광주광역시 남구 효우2로 90;광주광역시 남구 행암동 539 효천엘에이치천년나무6단지아파트
대구광역시 달성군 옥포읍 돌미로2길 15;대구광역시 달성군 옥포읍 강림리 1133 대구옥포엘에이치천년나무3단지
대전광역시 서구 구봉산북로 165;대전광역시 서구 관저동 1584 다온숲3단지
충청북도 충주시 봉현로 365;충청북도 충주시 안림동 1167 충주안림엘에이치천년나무1단지
강원도 원주시 혁신로 350;강원도 원주시 반곡동 1818-5 푸른숨LH10단지
경기도 구리시 갈매중앙로 132;경기도 구리시 갈매동 569 엘에이치이스트힐
경상남도 양산시 물금읍 물금2길 50;경상남도 양산시 물금읍 물금리 890-3 양산신도시엘에이치아파트2단지
경상남도 양산시 물금읍 청운로 41;경상남도 양산시 물금읍 물금리 890-11 양산신도시엘에이치아파트1단지
제주특별자치도 서귀포시 남원읍 남원체육관로 342;제주특별자치도 서귀포시 남원읍 남원리 2494 서귀포남원엘에이치아파트
충청북도 제천시 청풍호로7길 40;충청북도 제천시 영천동 2234-1 휴먼시아4단지아파트
경기도 평택시 비전2로 110;경기도 평택시 비전동 1028 엘에이치배꽃마을4단지
강원도 강릉시 강변로 58;강원도 강릉시 회산동 604 강릉회산엘에이치천년나무2
경기도 구리시 갈매순환로 143;경기도 구리시 갈매동 573 갈매1단지
충청북도 증평군 증평읍 송산로4길 14;충청북도 증평군 증평읍 송산리 820 송산 LH천년나무3단지
대전광역시 유성구 봉명로 16;대전광역시 유성구 원신흥동 511 LH도안천년나무11단지
충청남도 부여군 규암면 내동로 26;충청남도 부여군 규암면 내리 839 부여규암영구임대주택
광주광역시 광산구 선운로 65;광주광역시 광산구 선암동 553 선운리버프라임
대구광역시 달성군 현풍읍 테크노북로2길 30;대구광역시 달성군 현풍읍 중리 488 대구테크노폴리스엘에이치천년나무2단지
세종특별자치시 새롬중앙로 89;세종특별자치시 새롬동 556 새뜸마을7단지
충청북도 진천군 덕산읍 연미로 87;충청북도 진천군 덕산읍 두촌리 2494 천년나무 4단지
대구광역시 동구 초례로 66;대구광역시 동구 숙천동 386 대구신서혁신엘에이치천년나무13단지
대구광역시 달성군 유가읍 테크노상업로 111;대구광역시 달성군 유가읍 봉리 602 대구테크노폴리스4단지
경기도 평택시 비전4로 175;경기도 평택시 비전동 967 뜨레휴이곡마을7단지
세종특별자치시 도움1로 145;세종특별자치시 종촌동 686 가재마을1단지
부산광역시 부산진구 중앙대로 862;부산광역시 부산진구 전포동 897 전포엘에이치
경기도 부천시 양지로 134;경기도 부천시 옥길동 701-1 부천옥길엘에이치1단지
경상북도 상주시 함창읍 함령길 138;경상북도 상주시 함창읍 구향리 608 상주함창엘에이치천년나무1단지
전라남도 담양군 담양읍 미리산길 46;전라남도 담양군 담양읍 백동리 730 담양백동엘에이치2단지
충청북도 충주시 월촌5길 12;충청북도 충주시 안림동 1172 충주안림엘에이치천년나무2단지
제주특별자치도 서귀포시 대청로25번길 9;제주특별자치도 서귀포시 강정동 192 서귀포강정엘에이치아파트
경기도 안성시 아양로 52;경기도 안성시 아양동 416 아양LH1단지아파트
경상북도 김천시 해오름1로 17;경상북도 김천시 율곡동 11 경북김천혁신엘에이치천년나무4단지
경기도 성남시 수정구 위례광장로 311;경기도 성남시 수정구 창곡동 510 위례35단지
경기도 남양주시 별내4로 25;경기도 남양주시 별내동 1048 미리내마을 4-2단지
경기도 남양주시 별내4로 7;경기도 남양주시 별내동 556-10 미리내마을 4-3단지
대구광역시 동구 메디밸리로 18;대구광역시 동구 사복동 851 대구신서혁신LH천년나무10단지
경상남도 김해시 진영읍 김해대로 463;경상남도 김해시 진영읍 여래리 973 진영휴먼시아6단지
경상남도 진주시 에나로228번길 10;경상남도 진주시 충무공동 306 혁신도시엔에이치에프10단지
부산광역시 기장군 정관읍 모전로 41;부산광역시 기장군 정관읍 모전리 681 정관신도시 엘에이치 7단지 아파트
충청북도 충주시 대소원면 첨단쉼터8길 19;충청북도 충주시 대소원면 본리 668 충주첨단행복주택
경기도 양주시 옥정동로 258;경기도 양주시 옥정동 1032 옥정천년나무8단지
경기도 양주시 회천남로 115;경기도 양주시 옥정동 1047 옥정천년나무16단지
강원도 강릉시 선수촌로 36;강원도 강릉시 홍제동 1043 엘에이치미디어촌7단지
강원도 원주시 치악로 2050;강원도 원주시 태장동 131 원주태장LH 천년나무 5단지
대전광역시 동구 동대전로46번길 120;대전광역시 동구 신흥동 262 이스트시티2단지
경상남도 창원시 진해구 냉천로 192;경상남도 창원시 진해구 자은동 133 창원 자은3 LH천년나무
경기도 성남시 중원구 둔촌대로63번길 11;경기도 성남시 중원구 성남동 4700 성남여수엘에이치1단지
광주광역시 남구 행암길 9;광주광역시 남구 행암동 713 효천LH천년나무7단지
경상남도 진주시 대밭골로 91;경상남도 진주시 충무공동 219 혁신도시엘에이치아파트3단지
세종특별자치시 대평로 56;세종특별자치시 대평동 700 해들마을 5단지
경기도 성남시 수정구 위례순환로 17;경기도 성남시 수정구 창곡동 500 위례31단지
경상남도 창원시 의창구 대산면 주남로 514;경상남도 창원시 의창구 대산면 제동리 825 엔에이치에프 창원대산 1단지
경상남도 창원시 진해구 냉천로 189;경상남도 창원시 진해구 자은동 108 센트럴 빌리지
경기도 군포시 송부로96번길 30;경기도 군포시 도마교동 479 숲속반디채
대구광역시 달서구 갈밭남로 17;대구광역시 달서구 대곡동 1103 대구대곡수목원호정포레스트
경기도 양주시 옥정동로 106;경기도 양주시 옥정동 1084 금호건설제이드웰엔에이치에프
경기도 양주시 옥정동로 104;경기도 양주시 옥정동 1085 지에스건설제이드웰엔에이치에프
강원도 춘천시 동내면 거두택지길 70;강원도 춘천시 동내면 거두리 1135 춘천거두2지구행복주택
부산광역시 강서구 명지국제5로 165;부산광역시 강서구 명지동 3325 스위트팰리스
전라남도 목포시 연산백련로1번길 51;전라남도 목포시 연산동 1944-1 포미타운엘에이치6단지
서울특별시 구로구 경인로20가길 68;서울특별시 구로구 오류동 64-28 오류동행복주택
대구광역시 달성군 현풍읍 테크노북로4길 27;대구광역시 달성군 현풍읍 중리 481 대구테크노폴리스엘에이치천년나무3단지
전라북도 익산시 목천로 320;전라북도 익산시 인화동2가 174
전라남도 순천시 서면 선평동선길 36;전라남도 순천시 서면 선평리 1092 선평빛찬들아파트
경상남도 하동군 하동읍 군청로 24;경상남도 하동군 하동읍 읍내리 1565 하동읍내엘에이치천년나무아파트
경기도 부천시 양지로 151;경기도 부천시 옥길동 786 부천옥길엘에이치8단지
울산광역시 남구 여천로12번길 50;울산광역시 남구 야음동 370-6
전라북도 전주시 덕진구 혁신로 665;전라북도 전주시 덕진구 반월동 1236 전주반월2엘에이치아파트
제주특별자치도 제주시 번영로 528;제주특별자치도 제주시 봉개동 1894 제주봉개엘에이치아파트
전라남도 여수시 이순신광장로 260;전라남도 여수시 수정동 167-1
울산광역시 울주군 웅촌면 곡천검단로 159;울산광역시 울주군 웅촌면 곡천리 840 울산웅촌엘에이치아파트
세종특별자치시 다정북로 183;세종특별자치시 다정동 920 가온마을9단지
대구광역시 달성군 옥포읍 금계길 12;대구광역시 달성군 옥포읍 교항리 3008 대구옥포르상트레빌
강원도 양양군 강현면 물치천로 70-17;강원도 양양군 강현면 강선리 977 양양물치강선엘에이치천년나무
전라북도 전주시 완산구 효천중앙로 50;전라북도 전주시 완산구 효자동2가 1382 리버클래스
울산광역시 북구 화산로 140;울산광역시 북구 송정동 1236-3 송정하우스디
경기도 양주시 옥정서로 254;경기도 양주시 옥정동 943 양주옥정3단지
경상북도 김천시 물망골길 71;경상북도 김천시 삼락동 1296 김천삼락엘에이치아파트
경상남도 진주시 문산읍 월아산로 1047-14;경상남도 진주시 문산읍 삼곡리 1139-1 진주문산엘에이치아파트
경기도 부천시 중동로 88;경기도 부천시 중동 814 중동행복주택
제주특별자치도 서귀포시 서호중앙로 56-13;제주특별자치도 서귀포시 서호동 1615-3 제주서귀포혁신도시엘에이치3단지
경기도 남양주시 덕송3로 30;경기도 남양주시 별내동 806 별가람마을1-2단지
대전광역시 유성구 와룡로136번길 97;대전광역시 유성구 봉산동 302
경상남도 김해시 율하5로 14;경상남도 김해시 장유동 899 김해율하2엘에이치아파트3단지
경기도 성남시 수정구 고등로 57;경기도 성남시 수정구 고등동 578 고등마을
충청북도 청주시 상당구 동남로 187;충청북도 청주시 상당구 용암동 2943-100 청주동남파밀리에NHF4단지
강원도 원주시 치악로 1989;강원도 원주시 태장동 700-40 원주태장LH 천년나무6단지
광주광역시 광산구 첨단중앙로152번길 6-8;광주광역시 광산구 쌍암동 657-4 광주첨단 LH 1단지
광주광역시 광산구 임방울대로800번길 11-5;광주광역시 광산구 월계동 869-2 광주첨단 LH 3단지
광주광역시 남구 효천중앙로 35;광주광역시 남구 임암동 731 광주효천1LH3단지아파트
경기도 양주시 고읍남로 94;경기도 양주시 광사동 717 양주고읍 LH13단지 아파트
경기도 평택시 고덕면 고덕여염로 20;경기도 평택시 고덕면 여염리 4572-1 평택고덕엘에이치17단지
충청북도 청주시 상당구 월운로 146;충청북도 청주시 상당구 용암동 2944-41 청주동남 LH행복주택
울산광역시 북구 박상진2로 82;울산광역시 북구 화봉동 1486 울산송정 LH2단지
전라남도 고흥군 고흥읍 터미널길 17-35;전라남도 고흥군 고흥읍 등암리 1680 고흥남계엘에이치1단지
대구광역시 동구 연경지묘로 153;대구광역시 동구 지묘동 1316 대구연경엘에이치천년나무2단지
충청북도 청주시 상당구 호미로 137;충청북도 청주시 상당구 용암동 2942-73 청주동남1단지
경기도 의왕시 행복마을3로 18;경기도 의왕시 고천동 61-6 오봉산마을 1단지
제주특별자치도 서귀포시 장수로 115;제주특별자치도 서귀포시 서홍동 355-1 서귀포서홍 행복주택
강원도 춘천시 우두1길 40;강원도 춘천시 우두동 1088 춘천우두엘에이치천년나무3단지
부산광역시 남구 동명로 183;부산광역시 남구 용호동 376-9
충청북도 제천시 용두천로40길 28;충청북도 제천시 고암동 1273
강원도 평창군 진부면 경강로 3587;강원도 평창군 진부면 하진부리 115 평창하진부주공아파트
